x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	Md(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
737000	3537000	0	59234.8	3.5940e-04	3.011	3.2967e-07	3.2938e-06	3.5577e-04	1.5468e-18	5.7704e-17	9.5050e-18	9.6199e-21	9.0618e-25	1.2918e-30	1.2500e-38
738000	3537000	0	60231.5	3.7098e-04	3.011	3.2657e-07	3.2804e-06	3.6737e-04	6.9785e-19	2.4730e-17	3.8063e-18	3.3580e-21	2.7478e-25	3.2006e-31	2.3223e-39
739000	3537000	0	61228.4	3.8158e-04	3.010	3.2333e-07	3.2738e-06	3.7798e-04	3.1293e-19	1.0531e-17	1.5139e-18	1.1633e-21	8.2676e-26	7.8668e-32	4.2797e-40
740000	3537000	0	62225.3	3.9113e-04	3.010	3.1996e-07	3.2740e-06	3.8753e-04	1.3948e-19	4.4569e-18	5.9799e-19	3.9999e-22	2.4682e-26	1.9182e-32	7.8230e-41
674000	3536000	1178	5516.2	2.0276e-07	-1.468	5.6338e-13	2.4113e-14	6.9529e-15	3.4449e-27	7.9675e-14	9.9700e-09	9.7853e-08	8.5116e-08	9.6520e-09	1.6397e-10
675000	3536000	1271	4847.9	1.3262e-06	-1.389	2.4469e-13	9.8305e-15	4.4632e-15	3.5844e-24	1.5795e-12	8.8882e-08	6.8456e-07	5.0132e-07	5.0654e-08	8.1494e-10
676000	3536000	1365	4310.0	7.9296e-06	-1.299	1.1301e-13	4.1530e-15	2.2251e-15	3.7454e-21	3.0946e-11	7.3059e-07	4.3363e-06	2.6262e-06	2.3293e-07	3.4976e-09
677000	3536000	1179	3956.0	2.1823e-05	-1.294	6.4922e-13	4.3990e-14	3.0381e-14	1.5900e-19	8.2191e-11	2.0328e-06	1.1986e-05	7.1656e-06	6.2910e-07	9.4866e-09
678000	3536000	1053	3837.2	5.9741e-05	-1.257	3.5396e-12	2.9883e-13	2.0075e-13	1.3842e-17	3.1287e-10	6.2203e-06	3.3522e-05	1.8467e-05	1.5100e-06	2.1567e-08
679000	3536000	994	3974.7	1.5569e-04	-1.190	8.8701e-12	9.7999e-13	6.3573e-13	2.8952e-16	1.5053e-09	1.9609e-05	9.0015e-05	4.2938e-05	3.0854e-06	3.9349e-08
680000	3536000	1126	4344.2	4.5556e-04	-1.071	1.4511e-12	1.6821e-13	1.8542e-13	2.2947e-16	1.4264e-08	7.9329e-05	2.7056e-04	9.9836e-05	5.7562e-06	6.0645e-08
681000	3536000	941	4893.5	6.8310e-04	-1.026	4.1261e-11	4.8967e-12	2.5293e-12	1.6336e-15	2.7092e-08	1.3163e-04	4.0928e-04	1.3523e-04	6.8794e-06	6.3133e-08
682000	3536000	729	5569.6	1.0156e-03	-0.960	3.8965e-09	1.3451e-09	5.5417e-11	2.6395e-13	6.7644e-08	2.2777e-04	6.0834e-04	1.7188e-04	7.4504e-06	5.7846e-08
683000	3536000	560	6332.0	1.4078e-03	-0.890	2.5398e-08	4.7716e-08	6.5264e-10	2.5126e-12	1.6288e-07	3.6821e-04	8.3336e-04	1.9872e-04	7.2589e-06	4.7184e-08
684000	3536000	452	7153.2	1.8149e-03	-0.820	5.0852e-08	2.1013e-07	2.7679e-09	2.3982e-12	3.5590e-07	5.4779e-04	1.0495e-03	2.1054e-04	6.4629e-06	3.5055e-08
685000	3536000	358	8015.1	2.1707e-03	-0.754	7.7308e-08	6.1507e-07	1.0262e-08	1.1982e-12	6.9528e-07	7.4441e-04	1.2139e-03	2.0565e-04	5.3208e-06	2.4128e-08
686000	3536000	317	8905.9	2.4779e-03	-0.690	9.1693e-08	9.9566e-07	1.9105e-08	1.9583e-13	1.2846e-06	9.5688e-04	1.3253e-03	1.8920e-04	4.1237e-06	1.5636e-08
687000	3536000	219	9817.8	2.6192e-03	-0.631	1.2294e-07	2.2988e-06	6.3628e-08	8.2084e-14	2.0884e-06	1.1183e-03	1.3314e-03	1.6187e-04	2.9971e-06	9.5653e-09
688000	3536000	185	10745.4	2.6960e-03	-0.571	1.3872e-07	3.3208e-06	1.3821e-07	1.7752e-14	3.3450e-06	1.2676e-03	1.2869e-03	1.3244e-04	2.0771e-06	5.5764e-09
689000	3536000	177	11684.9	2.6603e-03	-0.515	1.4778e-07	3.7587e-06	1.9109e-07	1.5078e-14	5.0923e-06	1.3664e-03	1.1805e-03	1.0278e-04	1.3663e-06	3.0913e-09
690000	3536000	152	12633.8	2.4983e-03	-0.459	1.6358e-07	4.5823e-06	2.8809e-07	2.5880e-14	7.2655e-06	1.3886e-03	1.0212e-03	7.5372e-05	8.5102e-07	1.6271e-09
691000	3536000	194	13589.9	2.2617e-03	-0.407	1.5159e-07	3.8896e-06	2.9125e-07	4.2678e-14	9.9981e-06	1.3530e-03	8.4139e-04	5.2444e-05	5.0188e-07	8.1051e-10
692000	3536000	199	14552.0	1.9461e-03	-0.355	1.5446e-07	3.9571e-06	3.6299e-07	7.4595e-14	1.2906e-05	1.2417e-03	6.5233e-04	3.4403e-05	2.7938e-07	3.8151e-10
693000	3536000	195	15518.8	1.5990e-03	-0.304	1.6179e-07	4.2185e-06	4.7571e-07	1.2925e-13	1.5759e-05	1.0795e-03	4.7740e-04	2.1306e-05	1.4672e-07	1.6925e-10
694000	3536000	190	16489.6	1.2570e-03	-0.252	1.6932e-07	4.4656e-06	6.2000e-07	2.1899e-13	1.8249e-05	8.9086e-04	3.3014e-04	1.2464e-05	7.2657e-08	7.0600e-11
695000	3536000	241	17463.7	9.5636e-04	-0.205	1.5939e-07	3.0944e-06	4.6018e-07	3.7597e-13	2.0646e-05	7.0785e-04	2.1722e-04	6.9059e-06	3.3901e-08	2.7584e-11
696000	3536000	162	18440.6	6.8424e-04	-0.138	1.9315e-07	5.3969e-06	1.1347e-06	5.9295e-13	2.0716e-05	5.1960e-04	1.3357e-04	3.6149e-06	1.4993e-08	1.0187e-11
697000	3536000	139	19419.8	4.7697e-04	-0.066	2.0851e-07	6.1631e-06	1.5794e-06	9.4668e-13	2.0289e-05	3.6843e-04	7.8495e-05	1.8026e-06	6.2778e-09	3.5277e-12
698000	3536000	180	20401.1	3.2117e-04	-0.003	1.9534e-07	4.9448e-06	1.6003e-06	1.4778e-12	1.9078e-05	2.5055e-04	4.3943e-05	8.5608e-07	2.4905e-09	1.1450e-12
699000	3536000	165	21384.1	2.1055e-04	0.100	2.0760e-07	5.3300e-06	2.1155e-06	2.2798e-12	1.6743e-05	1.6223e-04	2.3530e-05	3.9115e-07	9.4864e-10	3.5307e-13
700000	3536000	122	22368.5	1.3710e-04	0.287	2.3146e-07	6.7398e-06	3.2799e-06	3.4351e-12	1.3844e-05	1.0069e-04	1.2134e-05	1.7300e-07	3.4877e-10	1.0381e-13
701000	3536000	115	23354.4	8.8795e-05	0.525	2.3927e-07	6.9305e-06	4.3298e-06	5.0785e-12	1.0925e-05	6.0246e-05	6.0489e-06	7.4211e-08	1.2388e-10	2.9094e-14
702000	3536000	122	24341.3	5.7453e-05	0.811	2.4138e-07	6.4497e-06	4.8021e-06	7.3473e-12	8.1989e-06	3.4798e-05	2.9321e-06	3.1090e-08	4.2854e-11	7.8404e-15
703000	3536000	112	25329.3	4.0232e-05	1.296	2.5005e-07	6.6878e-06	6.5725e-06	1.0288e-11	5.8422e-06	1.9474e-05	1.3922e-06	1.2817e-08	1.4565e-11	2.0538e-15
704000	3536000	94	26318.2	3.3472e-05	1.966	2.6380e-07	7.3309e-06	1.0617e-05	1.4007e-11	3.9829e-06	1.0621e-05	6.5095e-07	5.2196e-09	4.8830e-12	5.2600e-16
705000	3536000	130	27307.9	2.2066e-05	2.221	2.5153e-07	5.5835e-06	7.7105e-06	1.8282e-11	2.5932e-06	5.6268e-06	2.9863e-07	2.0903e-09	1.6078e-12	1.3137e-16
706000	3536000	115	28298.3	2.1663e-05	2.715	2.6235e-07	5.9081e-06	1.0798e-05	2.2712e-11	1.6239e-06	2.9334e-06	1.3623e-07	8.3397e-10	5.2747e-13	3.2585e-17
707000	3536000	74	29289.4	2.9511e-05	3.038	2.9175e-07	7.3312e-06	1.9313e-05	2.7728e-11	9.9490e-07	1.5180e-06	6.1974e-08	3.3160e-10	1.7228e-13	8.0242e-18
708000	3536000	121	30281.1	2.0631e-05	3.107	2.6718e-07	5.2137e-06	1.3788e-05	3.0540e-11	5.7534e-07	7.5939e-07	2.7528e-08	1.2909e-10	5.5135e-14	1.9338e-18
709000	3536000	164	31273.3	1.7849e-05	3.146	2.5027e-07	3.9399e-06	1.2941e-05	3.2946e-11	3.2692e-07	3.7801e-07	1.2178e-08	4.9981e-11	1.7531e-14	4.6247e-19
710000	3536000	150	32266.0	2.0606e-05	3.177	2.6053e-07	4.0814e-06	1.5889e-05	3.3188e-11	1.8218e-07	1.8752e-07	5.3797e-09	1.9330e-11	5.5712e-15	1.1062e-19
711000	3536000	115	33259.1	2.9228e-05	3.164	2.7966e-07	4.7212e-06	2.4032e-05	3.1525e-11	9.9829e-08	9.2554e-08	2.3652e-09	7.4395e-12	1.7619e-15	2.6338e-20
712000	3536000	87	34252.6	4.5181e-05	3.125	2.9862e-07	5.3149e-06	3.9467e-05	2.8836e-11	5.4114e-08	4.5498e-08	1.0338e-09	2.8432e-12	5.5286e-16	6.2178e-21
713000	3536000	19	35246.5	6.7155e-05	3.119	3.4952e-07	7.4418e-06	5.9311e-05	2.6663e-11	2.9929e-08	2.2713e-08	4.5517e-10	1.0901e-12	1.7359e-16	1.4667e-21
714000	3536000	65	36240.7	6.2179e-05	3.098	3.2058e-07	5.5181e-06	5.6315e-05	2.0377e-11	1.5170e-08	1.0733e-08	1.9251e-10	4.0449e-13	5.2981e-17	3.3707e-22
715000	3536000	71	37235.2	6.8230e-05	3.083	3.1782e-07	5.0635e-06	6.2836e-05	1.5425e-11	7.7927e-09	5.1221e-09	8.1730e-11	1.5024e-13	1.6159e-17	7.7347e-23
716000	3536000	18	38230.0	9.4026e-05	3.076	3.5693e-07	6.4571e-06	8.7205e-05	1.1945e-11	4.1389e-09	2.4979e-09	3.5107e-11	5.6193e-14	4.9487e-18	1.7793e-23
717000	3536000	114	39225.1	5.9445e-05	3.070	2.9203e-07	3.5985e-06	5.5551e-05	7.3533e-12	1.9604e-09	1.1310e-09	1.4294e-11	2.0129e-14	1.4606e-18	3.9578e-24
718000	3536000	59	40220.4	9.9472e-05	3.054	3.3142e-07	4.7318e-06	9.4407e-05	5.1051e-12	1.0185e-09	5.4330e-10	6.0442e-12	7.4123e-15	4.4044e-19	8.9670e-25
719000	3536000	16	41216.0	1.3077e-04	3.049	3.6295e-07	5.7126e-06	1.2470e-04	3.4004e-12	5.2503e-10	2.5927e-10	2.5356e-12	2.7066e-15	1.3163e-19	2.0127e-25
720000	3536000	11	42211.8	1.4849e-04	3.043	3.6712e-07	5.6163e-06	1.4251e-04	2.0616e-12	2.6047e-10	1.2054e-10	1.0421e-12	9.7099e-16	3.8723e-20	4.4510e-26
721000	3536000	11	43207.7	1.6324e-04	3.038	3.6761e-07	5.3881e-06	1.5748e-04	1.1950e-12	1.2771e-10	5.5517e-11	4.2431e-13	3.4521e-16	1.1290e-20	9.7564e-27
722000	3536000	19	44203.8	1.7163e-04	3.033	3.6218e-07	4.9665e-06	1.6631e-04	6.6099e-13	6.1697e-11	2.5277e-11	1.7094e-13	1.2149e-16	3.2596e-21	2.1181e-27
723000	3536000	24	45200.2	1.8415e-04	3.029	3.5896e-07	4.6760e-06	1.7912e-04	3.5695e-13	2.9692e-11	1.1456e-11	6.8442e-14	4.2473e-17	9.3449e-22	4.5652e-28
724000	3536000	10	46196.6	2.1397e-04	3.026	3.6826e-07	4.8436e-06	2.0876e-04	1.9386e-13	1.4449e-11	5.2170e-12	2.7411e-14	1.4820e-17	2.6703e-22	9.7993e-29
725000	3536000	6	47193.2	2.3618e-04	3.023	3.7007e-07	4.7663e-06	2.3104e-04	1.0134e-13	6.9169e-12	2.3453e-12	1.0851e-14	5.1155e-18	7.5517e-23	2.0823e-29
726000	3536000	6	48190.0	2.5567e-04	3.021	3.6959e-07	4.6310e-06	2.5067e-04	5.1764e-14	3.2799e-12	1.0454e-12	4.2582e-15	1.7505e-18	2.1173e-23	4.3866e-30
727000	3536000	8	49186.9	2.7244e-04	3.019	3.6716e-07	4.4549e-06	2.6762e-04	2.5928e-14	1.5410e-12	4.6203e-13	1.6567e-15	5.9390e-19	5.8857e-24	9.1622e-31
728000	3536000	8	50183.9	2.9260e-04	3.017	3.6610e-07	4.3449e-06	2.8788e-04	1.2879e-14	7.2117e-13	2.0317e-13	6.4046e-16	2.0011e-19	1.6243e-24	1.8994e-31
729000	3536000	8	51181.0	3.1205e-04	3.016	3.6432e-07	4.2326e-06	3.0746e-04	6.3200e-15	3.3505e-13	8.8698e-14	2.4566e-16	6.6886e-20	4.4463e-25	3.9055e-32
730000	3536000	6	52178.3	3.3521e-04	3.015	3.6409e-07	4.1833e-06	3.3067e-04	3.0882e-15	1.5512e-13	3.8537e-14	9.3645e-17	2.2206e-20	1.2084e-25	7.9708e-33
731000	3536000	8	53175.6	3.5182e-04	3.014	3.6046e-07	4.0547e-06	3.4740e-04	1.4829e-15	7.0978e-14	1.6573e-14	3.5349e-17	7.3028e-21	3.2539e-26	1.6119e-33
732000	3536000	4	54173.1	3.7659e-04	3.013	3.6063e-07	4.0470e-06	3.7218e-04	7.1505e-16	3.2494e-14	7.1109e-15	1.3284e-17	2.3884e-21	8.7078e-27	3.2383e-34
733000	3536000	5	55170.6	3.9494e-04	3.012	3.5775e-07	3.9714e-06	3.9061e-04	3.3950e-16	1.4708e-14	3.0207e-15	4.9438e-18	7.7387e-22	2.3090e-27	6.4465e-35
734000	3536000	0	56168.2	4.2146e-04	3.011	3.5847e-07	4.0049e-06	4.1709e-04	1.6202e-16	6.6619e-15	1.2804e-15	1.8318e-18	2.4937e-22	6.0846e-28	1.2748e-35
735000	3536000	0	57165.9	4.3946e-04	3.011	3.5562e-07	3.9576e-06	4.3515e-04	7.6028e-17	2.9798e-15	5.3687e-16	6.7181e-19	7.9573e-23	1.5883e-28	2.4974e-36
736000	3536000	0	58163.7	4.5655e-04	3.010	3.5260e-07	3.9195e-06	4.5228e-04	3.5450e-17	1.3243e-15	2.2358e-16	2.4454e-19	2.5195e-23	4.1129e-29	4.8531e-37
737000	3536000	0	59161.6	4.7259e-04	3.010	3.4941e-07	3.8900e-06	4.6835e-04	1.6428e-17	5.8487e-16	9.2470e-17	8.8347e-20	7.9153e-24	1.0566e-29	9.3546e-38
738000	3536000	0	60159.5	4.8743e-04	3.009	3.4605e-07	3.8691e-06	4.8322e-04	7.5659e-18	2.5666e-16	3.7984e-17	3.1677e-20	2.4674e-24	2.6928e-30	1.7886e-38
739000	3536000	0	61157.5	5.0097e-04	3.009	3.4255e-07	3.8563e-06	4.9677e-04	3.4635e-18	1.1192e-16	1.5496e-17	1.1273e-20	7.6317e-25	6.8079e-31	3.3919e-39
740000	3536000	0	62155.5	5.1309e-04	3.009	3.3892e-07	3.8516e-06	5.0890e-04	1.5759e-18	4.8498e-17	6.2783e-18	3.9813e-21	2.3421e-25	1.7075e-31	6.3804e-40
674000	3535000	1187	4873.8	7.9879e-07	-1.433	5.3783e-13	2.5868e-14	9.0901e-15	7.7146e-24	5.9144e-13	4.5864e-08	3.9742e-07	3.1993e-07	3.4971e-08	5.9985e-10
675000	3535000	1314	4102.2	6.2726e-06	-1.341	1.7030e-13	6.9877e-15	2.7981e-15	2.8813e-20	1.7533e-11	5.0935e-07	3.3341e-06	2.2115e-06	2.1406e-07	3.5043e-09
676000	3535000	1428	3449.9	4.5727e-05	-1.238	6.8841e-14	2.4302e-15	1.5129e-15	1.0684e-16	5.3747e-10	5.2591e-06	2.5542e-05	1.3742e-05	1.1656e-06	1.8050e-08
677000	3535000	1399	2996.0	2.0373e-04	-1.177	8.8429e-14	4.2756e-15	4.1609e-15	2.5346e-14	5.2251e-09	2.8116e-05	1.1588e-04	5.5311e-05	4.3502e-06	6.5540e-08
678000	3535000	1181	2837.2	4.5887e-04	-1.179	7.3202e-13	6.9625e-14	8.2552e-14	4.4752e-13	9.9198e-09	6.2387e-05	2.6193e-04	1.2471e-04	9.6943e-06	1.4486e-07
679000	3535000	1135	3020.6	1.2264e-03	-1.104	1.3794e-12	1.5780e-13	3.5772e-13	3.5777e-12	5.0744e-08	2.0245e-04	7.1418e-04	2.8998e-04	1.9525e-05	2.5650e-07
680000	3535000	1273	3492.6	3.7567e-03	-0.958	3.2100e-13	4.1141e-14	1.4552e-13	5.9288e-12	5.9344e-07	8.8038e-04	2.1866e-03	6.5474e-04	3.4006e-05	3.5552e-07
681000	3535000	1021	4156.0	4.1417e-03	-0.947	8.6338e-12	1.3150e-12	1.9901e-12	4.1407e-12	4.8602e-07	9.7789e-04	2.4375e-03	6.9290e-04	3.2659e-05	2.9880e-07
682000	3535000	805	4934.2	5.3366e-03	-0.888	1.2213e-09	3.3397e-10	7.2310e-11	7.0893e-11	8.9604e-07	1.4235e-03	3.1173e-03	7.6404e-04	3.0602e-05	2.3393e-07
683000	3535000	636	5781.0	6.7960e-03	-0.817	1.6259e-08	1.8274e-08	6.3400e-10	3.1271e-10	1.8963e-06	2.0906e-03	3.8789e-03	7.9775e-04	2.6676e-05	1.6838e-07
684000	3535000	478	6670.4	7.9349e-03	-0.753	5.1120e-08	2.3634e-07	3.7641e-09	4.2876e-10	3.4748e-06	2.7600e-03	4.3863e-03	7.6325e-04	2.1449e-05	1.1231e-07
685000	3535000	430	7587.4	9.0314e-03	-0.688	6.7422e-08	4.1281e-07	6.6045e-09	7.1495e-11	6.2452e-06	3.5361e-03	4.7741e-03	6.9797e-04	1.6422e-05	7.1222e-08
686000	3535000	393	8523.0	9.7440e-03	-0.627	8.1005e-08	7.7316e-07	1.6162e-08	8.8723e-12	1.0351e-05	4.2338e-03	4.8838e-03	6.0321e-04	1.1946e-05	4.3114e-08
687000	3535000	279	9471.8	9.7342e-03	-0.575	1.1739e-07	2.1277e-06	6.0817e-08	3.7496e-12	1.4884e-05	4.6034e-03	4.6163e-03	4.8910e-04	8.2484e-06	2.4993e-08
688000	3535000	211	10430.2	9.5161e-03	-0.522	1.4152e-07	3.7074e-06	1.3472e-07	1.0406e-12	2.1099e-05	4.8774e-03	4.2256e-03	3.8255e-04	5.4862e-06	1.3967e-08
689000	3535000	214	11395.8	9.1440e-03	-0.470	1.4675e-07	3.9189e-06	1.7055e-07	5.3513e-13	2.9849e-05	5.0639e-03	3.7540e-03	2.8858e-04	3.5090e-06	7.5042e-09
690000	3535000	191	12366.8	8.3964e-03	-0.419	1.5996e-07	5.0789e-06	3.2681e-07	6.8609e-13	3.9637e-05	4.9790e-03	3.1629e-03	2.0712e-04	2.1416e-06	3.8604e-09
691000	3535000	204	13342.1	7.4759e-03	-0.370	1.6089e-07	4.9415e-06	3.6059e-07	9.8215e-13	5.1246e-05	4.7229e-03	2.5531e-03	1.4196e-04	1.2463e-06	1.8938e-09
692000	3535000	201	14320.8	6.3795e-03	-0.322	1.6741e-07	5.3367e-06	5.0032e-07	1.4791e-12	6.2973e-05	4.2622e-03	1.9553e-03	9.2371e-05	6.8872e-07	8.8282e-10
693000	3535000	196	15302.3	5.2324e-03	-0.275	1.7550e-07	5.7354e-06	6.7465e-07	2.2434e-12	7.4080e-05	3.6719e-03	1.4224e-03	5.7048e-05	3.6079e-07	3.8962e-10
694000	3535000	169	16286.0	4.1155e-03	-0.227	1.9402e-07	6.7604e-06	9.8489e-07	3.4183e-12	8.2834e-05	3.0102e-03	9.8091e-04	3.3417e-05	1.7903e-07	1.6248e-10
695000	3535000	196	17271.6	3.1322e-03	-0.180	1.8707e-07	6.0321e-06	1.0786e-06	5.0168e-12	8.9832e-05	2.3724e-03	6.4404e-04	1.8580e-05	8.3957e-08	6.3672e-11
696000	3535000	159	18258.7	2.2809e-03	-0.129	2.1047e-07	7.3579e-06	1.6213e-06	7.4560e-12	9.1130e-05	1.7702e-03	4.0057e-04	9.8247e-06	3.7408e-08	2.3581e-11
697000	3535000	191	19247.2	1.6121e-03	-0.079	2.0110e-07	6.3133e-06	1.7283e-06	1.0806e-11	8.9594e-05	1.2716e-03	2.3767e-04	4.9467e-06	1.5784e-08	8.1925e-12
698000	3535000	139	20236.8	1.0972e-03	-0.014	2.3088e-07	8.2193e-06	2.7203e-06	1.5644e-11	8.1904e-05	8.6713e-04	1.3456e-04	2.3918e-06	6.3878e-09	2.7061e-12
699000	3535000	122	21227.4	7.2808e-04	0.062	2.4352e-07	9.0569e-06	3.7381e-06	2.2318e-11	7.1764e-05	5.6902e-04	7.3142e-05	1.1123e-06	2.4752e-09	8.4544e-13
700000	3535000	122	22218.9	4.7182e-04	0.151	2.4950e-07	8.9655e-06	4.5899e-06	3.1550e-11	5.9917e-05	3.5926e-04	3.8333e-05	5.0053e-07	9.2459e-10	2.5137e-13
701000	3535000	190	23211.0	2.9696e-04	0.220	2.2324e-07	6.0536e-06	3.9594e-06	4.4736e-11	4.8076e-05	2.1901e-04	1.9426e-05	2.1835e-07	3.3332e-10	7.1128e-14
702000	3535000	158	24203.8	1.8711e-04	0.384	2.4431e-07	6.9765e-06	5.4742e-06	6.1248e-11	3.6059e-05	1.2863e-04	9.6360e-06	9.3948e-08	1.1852e-10	1.9648e-14
703000	3535000	129	25197.2	1.1964e-04	0.640	2.6223e-07	7.8999e-06	7.5358e-06	8.1974e-11	2.5843e-05	7.3371e-05	4.6878e-06	3.9786e-08	4.1402e-11	5.2777e-15
704000	3535000	162	26191.1	7.5265e-05	0.874	2.5216e-07	6.4189e-06	7.7617e-06	1.0873e-10	1.7832e-05	4.0745e-05	2.2376e-06	1.6558e-08	1.4178e-11	1.3770e-15
705000	3535000	186	27185.4	4.9080e-05	1.203	2.4432e-07	5.4291e-06	8.4565e-06	1.3928e-10	1.1780e-05	2.2108e-05	1.0553e-06	6.8252e-09	4.8068e-12	3.5371e-16
706000	3535000	177	28180.2	3.5896e-05	1.710	2.5341e-07	5.4812e-06	1.0404e-05	1.6982e-10	7.4777e-06	1.1783e-05	4.9390e-07	2.7967e-09	1.6204e-12	9.0098e-17
707000	3535000	196	29175.3	2.7425e-05	2.145	2.4675e-07	4.6945e-06	1.1486e-05	1.9992e-10	4.5926e-06	6.1752e-06	2.2866e-07	1.1339e-09	5.4007e-13	2.2633e-17
708000	3535000	205	30170.7	2.2872e-05	2.527	2.4631e-07	4.1992e-06	1.2380e-05	2.2459e-10	2.7406e-06	3.1995e-06	1.0514e-07	4.5667e-10	1.7879e-13	5.6425e-18
709000	3535000	62	31166.4	5.0530e-05	3.026	3.2937e-07	9.1382e-06	3.7714e-05	2.3942e-10	1.6261e-06	1.6728e-06	4.8842e-08	1.8578e-10	5.9846e-14	1.4247e-18
710000	3535000	169	32162.4	2.7096e-05	3.032	2.7162e-07	4.7377e-06	2.0325e-05	2.3547e-10	9.0437e-07	8.3543e-07	2.1812e-08	7.2764e-11	1.9267e-14	3.4495e-19
711000	3535000	142	33158.6	3.2363e-05	3.108	2.8856e-07	5.2246e-06	2.5912e-05	2.2269e-10	5.0535e-07	4.2251e-07	9.8391e-09	2.8756e-11	6.2607e-15	8.4422e-20
712000	3535000	20	34155.0	8.0359e-05	3.115	3.6865e-07	9.7856e-06	6.9690e-05	2.1681e-10	2.9138e-07	2.1892e-07	4.5027e-09	1.1476e-11	2.0491e-15	2.0790e-20
713000	3535000	131	35151.7	4.2181e-05	3.118	2.9905e-07	5.0116e-06	3.6613e-05	1.7044e-10	1.5004e-07	1.0544e-07	1.9506e-09	4.3714e-12	6.4278e-16	4.9117e-21
714000	3535000	137	36148.5	4.5366e-05	3.108	2.9813e-07	4.6152e-06	4.0320e-05	1.3740e-10	8.0006e-08	5.2073e-08	8.5782e-10	1.6828e-12	2.0329e-16	1.1691e-21
715000	3535000	96	37145.5	8.4074e-05	3.071	3.2081e-07	5.4882e-06	7.8196e-05	1.0549e-10	4.2599e-08	2.5739e-08	3.7692e-10	6.4700e-13	6.4217e-17	2.7807e-22
716000	3535000	119	38142.7	6.6146e-05	3.078	3.1012e-07	4.5902e-06	6.1211e-05	7.6077e-11	2.2112e-08	1.2501e-08	1.6287e-10	2.4469e-13	1.9948e-17	6.4994e-23
717000	3535000	117	39140.0	7.6422e-05	3.066	3.1253e-07	4.4312e-06	7.1660e-05	5.2496e-11	1.1445e-08	6.0601e-09	7.0133e-11	9.2174e-14	6.1713e-18	1.5131e-23
718000	3535000	40	40137.4	1.4085e-04	3.051	3.6773e-07	6.4667e-06	1.3401e-04	3.7396e-11	6.1552e-09	3.0075e-09	3.0602e-11	3.5021e-14	1.9203e-18	3.5387e-24
719000	3535000	66	41134.9	1.4449e-04	3.042	3.4992e-07	5.3868e-06	1.3875e-04	2.2869e-11	3.0769e-09	1.4226e-09	1.2884e-11	1.2915e-14	5.8201e-19	8.0739e-25
720000	3535000	52	42132.6	1.6683e-04	3.038	3.6093e-07	5.5504e-06	1.6092e-04	1.4133e-11	1.5714e-09	6.8096e-10	5.4513e-12	4.7714e-15	1.7637e-19	1.8399e-25
721000	3535000	14	43130.4	2.1346e-04	3.034	3.8882e-07	6.4765e-06	2.0659e-04	8.7365e-12	8.1345e-10	3.2812e-10	2.3098e-12	1.7611e-15	5.3314e-20	4.1791e-26
722000	3535000	17	44128.3	2.3042e-04	3.030	3.8694e-07	6.1192e-06	2.2391e-04	4.9399e-12	4.0458e-10	1.5382e-10	9.5802e-13	6.3825e-16	1.5855e-20	9.3475e-27
723000	3535000	19	45126.3	2.4888e-04	3.026	3.8506e-07	5.8084e-06	2.4269e-04	2.7172e-12	1.9988e-10	7.1644e-11	3.9445e-13	2.2956e-16	4.6784e-21	2.0744e-27
724000	3535000	17	46124.3	2.7412e-04	3.023	3.8642e-07	5.6649e-06	2.6807e-04	1.4705e-12	9.8517e-11	3.3239e-11	1.6150e-13	8.2051e-17	1.3712e-21	4.5713e-28
725000	3535000	8	47122.5	3.0958e-04	3.021	3.9176e-07	5.7026e-06	3.0348e-04	7.8777e-13	4.8517e-11	1.5375e-11	6.5797e-14	2.9156e-17	3.9935e-22	1.0006e-28
726000	3535000	31	48120.7	3.0499e-04	3.019	3.7466e-07	4.9373e-06	2.9968e-04	3.9401e-13	2.3044e-11	6.9322e-12	2.6275e-14	1.0184e-17	1.1453e-22	2.1590e-29
727000	3535000	6	49119.0	3.6329e-04	3.017	3.9130e-07	5.4084e-06	3.5749e-04	2.1048e-13	1.1385e-11	3.1971e-12	1.0619e-14	3.5820e-18	3.2967e-23	4.6668e-30
728000	3535000	5	50117.4	3.9006e-04	3.016	3.9025e-07	5.2693e-06	3.8440e-04	1.0663e-13	5.4587e-12	1.4427e-12	4.2175e-15	1.2408e-18	9.3590e-24	9.9569e-31
729000	3535000	7	51115.8	4.1318e-04	3.014	3.8742e-07	5.0930e-06	4.0770e-04	5.3252e-14	2.5944e-12	6.4572e-13	1.6609e-15	4.2622e-19	2.6345e-24	2.1063e-31
730000	3535000	5	52114.3	4.4243e-04	3.013	3.8670e-07	5.0118e-06	4.3704e-04	2.6516e-14	1.2294e-12	2.8770e-13	6.5020e-16	1.4544e-19	7.3639e-25	4.4234e-32
731000	3535000	6	53112.8	4.6625e-04	3.012	3.8372e-07	4.8776e-06	4.6099e-04	1.3027e-14	5.7705e-13	1.2707e-13	2.5230e-16	4.9195e-20	2.0405e-25	9.2087e-33
732000	3535000	4	54111.4	4.9654e-04	3.011	3.8301e-07	4.8362e-06	4.9132e-04	6.3958e-15	2.7019e-13	5.5883e-14	9.7331e-17	1.6533e-20	5.6149e-26	1.9032e-33
