x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	Md(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
718000	3496000	137	53951.1	7.9849e-01	2.418	2.5082e-06	1.9152e-03	3.3030e-01	4.6559e-01	6.7819e-04	1.4185e-09	4.0279e-15	3.7545e-20	1.8301e-26	2.1245e-34
719000	3496000	108	54697.3	9.3715e-01	2.367	2.4156e-06	1.8283e-03	3.4099e-01	5.9347e-01	8.5806e-04	1.9126e-09	5.0506e-15	4.2146e-20	1.7164e-26	1.5190e-34
720000	3496000	43	55451.5	1.0728e+00	2.304	2.2647e-06	1.7369e-03	3.2353e-01	7.4645e-01	1.0920e-03	2.6057e-09	6.3859e-15	4.7583e-20	1.6151e-26	1.0875e-34
721000	3496000	60	56213.4	1.2374e+00	2.268	2.3005e-06	1.6635e-03	3.2916e-01	9.0532e-01	1.2973e-03	3.2911e-09	7.5596e-15	5.0780e-20	1.4490e-26	7.4746e-35
722000	3496000	18	56982.6	1.4200e+00	2.227	2.2144e-06	1.5893e-03	3.2074e-01	1.0961e+00	1.5925e-03	4.3134e-09	9.2245e-15	5.5503e-20	1.3238e-26	5.2074e-35
723000	3496000	129	57758.9	1.6231e+00	2.219	2.4628e-06	1.5182e-03	3.5423e-01	1.2656e+00	1.7366e-03	4.9596e-09	1.0050e-14	5.5104e-20	1.1157e-26	3.3881e-35
724000	3496000	42	58542.0	1.8288e+00	2.173	2.2523e-06	1.4539e-03	3.1544e-01	1.5097e+00	2.1944e-03	6.6887e-09	1.2522e-14	6.1103e-20	1.0283e-26	2.3707e-35
725000	3496000	43	59331.6	2.0512e+00	2.150	2.2470e-06	1.3904e-03	3.0829e-01	1.7389e+00	2.5703e-03	8.3058e-09	1.4522e-14	6.3726e-20	8.9966e-27	1.5864e-35
726000	3496000	44	60127.5	2.2793e+00	2.131	2.2390e-06	1.3301e-03	2.9985e-01	1.9751e+00	2.9928e-03	1.0242e-08	1.6717e-14	6.5952e-20	7.8096e-27	1.0531e-35
727000	3496000	150	60929.4	2.5250e+00	2.138	2.4572e-06	1.2571e-03	3.4966e-01	2.1709e+00	3.1992e-03	1.1498e-08	1.7731e-14	6.3634e-20	6.3873e-27	6.6414e-36
728000	3496000	0	61737.1	2.7304e+00	2.100	2.1444e-06	1.2270e-03	2.7477e-01	2.4503e+00	4.0757e-03	1.5671e-08	2.2183e-14	7.0430e-20	5.8444e-27	4.5943e-36
729000	3496000	3	62550.3	2.9370e+00	2.090	2.1367e-06	1.1762e-03	2.6716e-01	2.6640e+00	4.6497e-03	1.8872e-08	2.4910e-14	7.1083e-20	4.9466e-27	2.9732e-36
730000	3496000	0	63368.9	3.1231e+00	2.082	2.1193e-06	1.1293e-03	2.6067e-01	2.8560e+00	5.2858e-03	2.2635e-08	2.7838e-14	7.1350e-20	4.1614e-27	1.9117e-36
731000	3496000	0	64192.6	3.2816e+00	2.077	2.1046e-06	1.0846e-03	2.5678e-01	3.0177e+00	5.9639e-03	2.6910e-08	3.0826e-14	7.0967e-20	3.4693e-27	1.2181e-36
732000	3496000	0	65021.2	3.4072e+00	2.074	2.0885e-06	1.0424e-03	2.5547e-01	3.1440e+00	6.6876e-03	3.1760e-08	3.3873e-14	7.0029e-20	2.8690e-27	7.6979e-37
733000	3496000	0	65854.6	3.4962e+00	2.072	2.0711e-06	1.0027e-03	2.5671e-01	3.2310e+00	7.4528e-03	3.7215e-08	3.6936e-14	6.8559e-20	2.3535e-27	4.8252e-37
734000	3496000	0	66692.6	3.5466e+00	2.072	2.0524e-06	9.6530e-04	2.6025e-01	3.2771e+00	8.2543e-03	4.3291e-08	3.9966e-14	6.6590e-20	1.9151e-27	2.9998e-37
735000	3496000	0	67535.0	3.5587e+00	2.073	2.0326e-06	9.3020e-04	2.6560e-01	3.2831e+00	9.0856e-03	4.9996e-08	4.2912e-14	6.4167e-20	1.5458e-27	1.8497e-37
736000	3496000	0	68381.7	3.5347e+00	2.075	2.0117e-06	8.9725e-04	2.7221e-01	3.2517e+00	9.9389e-03	5.7323e-08	4.5722e-14	6.1345e-20	1.2377e-27	1.1312e-37
737000	3496000	0	69232.4	3.4785e+00	2.078	1.9897e-06	8.6636e-04	2.7954e-01	3.1873e+00	1.0805e-02	6.5249e-08	4.8342e-14	5.8184e-20	9.8299e-28	6.8617e-38
738000	3496000	0	70087.1	3.3951e+00	2.082	1.9668e-06	8.3743e-04	2.8711e-01	3.0954e+00	1.1674e-02	7.3735e-08	5.0719e-14	5.4751e-20	7.7443e-28	4.1281e-38
739000	3496000	0	70945.6	3.2897e+00	2.086	1.9430e-06	8.1036e-04	2.9456e-01	2.9818e+00	1.2535e-02	8.2723e-08	5.2805e-14	5.1113e-20	6.0520e-28	2.4631e-38
740000	3496000	0	71807.7	3.1676e+00	2.091	1.9183e-06	7.8506e-04	3.0161e-01	2.8518e+00	1.3377e-02	9.2137e-08	5.4554e-14	4.7340e-20	4.6914e-28	1.4577e-38
674000	3495000	385	37373.7	3.0611e-05	3.987	7.4683e-07	2.8734e-05	1.1300e-06	1.7324e-27	4.8283e-24	9.1248e-25	2.9325e-27	5.2925e-30	3.0991e-33	5.5150e-37
675000	3495000	382	37280.9	4.0206e-05	3.977	8.1429e-07	3.7664e-05	1.7274e-06	3.2135e-26	4.6933e-23	6.4700e-24	1.5017e-26	2.3146e-29	1.1956e-32	1.9228e-36
676000	3495000	326	37214.8	6.3293e-05	3.958	8.6395e-07	5.8884e-05	3.5451e-06	6.7646e-25	5.0014e-22	4.8491e-23	7.8427e-26	1.0066e-28	4.4812e-32	6.3833e-36
677000	3495000	258	37175.5	1.0568e-04	3.914	8.9475e-07	9.4772e-05	1.0009e-05	1.3805e-23	5.1595e-21	3.4357e-22	3.8278e-25	4.0639e-28	1.5483e-31	1.9394e-35
678000	3495000	243	37163.0	1.4172e-04	3.895	9.4422e-07	1.2492e-04	1.5854e-05	2.0889e-22	4.2149e-20	1.9245e-21	1.5150e-24	1.3608e-27	4.5206e-31	5.0491e-35
679000	3495000	296	37177.5	1.5678e-04	3.892	1.0435e-06	1.3778e-04	1.7956e-05	2.1987e-21	2.6233e-19	8.2155e-21	4.7222e-24	3.6924e-27	1.0956e-30	1.1110e-34
680000	3495000	293	37218.8	1.9930e-04	3.876	1.1109e-06	1.7244e-04	2.5746e-05	2.7294e-20	1.8257e-18	3.7498e-20	1.5228e-23	1.0105e-26	2.6121e-30	2.3498e-34
681000	3495000	248	37286.9	2.7913e-04	3.849	1.1344e-06	2.3465e-04	4.3346e-05	3.8469e-19	1.3494e-17	1.7506e-19	4.9154e-23	2.7199e-26	6.0129e-30	4.7110e-34
682000	3495000	228	37381.6	3.8659e-04	3.805	1.1757e-06	3.0874e-04	7.6669e-05	4.6907e-18	8.7115e-17	7.0236e-19	1.3828e-22	6.4531e-26	1.2281e-29	8.3948e-34
683000	3495000	245	37502.8	4.4465e-04	3.806	1.2639e-06	3.5584e-04	8.7552e-05	4.5232e-17	4.7755e-16	2.3588e-18	3.3243e-22	1.3300e-25	2.2021e-29	1.3185e-33
684000	3495000	179	37650.2	7.1686e-04	3.689	1.2448e-06	4.9125e-04	2.2436e-04	6.7257e-16	3.1000e-15	8.9724e-18	8.7553e-22	2.9122e-25	4.0584e-29	2.0587e-33
685000	3495000	173	37823.4	8.9272e-04	3.662	1.2985e-06	5.8859e-04	3.0284e-04	6.6084e-15	1.6012e-14	2.7071e-17	1.8975e-21	5.3945e-25	6.4453e-29	2.7925e-33
686000	3495000	141	38022.1	1.2245e-03	3.617	1.3239e-06	7.5322e-04	4.6998e-04	7.0283e-14	8.2955e-14	7.9960e-17	4.0303e-21	9.7506e-25	9.8733e-29	3.5875e-33
687000	3495000	109	38246.0	1.6801e-03	3.546	1.3411e-06	9.1398e-04	7.6478e-04	6.7831e-13	4.0378e-13	2.1933e-16	8.0731e-21	1.6715e-24	1.4293e-28	4.2987e-33
688000	3495000	115	38494.5	1.9855e-03	3.525	1.4014e-06	1.0400e-03	9.4404e-04	4.5933e-12	1.6755e-12	5.1326e-16	1.4298e-20	2.5866e-24	1.8847e-28	4.6724e-33
689000	3495000	132	38767.3	2.2673e-03	3.517	1.4784e-06	1.1686e-03	1.0973e-03	2.6495e-11	6.3748e-12	1.0971e-15	2.3782e-20	3.8010e-24	2.3602e-28	4.7640e-33
690000	3495000	121	39063.8	2.8045e-03	3.473	1.5174e-06	1.3247e-03	1.4783e-03	1.6103e-10	2.4262e-11	2.3352e-15	4.0026e-20	5.6399e-24	2.9524e-28	4.7500e-33
691000	3495000	178	39383.4	2.7895e-03	3.497	1.6738e-06	1.3843e-03	1.4035e-03	6.2392e-10	7.4342e-11	4.0532e-15	5.8202e-20	7.4502e-24	3.3478e-28	4.3061e-33
692000	3495000	171	39725.6	3.4380e-03	3.463	1.7219e-06	1.5886e-03	1.8476e-03	3.0743e-09	2.4725e-10	7.6713e-15	9.2594e-20	1.0588e-23	4.0017e-28	4.0094e-33
693000	3495000	125	40089.9	4.6522e-03	3.387	1.6875e-06	1.7974e-03	2.8532e-03	1.6274e-08	8.3762e-10	1.5064e-14	1.5464e-19	1.5656e-23	4.9178e-28	3.7753e-33
694000	3495000	118	40475.6	5.5784e-03	3.350	1.7270e-06	1.9468e-03	3.6298e-03	6.5091e-08	2.4421e-09	2.6189e-14	2.3845e-19	2.1712e-23	5.7308e-28	3.3840e-33
695000	3495000	160	40882.1	6.0878e-03	3.353	1.8777e-06	2.1439e-03	3.9418e-03	1.9681e-07	6.0346e-09	3.9836e-14	3.3556e-19	2.7966e-23	6.2854e-28	2.8769e-33
696000	3495000	151	41308.9	7.4745e-03	3.308	1.9097e-06	2.2971e-03	5.1748e-03	6.7529e-07	1.5618e-08	6.5946e-14	5.1022e-19	3.8284e-23	7.2205e-28	2.5288e-33
697000	3495000	181	41755.2	8.4577e-03	3.290	2.0521e-06	2.4483e-03	6.0055e-03	1.8590e-06	3.4988e-08	9.8565e-14	7.2058e-19	4.9325e-23	7.8921e-28	2.1317e-33
698000	3495000	174	42220.5	1.0743e-02	3.242	2.0873e-06	2.5989e-03	8.1365e-03	5.4323e-06	7.9738e-08	1.5709e-13	1.0741e-18	6.6263e-23	8.9013e-28	1.8388e-33
699000	3495000	138	42704.1	1.4232e-02	3.185	2.0342e-06	2.6389e-03	1.1575e-02	1.5995e-05	1.8095e-07	2.6167e-13	1.6598e-18	9.1482e-23	1.0243e-27	1.6090e-33
700000	3495000	173	43205.5	1.7336e-02	3.160	2.1959e-06	2.8025e-03	1.4495e-02	3.5859e-05	3.3700e-07	3.7502e-13	2.2778e-18	1.1462e-22	1.0894e-27	1.3203e-33
701000	3495000	232	43724.0	2.0288e-02	3.136	2.4970e-06	2.8322e-03	1.7382e-02	7.1299e-05	5.6132e-07	5.0519e-13	2.9755e-18	1.3780e-22	1.1194e-27	1.0522e-33
702000	3495000	205	44259.1	2.7329e-02	3.096	2.4231e-06	2.7865e-03	2.4369e-02	1.7063e-04	1.0702e-06	8.1321e-13	4.4593e-18	1.8469e-22	1.2518e-27	8.9563e-34
703000	3495000	122	44810.0	3.9148e-02	3.061	2.1719e-06	2.8288e-03	3.5888e-02	4.2678e-04	2.1343e-06	1.4254e-12	7.1403e-18	2.6074e-22	1.4567e-27	7.8581e-34
704000	3495000	246	45376.4	4.5009e-02	3.052	2.7469e-06	2.9661e-03	4.1395e-02	6.4246e-04	2.6895e-06	1.6649e-12	8.2861e-18	2.8347e-22	1.3744e-27	5.8207e-34
705000	3495000	217	45957.5	5.8691e-02	3.026	2.6333e-06	2.8661e-03	5.4509e-02	1.3094e-03	4.4858e-06	2.6307e-12	1.2170e-17	3.7198e-22	1.5038e-27	4.8461e-34
706000	3495000	185	46552.8	7.4809e-02	3.004	2.5252e-06	2.8554e-03	6.9417e-02	2.5261e-03	7.1852e-06	4.1156e-12	1.7707e-17	4.8372e-22	1.6310e-27	3.9999e-34
707000	3495000	264	47161.8	8.8747e-02	2.990	2.9980e-06	2.9323e-03	8.2032e-02	3.7713e-03	8.7482e-06	5.1215e-12	2.1472e-17	5.4210e-22	1.5682e-27	2.9926e-34
708000	3495000	187	47784.0	1.1205e-01	2.959	2.6083e-06	2.7678e-03	1.0197e-01	7.2914e-03	1.4607e-05	8.6604e-12	3.3080e-17	7.3584e-22	1.7542e-27	2.5243e-34
709000	3495000	146	48418.8	1.3673e-01	2.929	2.4748e-06	2.7250e-03	1.2157e-01	1.2413e-02	2.1575e-05	1.3301e-11	4.7189e-17	9.3732e-22	1.8623e-27	2.0384e-34
710000	3495000	140	49065.9	1.6341e-01	2.897	2.4794e-06	2.6573e-03	1.4127e-01	1.9453e-02	2.9392e-05	1.9139e-11	6.3789e-17	1.1411e-21	1.9035e-27	1.5941e-34
711000	3495000	275	49724.6	1.8637e-01	2.883	3.2067e-06	2.6456e-03	1.5920e-01	2.4488e-02	2.9923e-05	2.1285e-11	7.0112e-17	1.1727e-21	1.6954e-27	1.1139e-34
712000	3495000	279	50394.5	2.2027e-01	2.847	3.2509e-06	2.5621e-03	1.8138e-01	3.6292e-02	3.9155e-05	2.9818e-11	9.2384e-17	1.3936e-21	1.6938e-27	8.5236e-35
713000	3495000	149	51075.2	2.6421e-01	2.776	2.5811e-06	2.4321e-03	2.0021e-01	6.1499e-02	6.5488e-05	5.2248e-11	1.4523e-16	1.9086e-21	1.8934e-27	7.1313e-35
714000	3495000	177	51766.3	3.0567e-01	2.731	2.7112e-06	2.3598e-03	2.1895e-01	8.4277e-02	8.0747e-05	6.9394e-11	1.8268e-16	2.1772e-21	1.8244e-27	5.2830e-35
715000	3495000	158	52467.4	3.5813e-01	2.676	2.6467e-06	2.2674e-03	2.3757e-01	1.1819e-01	1.0642e-04	9.8042e-11	2.4108e-16	2.5785e-21	1.8089e-27	3.9991e-35
716000	3495000	398	53178.0	4.0302e-01	2.698	4.1764e-06	2.2550e-03	2.7677e-01	1.2390e-01	8.5000e-05	8.7961e-11	2.2102e-16	2.2666e-21	1.4081e-27	2.4838e-35
717000	3495000	339	53897.8	4.7416e-01	2.627	3.6743e-06	2.1602e-03	2.9293e-01	1.7894e-01	1.2252e-04	1.3383e-10	3.0783e-16	2.7947e-21	1.4370e-27	1.9181e-35
718000	3495000	157	54626.5	5.6686e-01	2.511	2.6609e-06	2.0114e-03	2.8585e-01	2.7878e-01	2.1476e-04	2.4409e-10	4.9553e-16	3.8732e-21	1.6096e-27	1.5956e-35
719000	3495000	67	55363.6	6.6630e-01	2.437	2.3792e-06	1.9039e-03	2.8763e-01	3.7646e-01	2.9792e-04	3.6212e-10	6.7644e-16	4.6884e-21	1.6141e-27	1.2117e-35
720000	3495000	75	56108.8	7.7735e-01	2.390	2.4002e-06	1.8285e-03	2.9978e-01	4.7537e-01	3.6581e-04	4.7552e-10	8.3367e-16	5.2094e-21	1.5076e-27	8.6688e-36
721000	3495000	24	56861.9	8.9981e-01	2.333	2.2869e-06	1.7430e-03	2.9643e-01	6.0117e-01	4.6691e-04	6.5120e-10	1.0631e-15	5.9456e-21	1.4370e-27	6.2968e-36
722000	3495000	26	57622.4	1.0411e+00	2.291	2.2915e-06	1.6723e-03	3.0051e-01	7.3837e-01	5.6806e-04	8.4593e-10	1.2942e-15	6.5202e-21	1.3237e-27	4.4403e-36
723000	3495000	18	58390.2	1.1992e+00	2.253	2.2729e-06	1.6033e-03	3.0056e-01	8.9636e-01	6.9205e-04	1.1001e-09	1.5748e-15	7.1364e-21	1.2155e-27	3.1183e-36
724000	3495000	10	59165.0	1.3732e+00	2.219	2.2513e-06	1.5375e-03	2.9804e-01	1.0727e+00	8.3820e-04	1.4210e-09	1.9024e-15	7.7524e-21	1.1075e-27	2.1728e-36
725000	3495000	7	59946.4	1.5604e+00	2.190	2.2412e-06	1.4750e-03	2.9422e-01	1.2637e+00	1.0041e-03	1.8126e-09	2.2700e-15	8.3234e-21	9.9793e-28	1.4977e-36
726000	3495000	56	60734.2	1.7572e+00	2.171	2.3266e-06	1.4120e-03	2.9848e-01	1.4561e+00	1.1572e-03	2.2114e-09	2.6027e-15	8.6301e-21	8.7236e-28	1.0053e-36
727000	3495000	118	61528.2	1.9926e+00	2.173	2.4502e-06	1.3470e-03	3.4273e-01	1.6472e+00	1.3055e-03	2.6384e-09	2.9244e-15	8.7853e-21	7.4997e-28	6.6448e-37
728000	3495000	0	62328.1	2.1702e+00	2.127	2.2017e-06	1.3048e-03	2.7573e-01	1.8915e+00	1.6626e-03	3.6004e-09	3.6813e-15	9.8220e-21	6.9548e-28	4.6706e-37
729000	3495000	0	63133.7	2.3722e+00	2.114	2.1898e-06	1.2534e-03	2.6994e-01	2.0991e+00	1.9397e-03	4.4527e-09	4.2524e-15	1.0203e-20	6.0611e-28	3.1131e-37
730000	3495000	0	63944.8	2.5632e+00	2.104	2.1763e-06	1.2047e-03	2.6548e-01	2.2943e+00	2.2490e-03	5.4671e-09	4.8743e-15	1.0515e-20	5.2397e-28	2.0581e-37
731000	3495000	0	64761.2	2.7366e+00	2.096	2.1613e-06	1.1586e-03	2.6297e-01	2.4699e+00	2.5916e-03	6.6641e-09	5.5443e-15	1.0752e-20	4.4932e-28	1.3495e-37
732000	3495000	0	65582.7	2.8863e+00	2.091	2.1449e-06	1.1150e-03	2.6276e-01	2.6195e+00	2.9680e-03	8.0646e-09	6.2580e-15	1.0907e-20	3.8221e-28	8.7765e-38
733000	3495000	0	66409.0	3.0072e+00	2.088	2.1272e-06	1.0738e-03	2.6492e-01	2.7379e+00	3.3781e-03	9.6889e-09	7.0092e-15	1.0977e-20	3.2251e-28	5.6612e-38
734000	3495000	0	67240.1	3.0961e+00	2.086	2.1082e-06	1.0350e-03	2.6922e-01	2.8220e+00	3.8212e-03	1.1556e-08	7.7903e-15	1.0960e-20	2.6994e-28	3.6219e-38
735000	3495000	0	68075.8	3.1513e+00	2.087	2.0880e-06	9.9836e-04	2.7525e-01	2.8707e+00	4.2957e-03	1.3684e-08	8.5919e-15	1.0857e-20	2.2412e-28	2.2982e-38
736000	3495000	0	68915.8	3.1735e+00	2.088	2.0667e-06	9.6393e-04	2.8248e-01	2.8853e+00	4.7993e-03	1.6087e-08	9.4033e-15	1.0670e-20	1.8458e-28	1.4464e-38
737000	3495000	0	69760.0	3.1651e+00	2.091	2.0443e-06	9.3157e-04	2.9040e-01	2.8684e+00	5.3289e-03	1.8775e-08	1.0212e-14	1.0404e-20	1.5080e-28	9.0283e-39
738000	3495000	0	70608.3	3.1295e+00	2.094	2.0209e-06	9.0118e-04	2.9853e-01	2.8242e+00	5.8804e-03	2.1754e-08	1.1005e-14	1.0064e-20	1.2220e-28	5.5893e-39
739000	3495000	0	71460.5	3.0710e+00	2.098	1.9966e-06	8.7269e-04	3.0652e-01	2.7572e+00	6.4489e-03	2.5024e-08	1.1769e-14	9.6583e-21	9.8228e-29	3.4320e-39
740000	3495000	0	72316.5	2.9940e+00	2.103	1.9714e-06	8.4601e-04	3.1412e-01	2.6720e+00	7.0287e-03	2.8578e-08	1.2489e-14	9.1958e-21	7.8322e-29	2.0900e-39
674000	3494000	388	38368.2	2.9867e-05	3.987	7.7076e-07	2.7938e-05	1.1583e-06	3.4037e-28	5.1484e-25	6.3984e-26	1.3198e-28	1.9118e-31	9.4568e-35	1.4788e-38
675000	3494000	352	38277.9	4.3235e-05	3.972	8.3452e-07	4.0349e-05	2.0524e-06	7.1698e-27	5.7443e-24	5.0498e-25	7.3332e-28	8.9254e-31	3.8386e-34	5.3596e-38
676000	3494000	325	38213.5	6.2503e-05	3.954	8.9045e-07	5.7860e-05	3.7521e-06	1.3287e-25	5.7798e-23	3.5401e-24	3.6222e-27	3.7158e-30	1.3920e-33	1.7361e-37
677000	3494000	336	38175.1	7.5913e-05	3.948	9.6619e-07	7.0043e-05	4.9038e-06	1.9327e-24	4.7863e-22	2.0292e-23	1.4901e-26	1.3102e-29	4.3349e-33	4.8782e-37
678000	3494000	272	38163.0	1.2666e-04	3.897	9.9200e-07	1.1168e-04	1.3990e-05	3.5293e-23	4.7602e-21	1.3255e-22	6.6544e-26	4.8337e-29	1.3650e-32	1.3452e-36
679000	3494000	245	38177.1	1.7341e-04	3.874	1.0358e-06	1.4957e-04	2.2805e-05	5.1156e-22	3.9221e-20	7.1058e-22	2.4879e-25	1.5185e-28	3.7092e-32	3.2296e-36
680000	3494000	217	38217.3	2.5335e-04	3.819	1.0719e-06	2.0542e-04	4.6854e-05	6.9565e-21	3.0418e-19	3.4984e-21	8.5292e-25	4.3711e-28	9.2071e-32	7.0466e-36
681000	3494000	239	38283.7	2.8304e-04	3.833	1.1583e-06	2.3338e-04	4.8506e-05	7.1526e-20	1.8965e-18	1.3739e-20	2.3972e-24	1.0552e-27	1.9502e-31	1.3268e-35
682000	3494000	267	38375.9	3.1928e-04	3.830	1.2622e-06	2.6253e-04	5.5485e-05	6.7016e-19	1.0958e-17	4.8809e-20	6.1214e-24	2.3216e-27	3.7620e-31	2.2643e-35
683000	3494000	233	38494.0	4.5910e-04	3.779	1.2840e-06	3.5518e-04	1.0264e-04	8.0028e-18	7.2199e-17	1.8953e-19	1.6586e-23	5.2802e-27	7.2940e-31	3.7760e-35
684000	3494000	169	38637.5	7.1398e-04	3.677	1.2729e-06	4.8050e-04	2.3221e-04	1.1134e-16	4.8443e-16	7.2678e-19	4.4069e-23	1.1677e-26	1.3572e-30	5.9403e-35
685000	3494000	140	38806.4	9.7270e-04	3.633	1.3035e-06	6.1286e-04	3.5854e-04	1.2417e-15	2.7467e-15	2.3378e-18	1.0100e-22	2.2709e-26	2.2440e-30	8.3122e-35
686000	3494000	196	39000.1	1.0289e-03	3.629	1.4248e-06	6.4434e-04	3.8313e-04	7.6280e-15	1.1622e-14	5.6799e-18	1.8420e-22	3.6488e-26	3.1441e-30	9.9736e-35
687000	3494000	155	39218.4	1.3820e-03	3.588	1.4359e-06	8.0955e-04	5.7103e-04	7.8719e-14	6.0022e-14	1.6147e-17	3.8221e-22	6.4672e-26	4.6862e-30	1.2224e-34
688000	3494000	145	39460.8	1.7443e-03	3.550	1.4818e-06	9.5593e-04	7.8690e-04	6.0897e-13	2.6687e-13	3.9623e-17	7.0932e-22	1.0452e-25	6.4173e-30	1.3687e-34
689000	3494000	108	39726.9	2.3870e-03	3.475	1.4845e-06	1.1310e-03	1.2545e-03	4.9981e-12	1.1902e-12	9.6836e-17	1.3276e-21	1.6992e-25	8.7378e-30	1.4909e-34
690000	3494000	92	40016.3	2.9457e-03	3.434	1.5209e-06	1.2755e-03	1.6687e-03	3.2224e-11	4.6864e-12	2.1038e-16	2.2958e-21	2.5941e-25	1.1234e-29	1.5214e-34
691000	3494000	142	40328.4	3.0822e-03	3.456	1.6539e-06	1.4008e-03	1.6798e-03	1.3336e-10	1.4844e-11	3.7465e-16	3.4489e-21	3.5423e-25	1.3149e-29	1.4180e-34
692000	3494000	108	40662.7	4.0196e-03	3.390	1.6468e-06	1.5632e-03	2.4548e-03	7.7967e-10	5.3764e-11	7.6588e-16	5.9028e-21	5.3739e-25	1.6645e-29	1.3863e-34
693000	3494000	122	41018.6	4.5995e-03	3.375	1.7273e-06	1.7202e-03	2.8776e-03	3.2645e-09	1.6304e-10	1.3448e-15	9.1234e-21	7.5179e-25	1.9703e-29	1.2733e-34
694000	3494000	180	41395.7	4.5988e-03	3.396	1.9209e-06	1.8155e-03	2.7813e-03	1.0339e-08	4.1874e-10	2.0588e-15	1.2875e-20	9.7771e-25	2.1964e-29	1.1080e-34
695000	3494000	231	41793.2	4.7913e-03	3.403	2.1592e-06	1.9245e-03	2.8646e-03	3.1582e-08	1.0191e-09	3.0829e-15	1.8117e-20	1.2678e-24	2.4376e-29	9.5640e-35
696000	3494000	209	42210.8	5.8821e-03	3.349	2.1433e-06	2.0472e-03	3.8326e-03	1.2321e-07	2.7893e-09	5.4153e-15	2.9132e-20	1.8261e-24	2.9335e-29	8.7743e-35
697000	3494000	170	42647.6	8.1121e-03	3.289	2.0762e-06	2.3374e-03	5.7721e-03	4.6645e-07	7.4183e-09	9.6631e-15	4.7695e-20	2.6648e-24	3.5609e-29	8.0874e-35
698000	3494000	163	43103.3	9.9008e-03	3.250	2.1132e-06	2.4738e-03	7.4235e-03	1.4324e-06	1.7183e-08	1.5758e-14	7.2985e-20	3.6786e-24	4.1300e-29	7.1775e-35
699000	3494000	132	43577.2	1.2527e-02	3.203	2.0758e-06	2.5439e-03	9.9770e-03	4.3917e-06	3.9365e-08	2.6684e-14	1.1512e-19	5.1945e-24	4.8686e-29	6.4418e-35
700000	3494000	173	44068.6	1.4390e-02	3.186	2.2606e-06	2.6893e-03	1.1689e-02	1.0117e-05	7.3186e-08	3.8582e-14	1.6034e-19	6.6274e-24	5.2874e-29	5.4087e-35
701000	3494000	160	44577.1	1.8173e-02	3.151	2.2657e-06	2.7588e-03	1.5386e-02	2.5780e-05	1.4435e-07	6.1995e-14	2.4225e-19	9.0110e-24	6.0287e-29	4.7123e-35
702000	3494000	120	45102.0	2.3638e-02	3.114	2.1820e-06	2.7451e-03	2.0825e-02	6.5660e-05	2.8442e-07	1.0398e-13	3.7794e-19	1.2552e-23	6.9955e-29	4.1566e-35
703000	3494000	150	45642.8	2.8481e-02	3.095	2.3286e-06	2.8412e-03	2.5505e-02	1.3276e-04	4.6194e-07	1.5069e-13	5.2464e-19	1.5890e-23	7.5116e-29	3.4415e-35
704000	3494000	179	46198.9	3.4591e-02	3.076	2.4880e-06	2.8657e-03	3.1465e-02	2.5755e-04	7.1735e-07	2.1744e-13	7.2434e-19	1.9995e-23	8.0131e-29	2.8299e-35
705000	3494000	321	46769.8	3.9636e-02	3.065	3.4172e-06	2.9222e-03	3.6349e-02	3.6044e-04	7.9879e-07	2.3985e-13	8.0986e-19	2.1205e-23	7.4492e-29	2.0816e-35
706000	3494000	296	47354.9	5.1675e-02	3.042	3.2745e-06	2.8832e-03	4.8046e-02	7.4063e-04	1.3024e-06	3.8539e-13	1.2108e-18	2.8345e-23	8.3079e-29	1.7673e-35
707000	3494000	382	47953.7	6.0554e-02	3.033	4.0972e-06	3.0830e-03	5.6352e-02	1.1142e-03	1.5295e-06	4.7344e-13	1.4667e-18	3.1947e-23	8.0770e-29	1.3426e-35
708000	3494000	150	48565.8	8.0210e-02	2.995	2.5312e-06	2.7980e-03	7.4229e-02	3.1765e-03	3.8487e-06	1.1607e-12	3.0398e-18	5.5366e-23	1.1040e-28	1.3370e-35
709000	3494000	123	49190.5	9.8550e-02	2.972	2.4570e-06	2.7330e-03	9.0274e-02	5.5349e-03	5.6743e-06	1.7926e-12	4.3854e-18	7.1588e-23	1.1934e-28	1.1019e-35
710000	3494000	238	49827.5	1.1125e-01	2.958	3.0378e-06	2.7674e-03	1.0099e-01	7.4882e-03	6.1508e-06	2.1146e-12	5.1006e-18	7.7639e-23	1.1190e-28	8.0904e-36
711000	3494000	277	50476.3	1.3179e-01	2.936	3.3235e-06	2.7017e-03	1.1797e-01	1.1108e-02	7.6294e-06	2.8401e-12	6.5629e-18	9.1214e-23	1.1166e-28	6.2325e-36
712000	3494000	213	51136.4	1.5968e-01	2.897	2.9373e-06	2.6148e-03	1.3806e-01	1.8991e-02	1.1910e-05	4.6809e-12	9.8992e-18	1.2163e-22	1.2307e-28	5.1923e-36
713000	3494000	77	51807.4	1.8753e-01	2.838	2.4077e-06	2.4443e-03	1.5222e-01	3.2844e-02	1.9932e-05	8.2978e-12	1.5833e-17	1.6994e-22	1.4062e-28	4.4463e-36
714000	3494000	146	52488.9	2.1879e-01	2.807	2.6600e-06	2.4158e-03	1.7169e-01	4.4657e-02	2.3610e-05	1.0664e-11	1.9524e-17	1.9186e-22	1.3520e-28	3.3082e-36
