i	x	y	z	R
1649	14297.2573	-4984.6240	4449.4779	2997.8611
1650	14306.8610	-4987.4113	4449.4779	2997.8611
1651	14316.4647	-4990.1986	4449.4779	2997.8611
1652	14326.0685	-4992.9858	4449.4779	2997.8611
1653	14335.6722	-4995.7731	4449.4779	2997.8611
1654	14345.2759	-4998.5604	4449.4779	2997.8611
1655	14354.8796	-5001.3476	4449.4779	2997.8611
1656	14364.4833	-5004.1349	4449.4779	2997.8611
1657	14374.0870	-5006.9222	4449.4779	2997.8611
1658	14383.6907	-5009.7095	4449.4779	2997.8611
1659	14393.2944	-5012.4967	4449.4779	2997.8611
1660	14402.8981	-5015.2840	4449.4779	2997.8611
1661	14412.5018	-5018.0713	4449.4779	2997.8611
1662	14422.1055	-5020.8586	4449.4779	2997.8611
1663	14431.7092	-5023.6458	4449.4779	2997.8611
1664	14441.3129	-5026.4331	4449.4779	2997.8611
1665	14450.9166	-5029.2204	4449.4779	2997.8611
1666	14460.5203	-5032.0077	4449.4779	2997.8611
1667	14470.1240	-5034.7949	4449.4779	2997.8611
1668	14479.7277	-5037.5822	4449.4779	2997.8611
1669	14489.3314	-5040.3695	4449.4779	2997.8611
1670	14498.9351	-5043.1567	4449.4779	2997.8611
1671	14508.5388	-5045.9440	4449.4779	2997.8611
1672	14518.1425	-5048.7313	4449.4779	2997.8611
1673	14527.7462	-5051.5186	4449.4779	2997.8611
1674	14537.3499	-5054.3058	4449.4779	2997.8611
1675	14546.9536	-5057.0931	4449.4779	2997.8611
1676	14556.5573	-5059.8804	4449.4779	2997.8611
1677	14566.1610	-5062.6677	4449.4779	2997.8611
1678	14575.7647	-5065.4549	4449.4779	2997.8611
1679	14585.3684	-5068.2422	4449.4779	2997.8611
1680	14594.9721	-5071.0295	4449.4779	2997.8611
1681	14604.5758	-5073.8167	4449.4779	2997.8611
1682	14614.1795	-5076.6040	4449.4779	2997.8611
1683	14623.7832	-5079.3913	4449.4779	2997.8611
1684	14633.3869	-5082.1786	4449.4779	2997.8611
1685	14642.9906	-5084.9658	4449.4779	2997.8611
1686	14652.5943	-5087.7531	4449.4779	2997.8611
1687	14662.1981	-5090.5404	4449.4779	2997.8611
1688	14671.8018	-5093.3277	4449.4779	2997.8611
1689	14681.4055	-5096.1149	4449.4779	2997.8611
1690	14691.0092	-5098.9022	4449.4779	2997.8611
1691	14700.6129	-5101.6895	4449.4779	2997.8611
1692	14710.2166	-5104.4767	4449.4779	2997.8611
1693	14719.8203	-5107.2640	4449.4779	2997.8611
1694	14729.4240	-5110.0513	4449.4779	2997.8611
1695	14739.0277	-5112.8386	4449.4779	2997.8611
1696	14748.6314	-5115.6258	4449.4779	2997.8611
1697	14758.2351	-5118.4131	4449.4779	2997.8611
1698	14767.8388	-5121.2004	4449.4779	2997.8611
1699	14777.4425	-5123.9877	4449.4779	2997.8611
1700	14787.0462	-5126.7749	4449.4779	2997.8611
1701	14796.6499	-5129.5622	4449.4779	2997.8611
1702	14806.2536	-5132.3495	4449.4779	2997.8611
1703	14815.8573	-5135.1368	4449.4779	2997.8611
1704	14825.4610	-5137.9240	4449.4779	2997.8611
1705	14835.0647	-5140.7113	4449.4779	2997.8611
1706	14844.6684	-5143.4986	4449.4779	2997.8611
1707	14854.2721	-5146.2858	4449.4779	2997.8611
1708	14863.8758	-5149.0731	4449.4779	2997.8611
1709	14873.4795	-5151.8604	4449.4779	2997.8611
1710	14883.0832	-5154.6477	4449.4779	2997.8611
1711	14892.6869	-5157.4349	4449.4779	2997.8611
1712	14902.2906	-5160.2222	4449.4779	2997.8611
1713	14911.8943	-5163.0095	4449.4779	2997.8611
1714	14921.4980	-5165.7968	4449.4779	2997.8611
1715	14931.1017	-5168.5840	4449.4779	2997.8611
1716	14940.7054	-5171.3713	4449.4779	2997.8611
1717	14950.3091	-5174.1586	4449.4779	2997.8611
1718	14959.9128	-5176.9458	4449.4779	2997.8611
1719	14969.5165	-5179.7331	4449.4779	2997.8611
1720	14979.1202	-5182.5204	4449.4779	2997.8611
1721	14988.7240	-5185.3077	4449.4779	2997.8611
1722	14998.3277	-5188.0949	4449.4779	2997.8611
1723	15007.9314	-5190.8822	4449.4779	2997.8611
1724	15017.5351	-5193.6695	4449.4779	2997.8611
1725	15027.1388	-5196.4568	4449.4779	2997.8611
1726	15036.7425	-5199.2440	4449.4779	2997.8611
1727	15046.3462	-5202.0313	4449.4779	2997.8611
1728	15055.9499	-5204.8186	4449.4779	2997.8611
1729	15065.5536	-5207.6058	4449.4779	2997.8611
1730	15075.1573	-5210.3931	4449.4779	2997.8611
1731	15084.7610	-5213.1804	4449.4779	2997.8611
1732	15094.3647	-5215.9677	4449.4779	2997.8611
1733	15103.9684	-5218.7549	4449.4779	2997.8611
1734	15113.5721	-5221.5422	4449.4779	2997.8611
1735	15123.1758	-5224.3295	4449.4779	2997.8611
1736	15132.7795	-5227.1168	4449.4779	2997.8611
1737	15142.3832	-5229.9040	4449.4779	2997.8611
1738	15151.9869	-5232.6913	4449.4779	2997.8611
1739	15161.5906	-5235.4786	4449.4779	2997.8611
1740	15171.1943	-5238.2658	4449.4779	2997.8611
1741	15180.7980	-5241.0531	4449.4779	2997.8611
1742	15190.4017	-5243.8404	4449.4779	2997.8611
1743	15200.0054	-5246.6277	4449.4779	2997.8611
1744	15209.6091	-5249.4149	4449.4779	2997.8611
1745	15219.2128	-5252.2022	4449.4779	2997.8611
1746	15228.8165	-5254.9895	4449.4779	2997.8611
1747	15238.4202	-5257.7768	4449.4779	2997.8611
1748	15248.0239	-5260.5640	4449.4779	2997.8611
1749	15257.6276	-5263.3513	4449.4779	2997.8611
1750	15267.2313	-5266.1386	4449.4779	2997.8611
1751	15276.8350	-5268.9259	4449.4779	2997.8611
1752	15286.4387	-5271.7131	4449.4779	2997.8611
1753	15296.0424	-5274.5004	4449.4779	2997.8611
1754	15305.6461	-5277.2877	4449.4779	2997.8611
1755	15315.2499	-5280.0749	4449.4779	2997.8611
1756	15324.8536	-5282.8622	4449.4779	2997.8611
1757	15334.4573	-5285.6495	4449.4779	2997.8611
1758	15344.0610	-5288.4368	4449.4779	2997.8611
1759	15353.6647	-5291.2240	4449.4779	2997.8611
1760	15363.2684	-5294.0113	4449.4779	2997.8611
1761	15372.8721	-5296.7986	4449.4779	2997.8611
1762	15382.4758	-5299.5859	4449.4779	2997.8611
1763	15392.0795	-5302.3731	4449.4779	2997.8611
1764	15401.6832	-5305.1604	4449.4779	2997.8611
1765	15411.2869	-5307.9477	4449.4779	2997.8611
1766	15420.8906	-5310.7349	4449.4779	2997.8611
1767	15430.4943	-5313.5222	4449.4779	2997.8611
1768	15440.0980	-5316.3095	4449.4779	2997.8611
1769	15449.7017	-5319.0968	4449.4779	2997.8611
1770	15459.3054	-5321.8840	4449.4779	2997.8611
1771	15468.9091	-5324.6713	4449.4779	2997.8611
1772	15478.5128	-5327.4586	4449.4779	2997.8611
1773	15488.1165	-5330.2459	4449.4779	2997.8611
1774	15497.7202	-5333.0331	4449.4779	2997.8611
1775	15507.3239	-5335.8204	4449.4779	2997.8611
1776	15516.9276	-5338.6077	4449.4779	2997.8611
1777	15526.5313	-5341.3949	4449.4779	2997.8611
1778	15536.1350	-5344.1822	4449.4779	2997.8611
1779	15545.7387	-5346.9695	4449.4779	2997.8611
1780	15555.3424	-5349.7568	4449.4779	2997.8611
1781	15564.9461	-5352.5440	4449.4779	2997.8611
1782	15574.5498	-5355.3313	4449.4779	2997.8611
1783	15584.1535	-5358.1186	4449.4779	2997.8611
1784	15593.7572	-5360.9059	4449.4779	2997.8611
1785	15603.3609	-5363.6931	4449.4779	2997.8611
1786	15612.9646	-5366.4804	4449.4779	2997.8611
1787	15622.5683	-5369.2677	4449.4779	2997.8611
1788	15632.1720	-5372.0550	4449.4779	2997.8611
1789	15641.7757	-5374.8422	4449.4779	2997.8611
1790	15651.3795	-5377.6295	4449.4779	2997.8611
1791	15660.9832	-5380.4168	4449.4779	2997.8611
1792	15670.5869	-5383.2040	4449.4779	2997.8611
1793	15680.1906	-5385.9913	4449.4779	2997.8611
1794	15689.7943	-5388.7786	4449.4779	2997.8611
1795	15699.3980	-5391.5659	4449.4779	2997.8611
1796	15709.0017	-5394.3531	4449.4779	2997.8611
1797	15718.6054	-5397.1404	4449.4779	2997.8611
1798	15728.2091	-5399.9277	4449.4779	2997.8611
1799	15737.8128	-5402.7150	4449.4779	2997.8611
1800	15747.4165	-5405.5022	4449.4779	2997.8611
1801	15757.0202	-5408.2895	4449.4779	2997.8611
1802	15766.6239	-5411.0768	4449.4779	2997.8611
1803	15776.2276	-5413.8640	4449.4779	2997.8611
1804	15785.8313	-5416.6513	4449.4779	2997.8611
1805	15795.4350	-5419.4386	4449.4779	2997.8611
1806	15805.0387	-5422.2259	4449.4779	2997.8611
1807	15814.6424	-5425.0131	4449.4779	2997.8611
1808	15824.2461	-5427.8004	4449.4779	2997.8611
1809	15833.8498	-5430.5877	4449.4779	2997.8611
1810	15843.4535	-5433.3750	4449.4779	2997.8611
1811	15853.0572	-5436.1622	4449.4779	2997.8611
1812	15862.6609	-5438.9495	4449.4779	2997.8611
1813	15872.2646	-5441.7368	4449.4779	2997.8611
1814	15881.8683	-5444.5240	4449.4779	2997.8611
1815	15891.4720	-5447.3113	4449.4779	2997.8611
1816	15901.0757	-5450.0986	4449.4779	2997.8611
1817	15910.6794	-5452.8859	4449.4779	2997.8611
1818	15920.2831	-5455.6731	4449.4779	2997.8611
1819	15929.8868	-5458.4604	4449.4779	2997.8611
1820	15939.4905	-5461.2477	4449.4779	2997.8611
1821	15949.0942	-5464.0350	4449.4779	2997.8611
1822	15958.6979	-5466.8222	4449.4779	2997.8611
1823	15968.3016	-5469.6095	4449.4779	2997.8611
1824	15977.9054	-5472.3968	4449.4779	2997.8611
1825	15987.5091	-5475.1840	4449.4779	2997.8611
1826	15997.1128	-5477.9713	4449.4779	2997.8611
1827	16006.7165	-5480.7586	4449.4779	2997.8611
1828	16016.3202	-5483.5459	4449.4779	2997.8611
1829	16025.9239	-5486.3331	4449.4779	2997.8611
1830	16035.5276	-5489.1204	4449.4779	2997.8611
1831	16045.1313	-5491.9077	4449.4779	2997.8611
1832	16054.7350	-5494.6950	4449.4779	2997.8611
1833	16064.3387	-5497.4822	4449.4779	2997.8611
1834	16073.9424	-5500.2695	4449.4779	2997.8611
1835	16083.5461	-5503.0568	4449.4779	2997.8611
1836	16093.1498	-5505.8441	4449.4779	2997.8611
1837	16102.7535	-5508.6313	4449.4779	2997.8611
1838	16112.3572	-5511.4186	4449.4779	2997.8611
1839	16121.9609	-5514.2059	4449.4779	2997.8611
1840	16131.5646	-5516.9931	4449.4779	2997.8611
1841	16141.1683	-5519.7804	4449.4779	2997.8611
1842	16150.7720	-5522.5677	4449.4779	2997.8611
1843	16160.3757	-5525.3550	4449.4779	2997.8611
1844	16169.9794	-5528.1422	4449.4779	2997.8611
1845	16179.5831	-5530.9295	4449.4779	2997.8611
1846	16189.1868	-5533.7168	4449.4779	2997.8611
1847	16198.7905	-5536.5041	4449.4779	2997.8611
1848	16208.3942	-5539.2913	4449.4779	2997.8611
1849	16217.9979	-5542.0786	4449.4779	2997.8611
1850	16227.6016	-5544.8659	4449.4779	2997.8611
1851	16237.2053	-5547.6531	4449.4779	2997.8611
1852	16246.8090	-5550.4404	4449.4779	2997.8611
1853	16256.4127	-5553.2277	4449.4779	2997.8611
1854	16266.0164	-5556.0150	4449.4779	2997.8611
1855	16275.6201	-5558.8022	4449.4779	2997.8611
1856	16285.2238	-5561.5895	4449.4779	2997.8611
1857	16294.8275	-5564.3768	4449.4779	2997.8611
1858	16304.4312	-5567.1641	4449.4779	2997.8611
1859	16314.0350	-5569.9513	4449.4779	2997.8611
1860	16323.6387	-5572.7386	4449.4779	2997.8611
1861	16333.2424	-5575.5259	4449.4779	2997.8611
1862	16342.8461	-5578.3131	4449.4779	2997.8611
1863	16352.4498	-5581.1004	4449.4779	2997.8611
1864	16362.0535	-5583.8877	4449.4779	2997.8611
1865	16371.6572	-5586.6750	4449.4779	2997.8611
1866	16381.2609	-5589.4622	4449.4779	2997.8611
1867	16390.8646	-5592.2495	4449.4779	2997.8611
1868	16400.4683	-5595.0368	4449.4779	2997.8611
1869	16410.0720	-5597.8241	4449.4779	2997.8611
1870	16419.6757	-5600.6113	4449.4779	2997.8611
1871	16429.2794	-5603.3986	4449.4779	2997.8611
1872	16438.8831	-5606.1859	4449.4779	2997.8611
1873	16448.4868	-5608.9732	4449.4779	2997.8611
1874	16458.0905	-5611.7604	4449.4779	2997.8611
1875	16467.6942	-5614.5477	4449.4779	2997.8611
1876	16477.2979	-5617.3350	4449.4779	2997.8611
1877	16486.9016	-5620.1222	4449.4779	2997.8611
1878	16496.5053	-5622.9095	4449.4779	2997.8611
1879	16506.1090	-5625.6968	4449.4779	2997.8611
1880	16515.7127	-5628.4841	4449.4779	2997.8611
1881	16525.3164	-5631.2713	4449.4779	2997.8611
1882	16534.9201	-5634.0586	4449.4779	2997.8611
1883	16544.5238	-5636.8459	4449.4779	2997.8611
1884	16554.1275	-5639.6332	4449.4779	2997.8611
1885	16563.7312	-5642.4204	4449.4779	2997.8611
1886	16573.3349	-5645.2077	4449.4779	2997.8611
1887	16582.9386	-5647.9950	4449.4779	2997.8611
1888	16592.5423	-5650.7822	4449.4779	2997.8611
1889	16602.1460	-5653.5695	4449.4779	2997.8611
1890	16611.7497	-5656.3568	4449.4779	2997.8611
1891	16621.3534	-5659.1441	4449.4779	2997.8611
1892	16630.9571	-5661.9313	4449.4779	2997.8611
1893	16640.5609	-5664.7186	4449.4779	2997.8611
1894	16650.1646	-5667.5059	4449.4779	2997.8611
1895	16659.7683	-5670.2932	4449.4779	2997.8611
1896	16669.3720	-5673.0804	4449.4779	2997.8611
1897	16678.9757	-5675.8677	4449.4779	2997.8611
1898	16688.5794	-5678.6550	4449.4779	2997.8611
1899	16698.1831	-5681.4422	4449.4779	2997.8611
1900	16707.7868	-5684.2295	4449.4779	2997.8611
1901	16717.3905	-5687.0168	4449.4779	2997.8611
1902	16726.9942	-5689.8041	4449.4779	2997.8611
1903	16736.5979	-5692.5913	4449.4779	2997.8611
1904	16746.2016	-5695.3786	4449.4779	2997.8611
1905	16755.8053	-5698.1659	4449.4779	2997.8611
1906	16765.4090	-5700.9532	4449.4779	2997.8611
1907	16775.0127	-5703.7404	4449.4779	2997.8611
1908	16784.6164	-5706.5277	4449.4779	2997.8611
1909	16794.2201	-5709.3150	4449.4779	2997.8611
1910	16803.8238	-5712.1022	4449.4779	2997.8611
1911	16813.4275	-5714.8895	4449.4779	2997.8611
1912	16823.0312	-5717.6768	4449.4779	2997.8611
1913	16832.6349	-5720.4641	4449.4779	2997.8611
1914	16842.2386	-5723.2513	4449.4779	2997.8611
1915	16851.8423	-5726.0386	4449.4779	2997.8611
1916	16861.4460	-5728.8259	4449.4779	2997.8611
1917	16871.0497	-5731.6132	4449.4779	2997.8611
1918	16880.6534	-5734.4004	4449.4779	2997.8611
1919	16890.2571	-5737.1877	4449.4779	2997.8611
1920	16899.8608	-5739.9750	4449.4779	2997.8611
1921	16909.4645	-5742.7623	4449.4779	2997.8611
1922	16919.0682	-5745.5495	4449.4779	2997.8611
1923	16928.6719	-5748.3368	4449.4779	2997.8611
1924	16938.2756	-5751.1241	4449.4779	2997.8611
1925	16947.8793	-5753.9113	4449.4779	2997.8611
1926	16957.4830	-5756.6986	4449.4779	2997.8611
1927	16967.0868	-5759.4859	4449.4779	2997.8611
1928	16976.6905	-5762.2732	4449.4779	2997.8611
1929	16986.2942	-5765.0604	4449.4779	2997.8611
1930	16995.8979	-5767.8477	4449.4779	2997.8611
1931	17005.5016	-5770.6350	4449.4779	2997.8611
1932	17015.1053	-5773.4223	4449.4779	2997.8611
1933	17024.7090	-5776.2095	4449.4779	2997.8611
1934	17034.3127	-5778.9968	4449.4779	2997.8611
1935	17043.9164	-5781.7841	4449.4779	2997.8611
1936	17053.5201	-5784.5713	4449.4779	2997.8611
1937	17063.1238	-5787.3586	4449.4779	2997.8611
1938	17072.7275	-5790.1459	4449.4779	2997.8611
1939	17082.3312	-5792.9332	4449.4779	2997.8611
1940	17091.9349	-5795.7204	4449.4779	2997.8611
1941	17101.5386	-5798.5077	4449.4779	2997.8611
1942	17111.1423	-5801.2950	4449.4779	2997.8611
1943	17120.7460	-5804.0823	4449.4779	2997.8611
1944	17130.3497	-5806.8695	4449.4779	2997.8611
1945	17139.9534	-5809.6568	4449.4779	2997.8611
1946	17149.5571	-5812.4441	4449.4779	2997.8611
1947	17159.1608	-5815.2313	4449.4779	2997.8611
1948	17168.7645	-5818.0186	4449.4779	2997.8611
1949	17178.3682	-5820.8059	4449.4779	2997.8611
1950	17187.9719	-5823.5932	4449.4779	2997.8611
1951	17197.5756	-5826.3804	4449.4779	2997.8611
1952	17207.1793	-5829.1677	4449.4779	2997.8611
1953	17216.7830	-5831.9550	4449.4779	2997.8611
1954	17226.3867	-5834.7423	4449.4779	2997.8611
1955	17235.9904	-5837.5295	4449.4779	2997.8611
1956	17245.5941	-5840.3168	4449.4779	2997.8611
1957	17255.1978	-5843.1041	4449.4779	2997.8611
1958	17264.8015	-5845.8914	4449.4779	2997.8611
1959	17274.4052	-5848.6786	4449.4779	2997.8611
1960	17284.0089	-5851.4659	4449.4779	2997.8611
1961	17293.6126	-5854.2532	4449.4779	2997.8611
1962	17303.2164	-5857.0404	4449.4779	2997.8611
1963	17312.8201	-5859.8277	4449.4779	2997.8611
1964	17322.4238	-5862.6150	4449.4779	2997.8611
1965	17332.0275	-5865.4023	4449.4779	2997.8611
1966	17341.6312	-5868.1895	4449.4779	2997.8611
1967	17351.2349	-5870.9768	4449.4779	2997.8611
1968	17360.8386	-5873.7641	4449.4779	2997.8611
1969	17370.4423	-5876.5514	4449.4779	2997.8611
1970	17380.0460	-5879.3386	4449.4779	2997.8611
1971	17389.6497	-5882.1259	4449.4779	2997.8611
1972	17399.2534	-5884.9132	4449.4779	2997.8611
1973	17408.8571	-5887.7004	4449.4779	2997.8611
1974	17418.4608	-5890.4877	4449.4779	2997.8611
1975	17428.0645	-5893.2750	4449.4779	2997.8611
1976	17437.6682	-5896.0623	4449.4779	2997.8611
1977	17447.2719	-5898.8495	4449.4779	2997.8611
1978	17456.8756	-5901.6368	4449.4779	2997.8611
1979	17466.4793	-5904.4241	4449.4779	2997.8611
1980	17476.0830	-5907.2114	4449.4779	2997.8611
1981	17485.6867	-5909.9986	4449.4779	2997.8611
1982	17495.2904	-5912.7859	4449.4779	2997.8611
1983	17504.8941	-5915.5732	4449.4779	2997.8611
1984	17514.4978	-5918.3604	4449.4779	2997.8611
1985	17524.1015	-5921.1477	4449.4779	2997.8611
1986	17533.7052	-5923.9350	4449.4779	2997.8611
1987	17543.3089	-5926.7223	4449.4779	2997.8611
1988	17552.9126	-5929.5095	4449.4779	2997.8611
1989	17562.5163	-5932.2968	4449.4779	2997.8611
1990	17572.1200	-5935.0841	4449.4779	2997.8611
1991	17581.7237	-5937.8714	4449.4779	2997.8611
1992	17591.3274	-5940.6586	4449.4779	2997.8611
1993	17600.9311	-5943.4459	4449.4779	2997.8611
1994	17610.5348	-5946.2332	4449.4779	2997.8611
1995	17620.1385	-5949.0205	4449.4779	2997.8611
1996	17629.7423	-5951.8077	4449.4779	2997.8611
1997	17639.3460	-5954.5950	4449.4779	2997.8611
1998	17648.9497	-5957.3823	4449.4779	2997.8611
1999	17658.5534	-5960.1695	4449.4779	2997.8611
2000	17668.1571	-5962.9568	4449.4779	2997.8611
2001	17677.7608	-5965.7441	4449.4779	2997.8611
2002	17687.3645	-5968.5314	4449.4779	2997.8611
2003	17696.9682	-5971.3186	4449.4779	2997.8611
2004	17706.5719	-5974.1059	4449.4779	2997.8611
2005	17716.1756	-5976.8932	4449.4779	2997.8611
2006	17725.7793	-5979.6805	4449.4779	2997.8611
2007	17735.3830	-5982.4677	4449.4779	2997.8611
2008	17744.9867	-5985.2550	4449.4779	2997.8611
2009	17754.5904	-5988.0423	4449.4779	2997.8611
2010	17764.1941	-5990.8295	4449.4779	2997.8611
2011	17773.7978	-5993.6168	4449.4779	2997.8611
2012	17783.4015	-5996.4041	4449.4779	2997.8611
2013	17793.0052	-5999.1914	4449.4779	2997.8611
2014	17802.6089	-6001.9786	4449.4779	2997.8611
2015	17812.2126	-6004.7659	4449.4779	2997.8611
2016	17821.8163	-6007.5532	4449.4779	2997.8611
2017	17831.4200	-6010.3405	4449.4779	2997.8611
2018	17841.0237	-6013.1277	4449.4779	2997.8611
2019	17850.6274	-6015.9150	4449.4779	2997.8611
2020	17860.2311	-6018.7023	4449.4779	2997.8611
2021	17869.8348	-6021.4895	4449.4779	2997.8611
2022	17879.4385	-6024.2768	4449.4779	2997.8611
2023	17889.0422	-6027.0641	4449.4779	2997.8611
2024	17898.6459	-6029.8514	4449.4779	2997.8611
2025	17908.2496	-6032.6386	4449.4779	2997.8611
2026	17917.8533	-6035.4259	4449.4779	2997.8611
2027	17927.4570	-6038.2132	4449.4779	2997.8611
2028	17937.0607	-6041.0005	4449.4779	2997.8611
2029	17946.6644	-6043.7877	4449.4779	2997.8611
2030	17956.2681	-6046.5750	4449.4779	2997.8611
2031	17965.8719	-6049.3623	4449.4779	2997.8611
2032	17975.4756	-6052.1495	4449.4779	2997.8611
2033	17985.0793	-6054.9368	4449.4779	2997.8611
2034	17994.6830	-6057.7241	4449.4779	2997.8611
2035	18004.2867	-6060.5114	4449.4779	2997.8611
2036	18013.8904	-6063.2986	4449.4779	2997.8611
2037	18023.4941	-6066.0859	4449.4779	2997.8611
2038	18033.0978	-6068.8732	4449.4779	2997.8611
2039	18042.7015	-6071.6605	4449.4779	2997.8611
2040	18052.3052	-6074.4477	4449.4779	2997.8611
2041	18061.9089	-6077.2350	4449.4779	2997.8611
2042	18071.5126	-6080.0223	4449.4779	2997.8611
2043	18081.1163	-6082.8096	4449.4779	2997.8611
2044	18090.7200	-6085.5968	4449.4779	2997.8611
2045	18100.3237	-6088.3841	4449.4779	2997.8611
2046	18109.9274	-6091.1714	4449.4779	2997.8611
2047	18119.5311	-6093.9586	4449.4779	2997.8611
2048	18129.1348	-6096.7459	4449.4779	2997.8611
2049	18138.7385	-6099.5332	4449.4779	2997.8611
2050	18148.3422	-6102.3205	4449.4779	2997.8611
2051	18157.9459	-6105.1077	4449.4779	2997.8611
2052	18167.5496	-6107.8950	4449.4779	2997.8611
2053	18177.1533	-6110.6823	4449.4779	2997.8611
2054	18186.7570	-6113.4696	4449.4779	2997.8611
2055	18196.3607	-6116.2568	4449.4779	2997.8611
2056	18205.9644	-6119.0441	4449.4779	2997.8611
2057	18215.5681	-6121.8314	4449.4779	2997.8611
2058	18225.1718	-6124.6186	4449.4779	2997.8611
2059	18234.7755	-6127.4059	4449.4779	2997.8611
2060	18244.3792	-6130.1932	4449.4779	2997.8611
2061	18253.9829	-6132.9805	4449.4779	2997.8611
2062	18263.5866	-6135.7677	4449.4779	2997.8611
2063	18273.1903	-6138.5550	4449.4779	2997.8611
2064	18282.7940	-6141.3423	4449.4779	2997.8611
2065	18292.3978	-6144.1296	4449.4779	2997.8611
2066	18302.0015	-6146.9168	4449.4779	2997.8611
2067	18311.6052	-6149.7041	4449.4779	2997.8611
2068	18321.2089	-6152.4914	4449.4779	2997.8611
2069	18330.8126	-6155.2786	4449.4779	2997.8611
2070	18340.4163	-6158.0659	4449.4779	2997.8611
2071	18350.0200	-6160.8532	4449.4779	2997.8611
2072	18359.6237	-6163.6405	4449.4779	2997.8611
2073	18369.2274	-6166.4277	4449.4779	2997.8611
2074	18378.8311	-6169.2150	4449.4779	2997.8611
2075	18388.4348	-6172.0023	4449.4779	2997.8611
2076	18398.0385	-6174.7896	4449.4779	2997.8611
2077	18407.6422	-6177.5768	4449.4779	2997.8611
2078	18417.2459	-6180.3641	4449.4779	2997.8611
2079	18426.8496	-6183.1514	4449.4779	2997.8611
2080	18436.4533	-6185.9387	4449.4779	2997.8611
2081	18446.0570	-6188.7259	4449.4779	2997.8611
2082	18455.6607	-6191.5132	4449.4779	2997.8611
2083	18465.2644	-6194.3005	4449.4779	2997.8611
2084	18474.8681	-6197.0877	4449.4779	2997.8611
2085	18484.4718	-6199.8750	4449.4779	2997.8611
2086	18494.0755	-6202.6623	4449.4779	2997.8611
2087	18503.6792	-6205.4496	4449.4779	2997.8611
2088	18513.2829	-6208.2368	4449.4779	2997.8611
2089	18522.8866	-6211.0241	4449.4779	2997.8611
2090	18532.4903	-6213.8114	4449.4779	2997.8611
2091	18542.0940	-6216.5987	4449.4779	2997.8611
2092	18551.6977	-6219.3859	4449.4779	2997.8611
2093	18561.3014	-6222.1732	4449.4779	2997.8611
2094	18570.9051	-6224.9605	4449.4779	2997.8611
2095	18580.5088	-6227.7477	4449.4779	2997.8611
2096	18590.1125	-6230.5350	4449.4779	2997.8611
2097	18599.7162	-6233.3223	4449.4779	2997.8611
2098	18609.3199	-6236.1096	4449.4779	2997.8611
2099	18618.9237	-6238.8968	4449.4779	2997.8611
2100	18628.5274	-6241.6841	4449.4779	2997.8611
2101	18638.1311	-6244.4714	4449.4779	2997.8611
2102	18647.7348	-6247.2587	4449.4779	2997.8611
2103	18657.3385	-6250.0459	4449.4779	2997.8611
2104	18666.9422	-6252.8332	4449.4779	2997.8611
2105	18676.5459	-6255.6205	4449.4779	2997.8611
2106	18686.1496	-6258.4077	4449.4779	2997.8611
2107	18695.7533	-6261.1950	4449.4779	2997.8611
2108	18705.3570	-6263.9823	4449.4779	2997.8611
