i	x	y	z	R
7121	66848.7197	-20236.5816	4449.4779	2997.8611
7122	66858.3234	-20239.3688	4449.4779	2997.8611
7123	66867.9271	-20242.1561	4449.4779	2997.8611
7124	66877.5308	-20244.9434	4449.4779	2997.8611
7125	66887.1345	-20247.7307	4449.4779	2997.8611
7126	66896.7382	-20250.5179	4449.4779	2997.8611
7127	66906.3419	-20253.3052	4449.4779	2997.8611
7128	66915.9456	-20256.0925	4449.4779	2997.8611
7129	66925.5493	-20258.8797	4449.4779	2997.8611
7130	66935.1530	-20261.6670	4449.4779	2997.8611
7131	66944.7567	-20264.4543	4449.4779	2997.8611
7132	66954.3604	-20267.2416	4449.4779	2997.8611
7133	66963.9641	-20270.0288	4449.4779	2997.8611
7134	66973.5678	-20272.8161	4449.4779	2997.8611
7135	66983.1715	-20275.6034	4449.4779	2997.8611
7136	66992.7752	-20278.3907	4449.4779	2997.8611
7137	67002.3789	-20281.1779	4449.4779	2997.8611
7138	67011.9826	-20283.9652	4449.4779	2997.8611
7139	67021.5863	-20286.7525	4449.4779	2997.8611
7140	67031.1900	-20289.5397	4449.4779	2997.8611
7141	67040.7937	-20292.3270	4449.4779	2997.8611
7142	67050.3974	-20295.1143	4449.4779	2997.8611
7143	67060.0011	-20297.9016	4449.4779	2997.8611
7144	67069.6048	-20300.6888	4449.4779	2997.8611
7145	67079.2085	-20303.4761	4449.4779	2997.8611
7146	67088.8122	-20306.2634	4449.4779	2997.8611
7147	67098.4159	-20309.0507	4449.4779	2997.8611
7148	67108.0196	-20311.8379	4449.4779	2997.8611
7149	67117.6233	-20314.6252	4449.4779	2997.8611
7150	67127.2270	-20317.4125	4449.4779	2997.8611
7151	67136.8307	-20320.1997	4449.4779	2997.8611
7152	67146.4344	-20322.9870	4449.4779	2997.8611
7153	67156.0381	-20325.7743	4449.4779	2997.8611
7154	67165.6418	-20328.5616	4449.4779	2997.8611
7155	67175.2456	-20331.3488	4449.4779	2997.8611
7156	67184.8493	-20334.1361	4449.4779	2997.8611
7157	67194.4530	-20336.9234	4449.4779	2997.8611
7158	67204.0567	-20339.7107	4449.4779	2997.8611
7159	67213.6604	-20342.4979	4449.4779	2997.8611
7160	67223.2641	-20345.2852	4449.4779	2997.8611
7161	67232.8678	-20348.0725	4449.4779	2997.8611
7162	67242.4715	-20350.8598	4449.4779	2997.8611
7163	67252.0752	-20353.6470	4449.4779	2997.8611
7164	67261.6789	-20356.4343	4449.4779	2997.8611
7165	67271.2826	-20359.2216	4449.4779	2997.8611
7166	67280.8863	-20362.0088	4449.4779	2997.8611
7167	67290.4900	-20364.7961	4449.4779	2997.8611
7168	67300.0937	-20367.5834	4449.4779	2997.8611
7169	67309.6974	-20370.3707	4449.4779	2997.8611
7170	67319.3011	-20373.1579	4449.4779	2997.8611
7171	67328.9048	-20375.9452	4449.4779	2997.8611
7172	67338.5085	-20378.7325	4449.4779	2997.8611
7173	67348.1122	-20381.5198	4449.4779	2997.8611
7174	67357.7159	-20384.3070	4449.4779	2997.8611
7175	67367.3196	-20387.0943	4449.4779	2997.8611
7176	67376.9233	-20389.8816	4449.4779	2997.8611
7177	67386.5270	-20392.6688	4449.4779	2997.8611
7178	67396.1307	-20395.4561	4449.4779	2997.8611
7179	67405.7344	-20398.2434	4449.4779	2997.8611
7180	67415.3381	-20401.0307	4449.4779	2997.8611
7181	67424.9418	-20403.8179	4449.4779	2997.8611
7182	67434.5455	-20406.6052	4449.4779	2997.8611
7183	67444.1492	-20409.3925	4449.4779	2997.8611
7184	67453.7529	-20412.1798	4449.4779	2997.8611
7185	67463.3566	-20414.9670	4449.4779	2997.8611
7186	67472.9603	-20417.7543	4449.4779	2997.8611
7187	67482.5640	-20420.5416	4449.4779	2997.8611
7188	67492.1677	-20423.3288	4449.4779	2997.8611
7189	67501.7714	-20426.1161	4449.4779	2997.8611
7190	67511.3752	-20428.9034	4449.4779	2997.8611
7191	67520.9789	-20431.6907	4449.4779	2997.8611
7192	67530.5826	-20434.4779	4449.4779	2997.8611
7193	67540.1863	-20437.2652	4449.4779	2997.8611
7194	67549.7900	-20440.0525	4449.4779	2997.8611
7195	67559.3937	-20442.8398	4449.4779	2997.8611
7196	67568.9974	-20445.6270	4449.4779	2997.8611
7197	67578.6011	-20448.4143	4449.4779	2997.8611
7198	67588.2048	-20451.2016	4449.4779	2997.8611
7199	67597.8085	-20453.9888	4449.4779	2997.8611
7200	67607.4122	-20456.7761	4449.4779	2997.8611
7201	67617.0159	-20459.5634	4449.4779	2997.8611
7202	67626.6196	-20462.3507	4449.4779	2997.8611
7203	67636.2233	-20465.1379	4449.4779	2997.8611
7204	67645.8270	-20467.9252	4449.4779	2997.8611
7205	67655.4307	-20470.7125	4449.4779	2997.8611
7206	67665.0344	-20473.4998	4449.4779	2997.8611
7207	67674.6381	-20476.2870	4449.4779	2997.8611
7208	67684.2418	-20479.0743	4449.4779	2997.8611
7209	67693.8455	-20481.8616	4449.4779	2997.8611
7210	67703.4492	-20484.6489	4449.4779	2997.8611
7211	67713.0529	-20487.4361	4449.4779	2997.8611
7212	67722.6566	-20490.2234	4449.4779	2997.8611
7213	67732.2603	-20493.0107	4449.4779	2997.8611
7214	67741.8640	-20495.7979	4449.4779	2997.8611
7215	67751.4677	-20498.5852	4449.4779	2997.8611
7216	67761.0714	-20501.3725	4449.4779	2997.8611
7217	67770.6751	-20504.1598	4449.4779	2997.8611
7218	67780.2788	-20506.9470	4449.4779	2997.8611
7219	67789.8825	-20509.7343	4449.4779	2997.8611
7220	67799.4862	-20512.5216	4449.4779	2997.8611
7221	67809.0899	-20515.3089	4449.4779	2997.8611
7222	67818.6936	-20518.0961	4449.4779	2997.8611
7223	67828.2973	-20520.8834	4449.4779	2997.8611
7224	67837.9011	-20523.6707	4449.4779	2997.8611
7225	67847.5048	-20526.4579	4449.4779	2997.8611
7226	67857.1085	-20529.2452	4449.4779	2997.8611
7227	67866.7122	-20532.0325	4449.4779	2997.8611
7228	67876.3159	-20534.8198	4449.4779	2997.8611
7229	67885.9196	-20537.6070	4449.4779	2997.8611
7230	67895.5233	-20540.3943	4449.4779	2997.8611
7231	67905.1270	-20543.1816	4449.4779	2997.8611
7232	67914.7307	-20545.9689	4449.4779	2997.8611
7233	67924.3344	-20548.7561	4449.4779	2997.8611
7234	67933.9381	-20551.5434	4449.4779	2997.8611
7235	67943.5418	-20554.3307	4449.4779	2997.8611
7236	67953.1455	-20557.1179	4449.4779	2997.8611
7237	67962.7492	-20559.9052	4449.4779	2997.8611
7238	67972.3529	-20562.6925	4449.4779	2997.8611
7239	67981.9566	-20565.4798	4449.4779	2997.8611
7240	67991.5603	-20568.2670	4449.4779	2997.8611
7241	68001.1640	-20571.0543	4449.4779	2997.8611
7242	68010.7677	-20573.8416	4449.4779	2997.8611
7243	68020.3714	-20576.6289	4449.4779	2997.8611
7244	68029.9751	-20579.4161	4449.4779	2997.8611
7245	68039.5788	-20582.2034	4449.4779	2997.8611
7246	68049.1825	-20584.9907	4449.4779	2997.8611
7247	68058.7862	-20587.7780	4449.4779	2997.8611
7248	68068.3899	-20590.5652	4449.4779	2997.8611
7249	68077.9936	-20593.3525	4449.4779	2997.8611
7250	68087.5973	-20596.1398	4449.4779	2997.8611
7251	68097.2010	-20598.9270	4449.4779	2997.8611
7252	68106.8047	-20601.7143	4449.4779	2997.8611
7253	68116.4084	-20604.5016	4449.4779	2997.8611
7254	68126.0121	-20607.2889	4449.4779	2997.8611
7255	68135.6158	-20610.0761	4449.4779	2997.8611
7256	68145.2195	-20612.8634	4449.4779	2997.8611
7257	68154.8232	-20615.6507	4449.4779	2997.8611
7258	68164.4270	-20618.4380	4449.4779	2997.8611
7259	68174.0307	-20621.2252	4449.4779	2997.8611
7260	68183.6344	-20624.0125	4449.4779	2997.8611
7261	68193.2381	-20626.7998	4449.4779	2997.8611
7262	68202.8418	-20629.5870	4449.4779	2997.8611
7263	68212.4455	-20632.3743	4449.4779	2997.8611
7264	68222.0492	-20635.1616	4449.4779	2997.8611
7265	68231.6529	-20637.9489	4449.4779	2997.8611
7266	68241.2566	-20640.7361	4449.4779	2997.8611
7267	68250.8603	-20643.5234	4449.4779	2997.8611
7268	68260.4640	-20646.3107	4449.4779	2997.8611
7269	68270.0677	-20649.0980	4449.4779	2997.8611
7270	68279.6714	-20651.8852	4449.4779	2997.8611
7271	68289.2751	-20654.6725	4449.4779	2997.8611
7272	68298.8788	-20657.4598	4449.4779	2997.8611
7273	68308.4825	-20660.2470	4449.4779	2997.8611
7274	68318.0862	-20663.0343	4449.4779	2997.8611
7275	68327.6899	-20665.8216	4449.4779	2997.8611
7276	68337.2936	-20668.6089	4449.4779	2997.8611
7277	68346.8973	-20671.3961	4449.4779	2997.8611
7278	68356.5010	-20674.1834	4449.4779	2997.8611
7279	68366.1047	-20676.9707	4449.4779	2997.8611
7280	68375.7084	-20679.7580	4449.4779	2997.8611
7281	68385.3121	-20682.5452	4449.4779	2997.8611
7282	68394.9158	-20685.3325	4449.4779	2997.8611
7283	68404.5195	-20688.1198	4449.4779	2997.8611
7284	68414.1232	-20690.9070	4449.4779	2997.8611
7285	68423.7269	-20693.6943	4449.4779	2997.8611
7286	68433.3306	-20696.4816	4449.4779	2997.8611
7287	68442.9343	-20699.2689	4449.4779	2997.8611
7288	68452.5380	-20702.0561	4449.4779	2997.8611
7289	68462.1417	-20704.8434	4449.4779	2997.8611
7290	68471.7454	-20707.6307	4449.4779	2997.8611
7291	68481.3491	-20710.4180	4449.4779	2997.8611
7292	68490.9528	-20713.2052	4449.4779	2997.8611
7293	68500.5566	-20715.9925	4449.4779	2997.8611
7294	68510.1603	-20718.7798	4449.4779	2997.8611
7295	68519.7640	-20721.5671	4449.4779	2997.8611
7296	68529.3677	-20724.3543	4449.4779	2997.8611
7297	68538.9714	-20727.1416	4449.4779	2997.8611
7298	68548.5751	-20729.9289	4449.4779	2997.8611
7299	68558.1788	-20732.7161	4449.4779	2997.8611
7300	68567.7825	-20735.5034	4449.4779	2997.8611
7301	68577.3862	-20738.2907	4449.4779	2997.8611
7302	68586.9899	-20741.0780	4449.4779	2997.8611
7303	68596.5936	-20743.8652	4449.4779	2997.8611
7304	68606.1973	-20746.6525	4449.4779	2997.8611
7305	68615.8010	-20749.4398	4449.4779	2997.8611
7306	68625.4047	-20752.2271	4449.4779	2997.8611
7307	68635.0084	-20755.0143	4449.4779	2997.8611
7308	68644.6121	-20757.8016	4449.4779	2997.8611
7309	68654.2158	-20760.5889	4449.4779	2997.8611
7310	68663.8195	-20763.3761	4449.4779	2997.8611
7311	68673.4232	-20766.1634	4449.4779	2997.8611
7312	68683.0269	-20768.9507	4449.4779	2997.8611
7313	68692.6306	-20771.7380	4449.4779	2997.8611
7314	68702.2343	-20774.5252	4449.4779	2997.8611
7315	68711.8380	-20777.3125	4449.4779	2997.8611
7316	68721.4417	-20780.0998	4449.4779	2997.8611
7317	68731.0454	-20782.8871	4449.4779	2997.8611
7318	68740.6491	-20785.6743	4449.4779	2997.8611
7319	68750.2528	-20788.4616	4449.4779	2997.8611
7320	68759.8565	-20791.2489	4449.4779	2997.8611
7321	68769.4602	-20794.0361	4449.4779	2997.8611
7322	68779.0639	-20796.8234	4449.4779	2997.8611
7323	68788.6676	-20799.6107	4449.4779	2997.8611
7324	68798.2713	-20802.3980	4449.4779	2997.8611
7325	68807.8750	-20805.1852	4449.4779	2997.8611
7326	68817.4787	-20807.9725	4449.4779	2997.8611
7327	68827.0825	-20810.7598	4449.4779	2997.8611
7328	68836.6862	-20813.5471	4449.4779	2997.8611
7329	68846.2899	-20816.3343	4449.4779	2997.8611
7330	68855.8936	-20819.1216	4449.4779	2997.8611
7331	68865.4973	-20821.9089	4449.4779	2997.8611
7332	68875.1010	-20824.6962	4449.4779	2997.8611
7333	68884.7047	-20827.4834	4449.4779	2997.8611
7334	68894.3084	-20830.2707	4449.4779	2997.8611
7335	68903.9121	-20833.0580	4449.4779	2997.8611
7336	68913.5158	-20835.8452	4449.4779	2997.8611
7337	68923.1195	-20838.6325	4449.4779	2997.8611
7338	68932.7232	-20841.4198	4449.4779	2997.8611
7339	68942.3269	-20844.2071	4449.4779	2997.8611
7340	68951.9306	-20846.9943	4449.4779	2997.8611
7341	68961.5343	-20849.7816	4449.4779	2997.8611
7342	68971.1380	-20852.5689	4449.4779	2997.8611
7343	68980.7417	-20855.3562	4449.4779	2997.8611
7344	68990.3454	-20858.1434	4449.4779	2997.8611
7345	68999.9491	-20860.9307	4449.4779	2997.8611
7346	69009.5528	-20863.7180	4449.4779	2997.8611
7347	69019.1565	-20866.5052	4449.4779	2997.8611
7348	69028.7602	-20869.2925	4449.4779	2997.8611
7349	69038.3639	-20872.0798	4449.4779	2997.8611
7350	69047.9676	-20874.8671	4449.4779	2997.8611
7351	69057.5713	-20877.6543	4449.4779	2997.8611
7352	69067.1750	-20880.4416	4449.4779	2997.8611
7353	69076.7787	-20883.2289	4449.4779	2997.8611
7354	69086.3824	-20886.0162	4449.4779	2997.8611
7355	69095.9861	-20888.8034	4449.4779	2997.8611
7356	69105.5898	-20891.5907	4449.4779	2997.8611
7357	69115.1935	-20894.3780	4449.4779	2997.8611
7358	69124.7972	-20897.1652	4449.4779	2997.8611
7359	69134.4009	-20899.9525	4449.4779	2997.8611
7360	69144.0046	-20902.7398	4449.4779	2997.8611
7361	69153.6083	-20905.5271	4449.4779	2997.8611
7362	69163.2121	-20908.3143	4449.4779	2997.8611
7363	69172.8158	-20911.1016	4449.4779	2997.8611
7364	69182.4195	-20913.8889	4449.4779	2997.8611
7365	69192.0232	-20916.6762	4449.4779	2997.8611
7366	69201.6269	-20919.4634	4449.4779	2997.8611
7367	69211.2306	-20922.2507	4449.4779	2997.8611
7368	69220.8343	-20925.0380	4449.4779	2997.8611
7369	69230.4380	-20927.8253	4449.4779	2997.8611
7370	69240.0417	-20930.6125	4449.4779	2997.8611
7371	69249.6454	-20933.3998	4449.4779	2997.8611
7372	69259.2491	-20936.1871	4449.4779	2997.8611
7373	69268.8528	-20938.9743	4449.4779	2997.8611
7374	69278.4565	-20941.7616	4449.4779	2997.8611
7375	69288.0602	-20944.5489	4449.4779	2997.8611
7376	69297.6639	-20947.3362	4449.4779	2997.8611
7377	69307.2676	-20950.1234	4449.4779	2997.8611
7378	69316.8713	-20952.9107	4449.4779	2997.8611
7379	69326.4750	-20955.6980	4449.4779	2997.8611
7380	69336.0787	-20958.4853	4449.4779	2997.8611
7381	69345.6824	-20961.2725	4449.4779	2997.8611
7382	69355.2861	-20964.0598	4449.4779	2997.8611
7383	69364.8898	-20966.8471	4449.4779	2997.8611
7384	69374.4935	-20969.6343	4449.4779	2997.8611
7385	69384.0972	-20972.4216	4449.4779	2997.8611
7386	69393.7009	-20975.2089	4449.4779	2997.8611
7387	69403.3046	-20977.9962	4449.4779	2997.8611
7388	69412.9083	-20980.7834	4449.4779	2997.8611
7389	69422.5120	-20983.5707	4449.4779	2997.8611
7390	69432.1157	-20986.3580	4449.4779	2997.8611
7391	69441.7194	-20989.1453	4449.4779	2997.8611
7392	69451.3231	-20991.9325	4449.4779	2997.8611
7393	69460.9268	-20994.7198	4449.4779	2997.8611
7394	69470.5305	-20997.5071	4449.4779	2997.8611
7395	69480.1342	-21000.2943	4449.4779	2997.8611
7396	69489.7380	-21003.0816	4449.4779	2997.8611
7397	69499.3417	-21005.8689	4449.4779	2997.8611
7398	69508.9454	-21008.6562	4449.4779	2997.8611
7399	69518.5491	-21011.4434	4449.4779	2997.8611
7400	69528.1528	-21014.2307	4449.4779	2997.8611
7401	69537.7565	-21017.0180	4449.4779	2997.8611
7402	69547.3602	-21019.8053	4449.4779	2997.8611
7403	69556.9639	-21022.5925	4449.4779	2997.8611
7404	69566.5676	-21025.3798	4449.4779	2997.8611
7405	69576.1713	-21028.1671	4449.4779	2997.8611
7406	69585.7750	-21030.9543	4449.4779	2997.8611
7407	69595.3787	-21033.7416	4449.4779	2997.8611
7408	69604.9824	-21036.5289	4449.4779	2997.8611
7409	69614.5861	-21039.3162	4449.4779	2997.8611
7410	69624.1898	-21042.1034	4449.4779	2997.8611
7411	69633.7935	-21044.8907	4449.4779	2997.8611
7412	69643.3972	-21047.6780	4449.4779	2997.8611
7413	69653.0009	-21050.4653	4449.4779	2997.8611
7414	69662.6046	-21053.2525	4449.4779	2997.8611
7415	69672.2083	-21056.0398	4449.4779	2997.8611
7416	69681.8120	-21058.8271	4449.4779	2997.8611
7417	69691.4157	-21061.6144	4449.4779	2997.8611
7418	69701.0194	-21064.4016	4449.4779	2997.8611
7419	69710.6231	-21067.1889	4449.4779	2997.8611
7420	69720.2268	-21069.9762	4449.4779	2997.8611
7421	69729.8305	-21072.7634	4449.4779	2997.8611
7422	69739.4342	-21075.5507	4449.4779	2997.8611
7423	69749.0379	-21078.3380	4449.4779	2997.8611
7424	69758.6416	-21081.1253	4449.4779	2997.8611
7425	69768.2453	-21083.9125	4449.4779	2997.8611
7426	69777.8490	-21086.6998	4449.4779	2997.8611
7427	69787.4527	-21089.4871	4449.4779	2997.8611
7428	69797.0564	-21092.2744	4449.4779	2997.8611
7429	69806.6601	-21095.0616	4449.4779	2997.8611
7430	69816.2639	-21097.8489	4449.4779	2997.8611
7431	69825.8676	-21100.6362	4449.4779	2997.8611
7432	69835.4713	-21103.4234	4449.4779	2997.8611
7433	69845.0750	-21106.2107	4449.4779	2997.8611
7434	69854.6787	-21108.9980	4449.4779	2997.8611
7435	69864.2824	-21111.7853	4449.4779	2997.8611
7436	69873.8861	-21114.5725	4449.4779	2997.8611
7437	69883.4898	-21117.3598	4449.4779	2997.8611
7438	69893.0935	-21120.1471	4449.4779	2997.8611
7439	69902.6972	-21122.9344	4449.4779	2997.8611
7440	69912.3009	-21125.7216	4449.4779	2997.8611
7441	69921.9046	-21128.5089	4449.4779	2997.8611
7442	69931.5083	-21131.2962	4449.4779	2997.8611
7443	69941.1120	-21134.0834	4449.4779	2997.8611
7444	69950.7157	-21136.8707	4449.4779	2997.8611
7445	69960.3194	-21139.6580	4449.4779	2997.8611
7446	69969.9231	-21142.4453	4449.4779	2997.8611
7447	69979.5268	-21145.2325	4449.4779	2997.8611
7448	69989.1305	-21148.0198	4449.4779	2997.8611
7449	69998.7342	-21150.8071	4449.4779	2997.8611
7450	70008.3379	-21153.5944	4449.4779	2997.8611
7451	70017.9416	-21156.3816	4449.4779	2997.8611
7452	70027.5453	-21159.1689	4449.4779	2997.8611
7453	70037.1490	-21161.9562	4449.4779	2997.8611
7454	70046.7527	-21164.7435	4449.4779	2997.8611
7455	70056.3564	-21167.5307	4449.4779	2997.8611
7456	70065.9601	-21170.3180	4449.4779	2997.8611
7457	70075.5638	-21173.1053	4449.4779	2997.8611
7458	70085.1675	-21175.8925	4449.4779	2997.8611
7459	70094.7712	-21178.6798	4449.4779	2997.8611
7460	70104.3749	-21181.4671	4449.4779	2997.8611
7461	70113.9786	-21184.2544	4449.4779	2997.8611
7462	70123.5823	-21187.0416	4449.4779	2997.8611
7463	70133.1860	-21189.8289	4449.4779	2997.8611
7464	70142.7897	-21192.6162	4449.4779	2997.8611
7465	70152.3935	-21195.4035	4449.4779	2997.8611
7466	70161.9972	-21198.1907	4449.4779	2997.8611
7467	70171.6009	-21200.9780	4449.4779	2997.8611
7468	70181.2046	-21203.7653	4449.4779	2997.8611
7469	70190.8083	-21206.5525	4449.4779	2997.8611
7470	70200.4120	-21209.3398	4449.4779	2997.8611
7471	70210.0157	-21212.1271	4449.4779	2997.8611
7472	70219.6194	-21214.9144	4449.4779	2997.8611
7473	70229.2231	-21217.7016	4449.4779	2997.8611
7474	70238.8268	-21220.4889	4449.4779	2997.8611
7475	70248.4305	-21223.2762	4449.4779	2997.8611
7476	70258.0342	-21226.0635	4449.4779	2997.8611
7477	70267.6379	-21228.8507	4449.4779	2997.8611
7478	70277.2416	-21231.6380	4449.4779	2997.8611
7479	70286.8453	-21234.4253	4449.4779	2997.8611
7480	70296.4490	-21237.2125	4449.4779	2997.8611
7481	70306.0527	-21239.9998	4449.4779	2997.8611
7482	70315.6564	-21242.7871	4449.4779	2997.8611
7483	70325.2601	-21245.5744	4449.4779	2997.8611
7484	70334.8638	-21248.3616	4449.4779	2997.8611
7485	70344.4675	-21251.1489	4449.4779	2997.8611
7486	70354.0712	-21253.9362	4449.4779	2997.8611
7487	70363.6749	-21256.7235	4449.4779	2997.8611
7488	70373.2786	-21259.5107	4449.4779	2997.8611
7489	70382.8823	-21262.2980	4449.4779	2997.8611
7490	70392.4860	-21265.0853	4449.4779	2997.8611
7491	70402.0897	-21267.8725	4449.4779	2997.8611
7492	70411.6934	-21270.6598	4449.4779	2997.8611
7493	70421.2971	-21273.4471	4449.4779	2997.8611
7494	70430.9008	-21276.2344	4449.4779	2997.8611
7495	70440.5045	-21279.0216	4449.4779	2997.8611
7496	70450.1082	-21281.8089	4449.4779	2997.8611
7497	70459.7119	-21284.5962	4449.4779	2997.8611
7498	70469.3156	-21287.3835	4449.4779	2997.8611
7499	70478.9194	-21290.1707	4449.4779	2997.8611
7500	70488.5231	-21292.9580	4449.4779	2997.8611
7501	70498.1268	-21295.7453	4449.4779	2997.8611
7502	70507.7305	-21298.5326	4449.4779	2997.8611
7503	70517.3342	-21301.3198	4449.4779	2997.8611
7504	70526.9379	-21304.1071	4449.4779	2997.8611
7505	70536.5416	-21306.8944	4449.4779	2997.8611
7506	70546.1453	-21309.6816	4449.4779	2997.8611
7507	70555.7490	-21312.4689	4449.4779	2997.8611
7508	70565.3527	-21315.2562	4449.4779	2997.8611
7509	70574.9564	-21318.0435	4449.4779	2997.8611
7510	70584.5601	-21320.8307	4449.4779	2997.8611
7511	70594.1638	-21323.6180	4449.4779	2997.8611
7512	70603.7675	-21326.4053	4449.4779	2997.8611
7513	70613.3712	-21329.1926	4449.4779	2997.8611
7514	70622.9749	-21331.9798	4449.4779	2997.8611
7515	70632.5786	-21334.7671	4449.4779	2997.8611
7516	70642.1823	-21337.5544	4449.4779	2997.8611
7517	70651.7860	-21340.3416	4449.4779	2997.8611
7518	70661.3897	-21343.1289	4449.4779	2997.8611
7519	70670.9934	-21345.9162	4449.4779	2997.8611
7520	70680.5971	-21348.7035	4449.4779	2997.8611
7521	70690.2008	-21351.4907	4449.4779	2997.8611
7522	70699.8045	-21354.2780	4449.4779	2997.8611
7523	70709.4082	-21357.0653	4449.4779	2997.8611
7524	70719.0119	-21359.8526	4449.4779	2997.8611
7525	70728.6156	-21362.6398	4449.4779	2997.8611
7526	70738.2193	-21365.4271	4449.4779	2997.8611
7527	70747.8230	-21368.2144	4449.4779	2997.8611
7528	70757.4267	-21371.0016	4449.4779	2997.8611
7529	70767.0304	-21373.7889	4449.4779	2997.8611
7530	70776.6341	-21376.5762	4449.4779	2997.8611
7531	70786.2378	-21379.3635	4449.4779	2997.8611
7532	70795.8415	-21382.1507	4449.4779	2997.8611
7533	70805.4452	-21384.9380	4449.4779	2997.8611
7534	70815.0490	-21387.7253	4449.4779	2997.8611
7535	70824.6527	-21390.5126	4449.4779	2997.8611
7536	70834.2564	-21393.2998	4449.4779	2997.8611
7537	70843.8601	-21396.0871	4449.4779	2997.8611
7538	70853.4638	-21398.8744	4449.4779	2997.8611
7539	70863.0675	-21401.6617	4449.4779	2997.8611
7540	70872.6712	-21404.4489	4449.4779	2997.8611
7541	70882.2749	-21407.2362	4449.4779	2997.8611
7542	70891.8786	-21410.0235	4449.4779	2997.8611
7543	70901.4823	-21412.8107	4449.4779	2997.8611
7544	70911.0860	-21415.5980	4449.4779	2997.8611
7545	70920.6897	-21418.3853	4449.4779	2997.8611
7546	70930.2934	-21421.1726	4449.4779	2997.8611
7547	70939.8971	-21423.9598	4449.4779	2997.8611
7548	70949.5008	-21426.7471	4449.4779	2997.8611
7549	70959.1045	-21429.5344	4449.4779	2997.8611
7550	70968.7082	-21432.3217	4449.4779	2997.8611
7551	70978.3119	-21435.1089	4449.4779	2997.8611
7552	70987.9156	-21437.8962	4449.4779	2997.8611
7553	70997.5193	-21440.6835	4449.4779	2997.8611
7554	71007.1230	-21443.4707	4449.4779	2997.8611
7555	71016.7267	-21446.2580	4449.4779	2997.8611
7556	71026.3304	-21449.0453	4449.4779	2997.8611
7557	71035.9341	-21451.8326	4449.4779	2997.8611
7558	71045.5378	-21454.6198	4449.4779	2997.8611
7559	71055.1415	-21457.4071	4449.4779	2997.8611
7560	71064.7452	-21460.1944	4449.4779	2997.8611
7561	71074.3489	-21462.9817	4449.4779	2997.8611
7562	71083.9526	-21465.7689	4449.4779	2997.8611
7563	71093.5563	-21468.5562	4449.4779	2997.8611
7564	71103.1600	-21471.3435	4449.4779	2997.8611
7565	71112.7637	-21474.1307	4449.4779	2997.8611
7566	71122.3674	-21476.9180	4449.4779	2997.8611
7567	71131.9711	-21479.7053	4449.4779	2997.8611
7568	71141.5749	-21482.4926	4449.4779	2997.8611
7569	71151.1786	-21485.2798	4449.4779	2997.8611
7570	71160.7823	-21488.0671	4449.4779	2997.8611
7571	71170.3860	-21490.8544	4449.4779	2997.8611
7572	71179.9897	-21493.6417	4449.4779	2997.8611
7573	71189.5934	-21496.4289	4449.4779	2997.8611
7574	71199.1971	-21499.2162	4449.4779	2997.8611
7575	71208.8008	-21502.0035	4449.4779	2997.8611
7576	71218.4045	-21504.7907	4449.4779	2997.8611
7577	71228.0082	-21507.5780	4449.4779	2997.8611
7578	71237.6119	-21510.3653	4449.4779	2997.8611
7579	71247.2156	-21513.1526	4449.4779	2997.8611
7580	71256.8193	-21515.9398	4449.4779	2997.8611
7581	71266.4230	-21518.7271	4449.4779	2997.8611
7582	71276.0267	-21521.5144	4449.4779	2997.8611
7583	71285.6304	-21524.3017	4449.4779	2997.8611
7584	71295.2341	-21527.0889	4449.4779	2997.8611
7585	71304.8378	-21529.8762	4449.4779	2997.8611
7586	71314.4415	-21532.6635	4449.4779	2997.8611
7587	71324.0452	-21535.4508	4449.4779	2997.8611
7588	71333.6489	-21538.2380	4449.4779	2997.8611
7589	71343.2526	-21541.0253	4449.4779	2997.8611
7590	71352.8563	-21543.8126	4449.4779	2997.8611
7591	71362.4600	-21546.5998	4449.4779	2997.8611
7592	71372.0637	-21549.3871	4449.4779	2997.8611
7593	71381.6674	-21552.1744	4449.4779	2997.8611
7594	71391.2711	-21554.9617	4449.4779	2997.8611
7595	71400.8748	-21557.7489	4449.4779	2997.8611
7596	71410.4785	-21560.5362	4449.4779	2997.8611
7597	71420.0822	-21563.3235	4449.4779	2997.8611
7598	71429.6859	-21566.1108	4449.4779	2997.8611
7599	71439.2896	-21568.8980	4449.4779	2997.8611
7600	71448.8933	-21571.6853	4449.4779	2997.8611
7601	71458.4970	-21574.4726	4449.4779	2997.8611
7602	71468.1008	-21577.2598	4449.4779	2997.8611
7603	71477.7045	-21580.0471	4449.4779	2997.8611
7604	71487.3082	-21582.8344	4449.4779	2997.8611
7605	71496.9119	-21585.6217	4449.4779	2997.8611
7606	71506.5156	-21588.4089	4449.4779	2997.8611
7607	71516.1193	-21591.1962	4449.4779	2997.8611
7608	71525.7230	-21593.9835	4449.4779	2997.8611
7609	71535.3267	-21596.7708	4449.4779	2997.8611
7610	71544.9304	-21599.5580	4449.4779	2997.8611
7611	71554.5341	-21602.3453	4449.4779	2997.8611
7612	71564.1378	-21605.1326	4449.4779	2997.8611
7613	71573.7415	-21607.9198	4449.4779	2997.8611
7614	71583.3452	-21610.7071	4449.4779	2997.8611
7615	71592.9489	-21613.4944	4449.4779	2997.8611
7616	71602.5526	-21616.2817	4449.4779	2997.8611
7617	71612.1563	-21619.0689	4449.4779	2997.8611
7618	71621.7600	-21621.8562	4449.4779	2997.8611
7619	71631.3637	-21624.6435	4449.4779	2997.8611
