calc_step	x	y	z	R	time
8469	76501.0824	-34246.5272	3518.8322	2108.7651	3196.6738
8470	76510.2427	-34250.5383	3518.8322	2108.7651	3197.0476
8471	76519.4030	-34254.5495	3518.8322	2108.7651	3197.4213
8472	76528.5633	-34258.5606	3518.8322	2108.7651	3197.7951
8473	76537.7236	-34262.5717	3518.8322	2108.7651	3198.1689
8474	76546.8839	-34266.5828	3518.8322	2108.7651	3198.5427
8475	76556.0442	-34270.5939	3518.8322	2108.7651	3198.9165
8476	76565.2045	-34274.6050	3518.8322	2108.7651	3199.2903
8477	76574.3648	-34278.6161	3518.8322	2108.7651	3199.6640
8478	76583.5250	-34282.6272	3518.8322	2108.7651	3200.0378
8479	76592.6853	-34286.6383	3518.8322	2108.7651	3200.4116
8480	76601.8456	-34290.6495	3518.8322	2108.7651	3200.7854
8481	76611.0059	-34294.6606	3518.8322	2108.7651	3201.1592
8482	76620.1662	-34298.6717	3518.8322	2108.7651	3201.5330
8483	76629.3265	-34302.6828	3518.8322	2108.7651	3201.9068
8484	76638.4868	-34306.6939	3518.8322	2108.7651	3202.2805
8485	76647.6471	-34310.7050	3518.8322	2108.7651	3202.6543
8486	76656.8074	-34314.7161	3518.8322	2108.7651	3203.0281
8487	76665.9677	-34318.7272	3518.8322	2108.7651	3203.4019
8488	76675.1280	-34322.7383	3518.8322	2108.7651	3203.7757
8489	76684.2883	-34326.7494	3518.8322	2108.7651	3204.1495
8490	76693.4486	-34330.7606	3518.8322	2108.7651	3204.5233
8491	76702.6089	-34334.7717	3518.8322	2108.7651	3204.8970
8492	76711.7692	-34338.7828	3518.8322	2108.7651	3205.2708
8493	76720.9295	-34342.7939	3518.8322	2108.7651	3205.6446
8494	76730.0898	-34346.8050	3518.8322	2108.7651	3206.0184
8495	76739.2500	-34350.8161	3518.8322	2108.7651	3206.3922
8496	76748.4103	-34354.8272	3518.8322	2108.7651	3206.7660
8497	76757.5706	-34358.8383	3518.8322	2108.7651	3207.1397
8498	76766.7309	-34362.8494	3518.8322	2108.7651	3207.5135
8499	76775.8912	-34366.8606	3518.8322	2108.7651	3207.8873
8500	76785.0515	-34370.8717	3518.8322	2108.7651	3208.2611
8501	76794.2118	-34374.8828	3518.8322	2108.7651	3208.6349
8502	76803.3721	-34378.8939	3518.8322	2108.7651	3209.0087
8503	76812.5324	-34382.9050	3518.8322	2108.7651	3209.3825
8504	76821.6927	-34386.9161	3518.8322	2108.7651	3209.7562
8505	76830.8530	-34390.9272	3518.8322	2108.7651	3210.1300
8506	76840.0133	-34394.9383	3518.8322	2108.7651	3210.5038
8507	76849.1736	-34398.9494	3518.8322	2108.7651	3210.8776
8508	76858.3339	-34402.9606	3518.8322	2108.7651	3211.2514
8509	76867.4942	-34406.9717	3518.8322	2108.7651	3211.6252
8510	76876.6545	-34410.9828	3518.8322	2108.7651	3211.9990
8511	76885.8148	-34414.9939	3518.8322	2108.7651	3212.3727
8512	76894.9751	-34419.0050	3518.8322	2108.7651	3212.7465
8513	76904.1353	-34423.0161	3518.8322	2108.7651	3213.1203
8514	76913.2956	-34427.0272	3518.8322	2108.7651	3213.4941
8515	76922.4559	-34431.0383	3518.8322	2108.7651	3213.8679
8516	76931.6162	-34435.0494	3518.8322	2108.7651	3214.2417
8517	76940.7765	-34439.0606	3518.8322	2108.7651	3214.6154
8518	76949.9368	-34443.0717	3518.8322	2108.7651	3214.9892
8519	76959.0971	-34447.0828	3518.8322	2108.7651	3215.3630
8520	76968.2574	-34451.0939	3518.8322	2108.7651	3215.7368
8521	76977.4177	-34455.1050	3518.8322	2108.7651	3216.1106
8522	76986.5780	-34459.1161	3518.8322	2108.7651	3216.4844
8523	76995.7383	-34463.1272	3518.8322	2108.7651	3216.8582
8524	77004.8986	-34467.1383	3518.8322	2108.7651	3217.2319
8525	77014.0589	-34471.1494	3518.8322	2108.7651	3217.6057
8526	77023.2192	-34475.1606	3518.8322	2108.7651	3217.9795
8527	77032.3795	-34479.1717	3518.8322	2108.7651	3218.3533
8528	77041.5398	-34483.1828	3518.8322	2108.7651	3218.7271
8529	77050.7001	-34487.1939	3518.8322	2108.7651	3219.1009
8530	77059.8603	-34491.2050	3518.8322	2108.7651	3219.4747
8531	77069.0206	-34495.2161	3518.8322	2108.7651	3219.8484
8532	77078.1809	-34499.2272	3518.8322	2108.7651	3220.2222
8533	77087.3412	-34503.2383	3518.8322	2108.7651	3220.5960
8534	77096.5015	-34507.2494	3518.8322	2108.7651	3220.9698
8535	77105.6618	-34511.2605	3518.8322	2108.7651	3221.3436
8536	77114.8221	-34515.2717	3518.8322	2108.7651	3221.7174
8537	77123.9824	-34519.2828	3518.8322	2108.7651	3222.0911
8538	77133.1427	-34523.2939	3518.8322	2108.7651	3222.4649
8539	77142.3030	-34527.3050	3518.8322	2108.7651	3222.8387
8540	77151.4633	-34531.3161	3518.8322	2108.7651	3223.2125
8541	77160.6236	-34535.3272	3518.8322	2108.7651	3223.5863
8542	77169.7839	-34539.3383	3518.8322	2108.7651	3223.9601
8543	77178.9442	-34543.3494	3518.8322	2108.7651	3224.3339
8544	77188.1045	-34547.3605	3518.8322	2108.7651	3224.7076
8545	77197.2648	-34551.3717	3518.8322	2108.7651	3225.0814
8546	77206.4251	-34555.3828	3518.8322	2108.7651	3225.4552
8547	77215.5853	-34559.3939	3518.8322	2108.7651	3225.8290
8548	77224.7456	-34563.4050	3518.8322	2108.7651	3226.2028
8549	77233.9059	-34567.4161	3518.8322	2108.7651	3226.5766
8550	77243.0662	-34571.4272	3518.8322	2108.7651	3226.9504
8551	77252.2265	-34575.4383	3518.8322	2108.7651	3227.3241
8552	77261.3868	-34579.4494	3518.8322	2108.7651	3227.6979
8553	77270.5471	-34583.4605	3518.8322	2108.7651	3228.0717
8554	77279.7074	-34587.4717	3518.8322	2108.7651	3228.4455
8555	77288.8677	-34591.4828	3518.8322	2108.7651	3228.8193
8556	77298.0280	-34595.4939	3518.8322	2108.7651	3229.1931
8557	77307.1883	-34599.5050	3518.8322	2108.7651	3229.5668
8558	77316.3486	-34603.5161	3518.8322	2108.7651	3229.9406
8559	77325.5089	-34607.5272	3518.8322	2108.7651	3230.3144
8560	77334.6692	-34611.5383	3518.8322	2108.7651	3230.6882
8561	77343.8295	-34615.5494	3518.8322	2108.7651	3231.0620
8562	77352.9898	-34619.5605	3518.8322	2108.7651	3231.4358
8563	77362.1501	-34623.5717	3518.8322	2108.7651	3231.8096
8564	77371.3103	-34627.5828	3518.8322	2108.7651	3232.1833
8565	77380.4706	-34631.5939	3518.8322	2108.7651	3232.5571
8566	77389.6309	-34635.6050	3518.8322	2108.7651	3232.9309
8567	77398.7912	-34639.6161	3518.8322	2108.7651	3233.3047
8568	77407.9515	-34643.6272	3518.8322	2108.7651	3233.6785
8569	77417.1118	-34647.6383	3518.8322	2108.7651	3234.0523
8570	77426.2721	-34651.6494	3518.8322	2108.7651	3234.4261
8571	77435.4324	-34655.6605	3518.8322	2108.7651	3234.7998
8572	77444.5927	-34659.6717	3518.8322	2108.7651	3235.1736
8573	77453.7530	-34663.6828	3518.8322	2108.7651	3235.5474
8574	77462.9133	-34667.6939	3518.8322	2108.7651	3235.9212
8575	77472.0736	-34671.7050	3518.8322	2108.7651	3236.2950
8576	77481.2339	-34675.7161	3518.8322	2108.7651	3236.6688
8577	77490.3942	-34679.7272	3518.8322	2108.7651	3237.0426
8578	77499.5545	-34683.7383	3518.8322	2108.7651	3237.4163
8579	77508.7148	-34687.7494	3518.8322	2108.7651	3237.7901
8580	77517.8751	-34691.7605	3518.8322	2108.7651	3238.1639
8581	77527.0354	-34695.7716	3518.8322	2108.7651	3238.5377
8582	77536.1956	-34699.7828	3518.8322	2108.7651	3238.9115
8583	77545.3559	-34703.7939	3518.8322	2108.7651	3239.2853
8584	77554.5162	-34707.8050	3518.8322	2108.7651	3239.6590
8585	77563.6765	-34711.8161	3518.8322	2108.7651	3240.0328
8586	77572.8368	-34715.8272	3518.8322	2108.7651	3240.4066
8587	77581.9971	-34719.8383	3518.8322	2108.7651	3240.7804
8588	77591.1574	-34723.8494	3518.8322	2108.7651	3241.1542
8589	77600.3177	-34727.8605	3518.8322	2108.7651	3241.5280
8590	77609.4780	-34731.8716	3518.8322	2108.7651	3241.9018
8591	77618.6383	-34735.8828	3518.8322	2108.7651	3242.2755
8592	77627.7986	-34739.8939	3518.8322	2108.7651	3242.6493
8593	77636.9589	-34743.9050	3518.8322	2108.7651	3243.0231
8594	77646.1192	-34747.9161	3518.8322	2108.7651	3243.3969
8595	77655.2795	-34751.9272	3518.8322	2108.7651	3243.7707
8596	77664.4398	-34755.9383	3518.8322	2108.7651	3244.1445
8597	77673.6001	-34759.9494	3518.8322	2108.7651	3244.5183
8598	77682.7604	-34763.9605	3518.8322	2108.7651	3244.8920
8599	77691.9206	-34767.9716	3518.8322	2108.7651	3245.2658
8600	77701.0809	-34771.9828	3518.8322	2108.7651	3245.6396
8601	77710.2412	-34775.9939	3518.8322	2108.7651	3246.0134
8602	77719.4015	-34780.0050	3518.8322	2108.7651	3246.3872
8603	77728.5618	-34784.0161	3518.8322	2108.7651	3246.7610
8604	77737.7221	-34788.0272	3518.8322	2108.7651	3247.1347
8605	77746.8824	-34792.0383	3518.8322	2108.7651	3247.5085
8606	77756.0427	-34796.0494	3518.8322	2108.7651	3247.8823
8607	77765.2030	-34800.0605	3518.8322	2108.7651	3248.2561
8608	77774.3633	-34804.0716	3518.8322	2108.7651	3248.6299
8609	77783.5236	-34808.0828	3518.8322	2108.7651	3249.0037
8610	77792.6839	-34812.0939	3518.8322	2108.7651	3249.3775
8611	77801.8442	-34816.1050	3518.8322	2108.7651	3249.7512
8612	77811.0045	-34820.1161	3518.8322	2108.7651	3250.1250
8613	77820.1648	-34824.1272	3518.8322	2108.7651	3250.4988
8614	77829.3251	-34828.1383	3518.8322	2108.7651	3250.8726
8615	77838.4854	-34832.1494	3518.8322	2108.7651	3251.2464
8616	77847.6456	-34836.1605	3518.8322	2108.7651	3251.6202
8617	77856.8059	-34840.1716	3518.8322	2108.7651	3251.9940
8618	77865.9662	-34844.1828	3518.8322	2108.7651	3252.3677
8619	77875.1265	-34848.1939	3518.8322	2108.7651	3252.7415
8620	77884.2868	-34852.2050	3518.8322	2108.7651	3253.1153
8621	77893.4471	-34856.2161	3518.8322	2108.7651	3253.4891
8622	77902.6074	-34860.2272	3518.8322	2108.7651	3253.8629
8623	77911.7677	-34864.2383	3518.8322	2108.7651	3254.2367
8624	77920.9280	-34868.2494	3518.8322	2108.7651	3254.6104
8625	77930.0883	-34872.2605	3518.8322	2108.7651	3254.9842
8626	77939.2486	-34876.2716	3518.8322	2108.7651	3255.3580
8627	77948.4089	-34880.2827	3518.8322	2108.7651	3255.7318
8628	77957.5692	-34884.2939	3518.8322	2108.7651	3256.1056
8629	77966.7295	-34888.3050	3518.8322	2108.7651	3256.4794
8630	77975.8898	-34892.3161	3518.8322	2108.7651	3256.8532
8631	77985.0501	-34896.3272	3518.8322	2108.7651	3257.2269
8632	77994.2104	-34900.3383	3518.8322	2108.7651	3257.6007
8633	78003.3706	-34904.3494	3518.8322	2108.7651	3257.9745
8634	78012.5309	-34908.3605	3518.8322	2108.7651	3258.3483
8635	78021.6912	-34912.3716	3518.8322	2108.7651	3258.7221
8636	78030.8515	-34916.3827	3518.8322	2108.7651	3259.0959
8637	78040.0118	-34920.3939	3518.8322	2108.7651	3259.4697
8638	78049.1721	-34924.4050	3518.8322	2108.7651	3259.8434
8639	78058.3324	-34928.4161	3518.8322	2108.7651	3260.2172
8640	78067.4927	-34932.4272	3518.8322	2108.7651	3260.5910
8641	78076.6530	-34936.4383	3518.8322	2108.7651	3260.9648
8642	78085.8133	-34940.4494	3518.8322	2108.7651	3261.3386
8643	78094.9736	-34944.4605	3518.8322	2108.7651	3261.7124
8644	78104.1339	-34948.4716	3518.8322	2108.7651	3262.0861
8645	78113.2942	-34952.4827	3518.8322	2108.7651	3262.4599
8646	78122.4545	-34956.4939	3518.8322	2108.7651	3262.8337
8647	78131.6148	-34960.5050	3518.8322	2108.7651	3263.2075
8648	78140.7751	-34964.5161	3518.8322	2108.7651	3263.5813
8649	78149.9354	-34968.5272	3518.8322	2108.7651	3263.9551
8650	78159.0956	-34972.5383	3518.8322	2108.7651	3264.3289
8651	78168.2559	-34976.5494	3518.8322	2108.7651	3264.7026
8652	78177.4162	-34980.5605	3518.8322	2108.7651	3265.0764
8653	78186.5765	-34984.5716	3518.8322	2108.7651	3265.4502
8654	78195.7368	-34988.5827	3518.8322	2108.7651	3265.8240
8655	78204.8971	-34992.5939	3518.8322	2108.7651	3266.1978
8656	78214.0574	-34996.6050	3518.8322	2108.7651	3266.5716
8657	78223.2177	-35000.6161	3518.8322	2108.7651	3266.9454
8658	78232.3780	-35004.6272	3518.8322	2108.7651	3267.3191
8659	78241.5383	-35008.6383	3518.8322	2108.7651	3267.6929
8660	78250.6986	-35012.6494	3518.8322	2108.7651	3268.0667
8661	78259.8589	-35016.6605	3518.8322	2108.7651	3268.4405
8662	78269.0192	-35020.6716	3518.8322	2108.7651	3268.8143
8663	78278.1795	-35024.6827	3518.8322	2108.7651	3269.1881
8664	78287.3398	-35028.6938	3518.8322	2108.7651	3269.5618
8665	78296.5001	-35032.7050	3518.8322	2108.7651	3269.9356
8666	78305.6604	-35036.7161	3518.8322	2108.7651	3270.3094
8667	78314.8207	-35040.7272	3518.8322	2108.7651	3270.6832
8668	78323.9809	-35044.7383	3518.8322	2108.7651	3271.0570
8669	78333.1412	-35048.7494	3518.8322	2108.7651	3271.4308
8670	78342.3015	-35052.7605	3518.8322	2108.7651	3271.8046
8671	78351.4618	-35056.7716	3518.8322	2108.7651	3272.1783
8672	78360.6221	-35060.7827	3518.8322	2108.7651	3272.5521
8673	78369.7824	-35064.7938	3518.8322	2108.7651	3272.9259
8674	78378.9427	-35068.8050	3518.8322	2108.7651	3273.2997
8675	78388.1030	-35072.8161	3518.8322	2108.7651	3273.6735
8676	78397.2633	-35076.8272	3518.8322	2108.7651	3274.0473
8677	78406.4236	-35080.8383	3518.8322	2108.7651	3274.4211
8678	78415.5839	-35084.8494	3518.8322	2108.7651	3274.7948
8679	78424.7442	-35088.8605	3518.8322	2108.7651	3275.1686
8680	78433.9045	-35092.8716	3518.8322	2108.7651	3275.5424
8681	78443.0648	-35096.8827	3518.8322	2108.7651	3275.9162
8682	78452.2251	-35100.8938	3518.8322	2108.7651	3276.2900
8683	78461.3854	-35104.9050	3518.8322	2108.7651	3276.6638
8684	78470.5457	-35108.9161	3518.8322	2108.7651	3277.0375
8685	78479.7059	-35112.9272	3518.8322	2108.7651	3277.4113
8686	78488.8662	-35116.9383	3518.8322	2108.7651	3277.7851
8687	78498.0265	-35120.9494	3518.8322	2108.7651	3278.1589
8688	78507.1868	-35124.9605	3518.8322	2108.7651	3278.5327
8689	78516.3471	-35128.9716	3518.8322	2108.7651	3278.9065
8690	78525.5074	-35132.9827	3518.8322	2108.7651	3279.2803
8691	78534.6677	-35136.9938	3518.8322	2108.7651	3279.6540
8692	78543.8280	-35141.0050	3518.8322	2108.7651	3280.0278
8693	78552.9883	-35145.0161	3518.8322	2108.7651	3280.4016
8694	78562.1486	-35149.0272	3518.8322	2108.7651	3280.7754
8695	78571.3089	-35153.0383	3518.8322	2108.7651	3281.1492
8696	78580.4692	-35157.0494	3518.8322	2108.7651	3281.5230
8697	78589.6295	-35161.0605	3518.8322	2108.7651	3281.8968
8698	78598.7898	-35165.0716	3518.8322	2108.7651	3282.2705
8699	78607.9501	-35169.0827	3518.8322	2108.7651	3282.6443
8700	78617.1104	-35173.0938	3518.8322	2108.7651	3283.0181
8701	78626.2707	-35177.1050	3518.8322	2108.7651	3283.3919
8702	78635.4309	-35181.1161	3518.8322	2108.7651	3283.7657
8703	78644.5912	-35185.1272	3518.8322	2108.7651	3284.1395
8704	78653.7515	-35189.1383	3518.8322	2108.7651	3284.5133
8705	78662.9118	-35193.1494	3518.8322	2108.7651	3284.8870
8706	78672.0721	-35197.1605	3518.8322	2108.7651	3285.2608
8707	78681.2324	-35201.1716	3518.8322	2108.7651	3285.6346
8708	78690.3927	-35205.1827	3518.8322	2108.7651	3286.0084
8709	78699.5530	-35209.1938	3518.8322	2108.7651	3286.3822
8710	78708.7133	-35213.2049	3518.8322	2108.7651	3286.7560
8711	78717.8736	-35217.2161	3518.8322	2108.7651	3287.1297
8712	78727.0339	-35221.2272	3518.8322	2108.7651	3287.5035
8713	78736.1942	-35225.2383	3518.8322	2108.7651	3287.8773
8714	78745.3545	-35229.2494	3518.8322	2108.7651	3288.2511
8715	78754.5148	-35233.2605	3518.8322	2108.7651	3288.6249
8716	78763.6751	-35237.2716	3518.8322	2108.7651	3288.9987
8717	78772.8354	-35241.2827	3518.8322	2108.7651	3289.3725
8718	78781.9957	-35245.2938	3518.8322	2108.7651	3289.7462
8719	78791.1559	-35249.3049	3518.8322	2108.7651	3290.1200
8720	78800.3162	-35253.3161	3518.8322	2108.7651	3290.4938
8721	78809.4765	-35257.3272	3518.8322	2108.7651	3290.8676
8722	78818.6368	-35261.3383	3518.8322	2108.7651	3291.2414
8723	78827.7971	-35265.3494	3518.8322	2108.7651	3291.6152
8724	78836.9574	-35269.3605	3518.8322	2108.7651	3291.9890
8725	78846.1177	-35273.3716	3518.8322	2108.7651	3292.3627
8726	78855.2780	-35277.3827	3518.8322	2108.7651	3292.7365
8727	78864.4383	-35281.3938	3518.8322	2108.7651	3293.1103
8728	78873.5986	-35285.4049	3518.8322	2108.7651	3293.4841
8729	78882.7589	-35289.4161	3518.8322	2108.7651	3293.8579
8730	78891.9192	-35293.4272	3518.8322	2108.7651	3294.2317
8731	78901.0795	-35297.4383	3518.8322	2108.7651	3294.6054
8732	78910.2398	-35301.4494	3518.8322	2108.7651	3294.9792
8733	78919.4001	-35305.4605	3518.8322	2108.7651	3295.3530
8734	78928.5604	-35309.4716	3518.8322	2108.7651	3295.7268
8735	78937.7207	-35313.4827	3518.8322	2108.7651	3296.1006
8736	78946.8809	-35317.4938	3518.8322	2108.7651	3296.4744
8737	78956.0412	-35321.5049	3518.8322	2108.7651	3296.8482
8738	78965.2015	-35325.5161	3518.8322	2108.7651	3297.2219
8739	78974.3618	-35329.5272	3518.8322	2108.7651	3297.5957
8740	78983.5221	-35333.5383	3518.8322	2108.7651	3297.9695
8741	78992.6824	-35337.5494	3518.8322	2108.7651	3298.3433
8742	79001.8427	-35341.5605	3518.8322	2108.7651	3298.7171
8743	79011.0030	-35345.5716	3518.8322	2108.7651	3299.0909
8744	79020.1633	-35349.5827	3518.8322	2108.7651	3299.4647
8745	79029.3236	-35353.5938	3518.8322	2108.7651	3299.8384
8746	79038.4839	-35357.6049	3518.8322	2108.7651	3300.2122
8747	79047.6442	-35361.6161	3518.8322	2108.7651	3300.5860
8748	79056.8045	-35365.6272	3518.8322	2108.7651	3300.9598
8749	79065.9648	-35369.6383	3518.8322	2108.7651	3301.3336
8750	79075.1251	-35373.6494	3518.8322	2108.7651	3301.7074
8751	79084.2854	-35377.6605	3518.8322	2108.7651	3302.0811
8752	79093.4457	-35381.6716	3518.8322	2108.7651	3302.4549
8753	79102.6060	-35385.6827	3518.8322	2108.7651	3302.8287
8754	79111.7662	-35389.6938	3518.8322	2108.7651	3303.2025
8755	79120.9265	-35393.7049	3518.8322	2108.7651	3303.5763
8756	79130.0868	-35397.7160	3518.8322	2108.7651	3303.9501
8757	79139.2471	-35401.7272	3518.8322	2108.7651	3304.3239
8758	79148.4074	-35405.7383	3518.8322	2108.7651	3304.6976
8759	79157.5677	-35409.7494	3518.8322	2108.7651	3305.0714
8760	79166.7280	-35413.7605	3518.8322	2108.7651	3305.4452
8761	79175.8883	-35417.7716	3518.8322	2108.7651	3305.8190
8762	79185.0486	-35421.7827	3518.8322	2108.7651	3306.1928
8763	79194.2089	-35425.7938	3518.8322	2108.7651	3306.5666
8764	79203.3692	-35429.8049	3518.8322	2108.7651	3306.9404
8765	79212.5295	-35433.8160	3518.8322	2108.7651	3307.3141
8766	79221.6898	-35437.8272	3518.8322	2108.7651	3307.6879
8767	79230.8501	-35441.8383	3518.8322	2108.7651	3308.0617
8768	79240.0104	-35445.8494	3518.8322	2108.7651	3308.4355
8769	79249.1707	-35449.8605	3518.8322	2108.7651	3308.8093
8770	79258.3310	-35453.8716	3518.8322	2108.7651	3309.1831
8771	79267.4912	-35457.8827	3518.8322	2108.7651	3309.5568
8772	79276.6515	-35461.8938	3518.8322	2108.7651	3309.9306
8773	79285.8118	-35465.9049	3518.8322	2108.7651	3310.3044
8774	79294.9721	-35469.9160	3518.8322	2108.7651	3310.6782
8775	79304.1324	-35473.9272	3518.8322	2108.7651	3311.0520
8776	79313.2927	-35477.9383	3518.8322	2108.7651	3311.4258
8777	79322.4530	-35481.9494	3518.8322	2108.7651	3311.7996
8778	79331.6133	-35485.9605	3518.8322	2108.7651	3312.1733
8779	79340.7736	-35489.9716	3518.8322	2108.7651	3312.5471
8780	79349.9339	-35493.9827	3518.8322	2108.7651	3312.9209
8781	79359.0942	-35497.9938	3518.8322	2108.7651	3313.2947
8782	79368.2545	-35502.0049	3518.8322	2108.7651	3313.6685
8783	79377.4148	-35506.0160	3518.8322	2108.7651	3314.0423
8784	79386.5751	-35510.0272	3518.8322	2108.7651	3314.4161
8785	79395.7354	-35514.0383	3518.8322	2108.7651	3314.7898
8786	79404.8957	-35518.0494	3518.8322	2108.7651	3315.1636
8787	79414.0560	-35522.0605	3518.8322	2108.7651	3315.5374
8788	79423.2162	-35526.0716	3518.8322	2108.7651	3315.9112
8789	79432.3765	-35530.0827	3518.8322	2108.7651	3316.2850
8790	79441.5368	-35534.0938	3518.8322	2108.7651	3316.6588
8791	79450.6971	-35538.1049	3518.8322	2108.7651	3317.0325
8792	79459.8574	-35542.1160	3518.8322	2108.7651	3317.4063
8793	79469.0177	-35546.1272	3518.8322	2108.7651	3317.7801
8794	79478.1780	-35550.1383	3518.8322	2108.7651	3318.1539
8795	79487.3383	-35554.1494	3518.8322	2108.7651	3318.5277
8796	79496.4986	-35558.1605	3518.8322	2108.7651	3318.9015
8797	79505.6589	-35562.1716	3518.8322	2108.7651	3319.2753
8798	79514.8192	-35566.1827	3518.8322	2108.7651	3319.6490
8799	79523.9795	-35570.1938	3518.8322	2108.7651	3320.0228
8800	79533.1398	-35574.2049	3518.8322	2108.7651	3320.3966
8801	79542.3001	-35578.2160	3518.8322	2108.7651	3320.7704
8802	79551.4604	-35582.2271	3518.8322	2108.7651	3321.1442
8803	79560.6207	-35586.2383	3518.8322	2108.7651	3321.5180
8804	79569.7810	-35590.2494	3518.8322	2108.7651	3321.8918
8805	79578.9412	-35594.2605	3518.8322	2108.7651	3322.2655
8806	79588.1015	-35598.2716	3518.8322	2108.7651	3322.6393
8807	79597.2618	-35602.2827	3518.8322	2108.7651	3323.0131
8808	79606.4221	-35606.2938	3518.8322	2108.7651	3323.3869
8809	79615.5824	-35610.3049	3518.8322	2108.7651	3323.7607
8810	79624.7427	-35614.3160	3518.8322	2108.7651	3324.1345
8811	79633.9030	-35618.3271	3518.8322	2108.7651	3324.5082
8812	79643.0633	-35622.3383	3518.8322	2108.7651	3324.8820
8813	79652.2236	-35626.3494	3518.8322	2108.7651	3325.2558
8814	79661.3839	-35630.3605	3518.8322	2108.7651	3325.6296
8815	79670.5442	-35634.3716	3518.8322	2108.7651	3326.0034
8816	79679.7045	-35638.3827	3518.8322	2108.7651	3326.3772
8817	79688.8648	-35642.3938	3518.8322	2108.7651	3326.7510
8818	79698.0251	-35646.4049	3518.8322	2108.7651	3327.1247
8819	79707.1854	-35650.4160	3518.8322	2108.7651	3327.4985
8820	79716.3457	-35654.4271	3518.8322	2108.7651	3327.8723
8821	79725.5060	-35658.4383	3518.8322	2108.7651	3328.2461
8822	79734.6663	-35662.4494	3518.8322	2108.7651	3328.6199
8823	79743.8265	-35666.4605	3518.8322	2108.7651	3328.9937
8824	79752.9868	-35670.4716	3518.8322	2108.7651	3329.3675
8825	79762.1471	-35674.4827	3518.8322	2108.7651	3329.7412
8826	79771.3074	-35678.4938	3518.8322	2108.7651	3330.1150
8827	79780.4677	-35682.5049	3518.8322	2108.7651	3330.4888
8828	79789.6280	-35686.5160	3518.8322	2108.7651	3330.8626
8829	79798.7883	-35690.5271	3518.8322	2108.7651	3331.2364
8830	79807.9486	-35694.5383	3518.8322	2108.7651	3331.6102
8831	79817.1089	-35698.5494	3518.8322	2108.7651	3331.9840
8832	79826.2692	-35702.5605	3518.8322	2108.7651	3332.3577
8833	79835.4295	-35706.5716	3518.8322	2108.7651	3332.7315
8834	79844.5898	-35710.5827	3518.8322	2108.7651	3333.1053
8835	79853.7501	-35714.5938	3518.8322	2108.7651	3333.4791
8836	79862.9104	-35718.6049	3518.8322	2108.7651	3333.8529
8837	79872.0707	-35722.6160	3518.8322	2108.7651	3334.2267
8838	79881.2310	-35726.6271	3518.8322	2108.7651	3334.6004
8839	79890.3913	-35730.6383	3518.8322	2108.7651	3334.9742
8840	79899.5515	-35734.6494	3518.8322	2108.7651	3335.3480
8841	79908.7118	-35738.6605	3518.8322	2108.7651	3335.7218
8842	79917.8721	-35742.6716	3518.8322	2108.7651	3336.0956
8843	79927.0324	-35746.6827	3518.8322	2108.7651	3336.4694
8844	79936.1927	-35750.6938	3518.8322	2108.7651	3336.8432
8845	79945.3530	-35754.7049	3518.8322	2108.7651	3337.2169
8846	79954.5133	-35758.7160	3518.8322	2108.7651	3337.5907
8847	79963.6736	-35762.7271	3518.8322	2108.7651	3337.9645
8848	79972.8339	-35766.7382	3518.8322	2108.7651	3338.3383
8849	79981.9942	-35770.7494	3518.8322	2108.7651	3338.7121
8850	79991.1545	-35774.7605	3518.8322	2108.7651	3339.0859
8851	80000.3148	-35778.7716	3518.8322	2108.7651	3339.4597
8852	80009.4751	-35782.7827	3518.8322	2108.7651	3339.8334
8853	80018.6354	-35786.7938	3518.8322	2108.7651	3340.2072
8854	80027.7957	-35790.8049	3518.8322	2108.7651	3340.5810
8855	80036.9560	-35794.8160	3518.8322	2108.7651	3340.9548
8856	80046.1163	-35798.8271	3518.8322	2108.7651	3341.3286
8857	80055.2765	-35802.8382	3518.8322	2108.7651	3341.7024
8858	80064.4368	-35806.8494	3518.8322	2108.7651	3342.0761
8859	80073.5971	-35810.8605	3518.8322	2108.7651	3342.4499
8860	80082.7574	-35814.8716	3518.8322	2108.7651	3342.8237
8861	80091.9177	-35818.8827	3518.8322	2108.7651	3343.1975
8862	80101.0780	-35822.8938	3518.8322	2108.7651	3343.5713
8863	80110.2383	-35826.9049	3518.8322	2108.7651	3343.9451
8864	80119.3986	-35830.9160	3518.8322	2108.7651	3344.3189
8865	80128.5589	-35834.9271	3518.8322	2108.7651	3344.6926
8866	80137.7192	-35838.9382	3518.8322	2108.7651	3345.0664
8867	80146.8795	-35842.9494	3518.8322	2108.7651	3345.4402
8868	80156.0398	-35846.9605	3518.8322	2108.7651	3345.8140
8869	80165.2001	-35850.9716	3518.8322	2108.7651	3346.1878
8870	80174.3604	-35854.9827	3518.8322	2108.7651	3346.5616
8871	80183.5207	-35858.9938	3518.8322	2108.7651	3346.9354
8872	80192.6810	-35863.0049	3518.8322	2108.7651	3347.3091
8873	80201.8413	-35867.0160	3518.8322	2108.7651	3347.6829
8874	80211.0015	-35871.0271	3518.8322	2108.7651	3348.0567
8875	80220.1618	-35875.0382	3518.8322	2108.7651	3348.4305
8876	80229.3221	-35879.0494	3518.8322	2108.7651	3348.8043
8877	80238.4824	-35883.0605	3518.8322	2108.7651	3349.1781
8878	80247.6427	-35887.0716	3518.8322	2108.7651	3349.5518
8879	80256.8030	-35891.0827	3518.8322	2108.7651	3349.9256
