calc_step	x	y	z	R	time
452	3072.0149	-2083.2397	3400.2382	1963.0044	189.3513
453	3081.0089	-2087.3606	3401.6969	1964.6515	189.7895
454	3090.0049	-2091.4802	3403.1460	1966.2887	190.2277
455	3099.0031	-2095.5985	3404.5855	1967.9163	190.6658
456	3108.0034	-2099.7156	3406.0153	1969.5341	191.1038
457	3117.0058	-2103.8314	3407.4356	1971.1421	191.5419
458	3126.0102	-2107.9460	3408.8462	1972.7405	191.9798
459	3135.0168	-2112.0593	3410.2474	1974.3292	192.4178
460	3144.0253	-2116.1714	3411.6389	1975.9081	192.8557
461	3153.0359	-2120.2822	3413.0209	1977.4774	193.2935
462	3162.0486	-2124.3918	3414.3934	1979.0370	193.7313
463	3171.0632	-2128.5002	3415.7564	1980.5869	194.1690
464	3180.0798	-2132.6074	3417.1099	1982.1272	194.6067
465	3189.0984	-2136.7134	3418.4539	1983.6578	195.0444
466	3198.1189	-2140.8181	3419.7884	1985.1788	195.4820
467	3207.1413	-2144.9217	3421.1135	1986.6901	195.9196
468	3216.1657	-2149.0241	3422.4291	1988.1918	196.3571
469	3225.1920	-2153.1253	3423.7353	1989.6839	196.7946
470	3234.2202	-2157.2254	3425.0320	1991.1663	197.2320
471	3243.2502	-2161.3243	3426.3194	1992.6392	197.6694
472	3252.2821	-2165.4220	3427.5973	1994.1025	198.1067
473	3261.3159	-2169.5186	3428.8659	1995.5562	198.5440
474	3270.3515	-2173.6140	3430.1251	1997.0003	198.9813
475	3279.3889	-2177.7084	3431.3749	1998.4348	199.4185
476	3288.4281	-2181.8015	3432.6154	1999.8598	199.8557
477	3297.4691	-2185.8936	3433.8466	2001.2752	200.2928
478	3306.5118	-2189.9846	3435.0684	2002.6811	200.7299
479	3315.5563	-2194.0744	3436.2809	2004.0775	201.1669
480	3324.6025	-2198.1632	3437.4841	2005.4643	201.6039
481	3333.6505	-2202.2508	3438.6781	2006.8416	202.0409
482	3342.7002	-2206.3374	3439.8628	2008.2094	202.4778
483	3351.7515	-2210.4229	3441.0382	2009.5677	202.9147
484	3360.8046	-2214.5073	3442.2043	2010.9164	203.3515
485	3369.8593	-2218.5907	3443.3612	2012.2557	203.7883
486	3378.9156	-2222.6730	3444.5089	2013.5856	204.2250
487	3387.9736	-2226.7543	3445.6474	2014.9059	204.6617
488	3397.0332	-2230.8345	3446.7766	2016.2168	205.0984
489	3406.0944	-2234.9137	3447.8967	2017.5182	205.5350
490	3415.1572	-2238.9918	3449.0076	2018.8102	205.9716
491	3424.2216	-2243.0690	3450.1093	2020.0927	206.4081
492	3433.2876	-2247.1451	3451.2019	2021.3658	206.8446
493	3442.3551	-2251.2203	3452.2853	2022.6295	207.2811
494	3451.4241	-2255.2944	3453.3596	2023.8838	207.7175
495	3460.4946	-2259.3676	3454.4247	2025.1286	208.1539
496	3469.5667	-2263.4398	3455.4808	2026.3641	208.5902
497	3478.6402	-2267.5110	3456.5277	2027.5901	209.0265
498	3487.7152	-2271.5812	3457.5656	2028.8068	209.4628
499	3496.7917	-2275.6505	3458.5943	2030.0141	209.8990
500	3505.8697	-2279.7188	3459.6140	2031.2120	210.3352
501	3514.9490	-2283.7862	3460.6247	2032.4006	210.7713
502	3524.0298	-2287.8527	3461.6263	2033.5797	211.2074
503	3533.1120	-2291.9182	3462.6188	2034.7496	211.6435
504	3542.1956	-2295.9828	3463.6023	2035.9101	212.0795
505	3551.2806	-2300.0465	3464.5768	2037.0613	212.5155
506	3560.3669	-2304.1093	3465.5423	2038.2031	212.9515
507	3569.4546	-2308.1712	3466.4988	2039.3356	213.3874
508	3578.5436	-2312.2323	3467.4463	2040.4588	213.8233
509	3587.6340	-2316.2924	3468.3848	2041.5727	214.2591
510	3596.7256	-2320.3516	3469.3144	2042.6773	214.6949
511	3605.8186	-2324.4100	3470.2350	2043.7726	215.1307
512	3614.9128	-2328.4676	3471.1467	2044.8586	215.5664
513	3624.0084	-2332.5242	3472.0494	2045.9354	216.0021
514	3633.1051	-2336.5801	3472.9432	2047.0028	216.4377
515	3642.2032	-2340.6351	3473.8281	2048.0610	216.8734
516	3651.3024	-2344.6892	3474.7041	2049.1100	217.3089
517	3660.4029	-2348.7426	3475.5712	2050.1497	217.7445
518	3669.5045	-2352.7951	3476.4294	2051.1801	218.1800
519	3678.6074	-2356.8469	3477.2787	2052.2013	218.6155
520	3687.7114	-2360.8978	3478.1192	2053.2133	219.0509
521	3696.8166	-2364.9480	3478.9507	2054.2161	219.4863
522	3705.9230	-2368.9973	3479.7735	2055.2097	219.9217
523	3715.0305	-2373.0459	3480.5874	2056.1940	220.3570
524	3724.1391	-2377.0938	3481.3925	2057.1692	220.7923
525	3733.2488	-2381.1408	3482.1887	2058.1351	221.2276
526	3742.3597	-2385.1872	3482.9762	2059.0919	221.6629
527	3751.4716	-2389.2327	3483.7548	2060.0394	222.0981
528	3760.5846	-2393.2776	3484.5247	2060.9779	222.5332
529	3769.6986	-2397.3217	3485.2858	2061.9071	222.9684
530	3778.8137	-2401.3651	3486.0381	2062.8272	223.4035
531	3787.9299	-2405.4078	3486.7816	2063.7381	223.8386
532	3797.0470	-2409.4498	3487.5164	2064.6399	224.2736
533	3806.1652	-2413.4910	3488.2424	2065.5325	224.7086
534	3815.2843	-2417.5316	3488.9597	2066.4160	225.1436
535	3824.4045	-2421.5716	3489.6683	2067.2904	225.5786
536	3833.5256	-2425.6108	3490.3681	2068.1556	226.0135
537	3842.6477	-2429.6494	3491.0593	2069.0117	226.4484
538	3851.7707	-2433.6873	3491.7417	2069.8588	226.8832
539	3860.8946	-2437.7246	3492.4154	2070.6967	227.3180
540	3870.0195	-2441.7612	3493.0805	2071.5255	227.7528
541	3879.1453	-2445.7972	3493.7368	2072.3452	228.1876
542	3888.2720	-2449.8326	3494.3846	2073.1559	228.6223
543	3897.3995	-2453.8674	3495.0236	2073.9574	229.0570
544	3906.5279	-2457.9015	3495.6540	2074.7499	229.4917
545	3915.6572	-2461.9351	3496.2757	2075.5334	229.9264
546	3924.7874	-2465.9680	3496.8889	2076.3077	230.3610
547	3933.9183	-2470.0004	3497.4934	2077.0731	230.7956
548	3943.0501	-2474.0322	3498.0892	2077.8294	231.2301
549	3952.1827	-2478.0634	3498.6765	2078.5766	231.6647
550	3961.3161	-2482.0941	3499.2551	2079.3148	232.0992
551	3970.4503	-2486.1242	3499.8252	2080.0440	232.5337
552	3979.5853	-2490.1537	3500.3867	2080.7641	232.9681
553	3988.7210	-2494.1827	3500.9396	2081.4753	233.4026
554	3997.8574	-2498.2112	3501.4839	2082.1774	233.8370
555	4006.9946	-2502.2392	3502.0197	2082.8705	234.2713
556	4016.1326	-2506.2667	3502.5469	2083.5546	234.7057
557	4025.2712	-2510.2936	3503.0656	2084.2298	235.1400
558	4034.4105	-2514.3200	3503.5757	2084.8959	235.5743
559	4043.5506	-2518.3460	3504.0773	2085.5531	236.0086
560	4052.6913	-2522.3715	3504.5704	2086.2013	236.4428
561	4061.8326	-2526.3965	3505.0550	2086.8405	236.8770
562	4070.9746	-2530.4210	3505.5310	2087.4708	237.3112
563	4080.1173	-2534.4451	3505.9986	2088.0921	237.7454
564	4089.2606	-2538.4687	3506.4576	2088.7045	238.1795
565	4098.4045	-2542.4919	3506.9082	2089.3079	238.6137
566	4107.5490	-2546.5146	3507.3503	2089.9024	239.0478
567	4116.6941	-2550.5370	3507.7839	2090.4879	239.4818
568	4125.8398	-2554.5589	3508.2091	2091.0646	239.9159
569	4134.9861	-2558.5803	3508.6258	2091.6323	240.3499
570	4144.1329	-2562.6014	3509.0341	2092.1910	240.7839
571	4153.2802	-2566.6221	3509.4339	2092.7409	241.2179
572	4162.4281	-2570.6424	3509.8253	2093.2819	241.6519
573	4171.5765	-2574.6623	3510.2083	2093.8140	242.0858
574	4180.7255	-2578.6819	3510.5828	2094.3371	242.5197
575	4189.8749	-2582.7011	3510.9489	2094.8514	242.9536
576	4199.0248	-2586.7199	3511.3067	2095.3569	243.3875
577	4208.1752	-2590.7384	3511.6560	2095.8534	243.8214
578	4217.3261	-2594.7565	3511.9969	2096.3411	244.2552
579	4226.4774	-2598.7744	3512.3295	2096.8199	244.6890
580	4235.6292	-2602.7918	3512.6537	2097.2898	245.1228
581	4244.7813	-2606.8090	3512.9695	2097.7509	245.5566
582	4253.9340	-2610.8259	3513.2769	2098.2031	245.9903
583	4263.0870	-2614.8425	3513.5760	2098.6465	246.4241
584	4272.2404	-2618.8587	3513.8668	2099.0811	246.8578
585	4281.3942	-2622.8747	3514.1491	2099.5068	247.2915
586	4290.5484	-2626.8904	3514.4232	2099.9237	247.7252
587	4299.7029	-2630.9059	3514.6889	2100.3318	248.1588
588	4308.8578	-2634.9211	3514.9463	2100.7311	248.5925
589	4318.0130	-2638.9360	3515.1954	2101.1216	249.0261
590	4327.1686	-2642.9507	3515.4362	2101.5032	249.4597
591	4336.3244	-2646.9652	3515.6687	2101.8761	249.8933
592	4345.4806	-2650.9794	3515.8929	2102.2401	250.3269
593	4354.6371	-2654.9934	3516.1087	2102.5954	250.7604
594	4363.7939	-2659.0072	3516.3163	2102.9419	251.1940
595	4372.9509	-2663.0208	3516.5157	2103.2796	251.6275
596	4382.1082	-2667.0342	3516.7067	2103.6086	252.0610
597	4391.2657	-2671.0475	3516.8895	2103.9287	252.4945
598	4400.4235	-2675.0605	3517.0640	2104.2402	252.9280
599	4409.5815	-2679.0734	3517.2303	2104.5428	253.3615
600	4418.7398	-2683.0861	3517.3884	2104.8367	253.7949
601	4427.8982	-2687.0986	3517.5381	2105.1219	254.2283
602	4437.0569	-2691.1110	3517.6797	2105.3983	254.6618
603	4446.2157	-2695.1233	3517.8130	2105.6660	255.0952
604	4455.3747	-2699.1354	3517.9381	2105.9249	255.5286
605	4464.5338	-2703.1474	3518.0550	2106.1752	255.9619
606	4473.6931	-2707.1593	3518.1637	2106.4167	256.3953
607	4482.8526	-2711.1711	3518.2642	2106.6495	256.8287
608	4492.0122	-2715.1828	3518.3565	2106.8736	257.2620
609	4501.1719	-2719.1943	3518.4406	2107.0889	257.6953
610	4510.3317	-2723.2059	3518.5165	2107.2956	258.1286
611	4519.4916	-2727.2173	3518.5842	2107.4936	258.5620
612	4528.6516	-2731.2286	3518.6437	2107.6829	258.9952
613	4537.8116	-2735.2400	3518.6951	2107.8635	259.4285
614	4546.9718	-2739.2512	3518.7383	2108.0355	259.8618
615	4556.1319	-2743.2624	3518.7734	2108.1987	260.2951
616	4565.2922	-2747.2736	3518.8003	2108.3533	260.7283
617	4574.4524	-2751.2847	3518.8190	2108.4992	261.1616
618	4583.6127	-2755.2959	3518.8297	2108.6365	261.5948
619	4592.7730	-2759.3070	3518.8322	2108.7651	262.0280
620	4601.9333	-2763.3181	3518.8322	2108.7651	262.8350
621	4611.0936	-2767.3292	3518.8322	2108.7651	263.2088
622	4620.2539	-2771.3403	3518.8322	2108.7651	263.5826
623	4629.4142	-2775.3514	3518.8322	2108.7651	263.9564
624	4638.5745	-2779.3625	3518.8322	2108.7651	264.3301
625	4647.7348	-2783.3736	3518.8322	2108.7651	264.7039
626	4656.8951	-2787.3847	3518.8322	2108.7651	265.0777
627	4666.0554	-2791.3959	3518.8322	2108.7651	265.4515
628	4675.2157	-2795.4070	3518.8322	2108.7651	265.8253
629	4684.3759	-2799.4181	3518.8322	2108.7651	266.1991
630	4693.5362	-2803.4292	3518.8322	2108.7651	266.5728
631	4702.6965	-2807.4403	3518.8322	2108.7651	266.9466
632	4711.8568	-2811.4514	3518.8322	2108.7651	267.3204
633	4721.0171	-2815.4625	3518.8322	2108.7651	267.6942
634	4730.1774	-2819.4736	3518.8322	2108.7651	268.0680
635	4739.3377	-2823.4847	3518.8322	2108.7651	268.4418
636	4748.4980	-2827.4959	3518.8322	2108.7651	268.8156
637	4757.6583	-2831.5070	3518.8322	2108.7651	269.1893
638	4766.8186	-2835.5181	3518.8322	2108.7651	269.5631
639	4775.9789	-2839.5292	3518.8322	2108.7651	269.9369
640	4785.1392	-2843.5403	3518.8322	2108.7651	270.3107
641	4794.2995	-2847.5514	3518.8322	2108.7651	270.6845
642	4803.4598	-2851.5625	3518.8322	2108.7651	271.0583
643	4812.6201	-2855.5736	3518.8322	2108.7651	271.4321
644	4821.7804	-2859.5847	3518.8322	2108.7651	271.8058
645	4830.9407	-2863.5959	3518.8322	2108.7651	272.1796
646	4840.1009	-2867.6070	3518.8322	2108.7651	272.5534
647	4849.2612	-2871.6181	3518.8322	2108.7651	272.9272
648	4858.4215	-2875.6292	3518.8322	2108.7651	273.3010
649	4867.5818	-2879.6403	3518.8322	2108.7651	273.6748
650	4876.7421	-2883.6514	3518.8322	2108.7651	274.0485
651	4885.9024	-2887.6625	3518.8322	2108.7651	274.4223
652	4895.0627	-2891.6736	3518.8322	2108.7651	274.7961
653	4904.2230	-2895.6847	3518.8322	2108.7651	275.1699
654	4913.3833	-2899.6959	3518.8322	2108.7651	275.5437
655	4922.5436	-2903.7070	3518.8322	2108.7651	275.9175
656	4931.7039	-2907.7181	3518.8322	2108.7651	276.2913
657	4940.8642	-2911.7292	3518.8322	2108.7651	276.6650
658	4950.0245	-2915.7403	3518.8322	2108.7651	277.0388
659	4959.1848	-2919.7514	3518.8322	2108.7651	277.4126
660	4968.3451	-2923.7625	3518.8322	2108.7651	277.7864
661	4977.5054	-2927.7736	3518.8322	2108.7651	278.1602
662	4986.6657	-2931.7847	3518.8322	2108.7651	278.5340
663	4995.8259	-2935.7959	3518.8322	2108.7651	278.9078
664	5004.9862	-2939.8070	3518.8322	2108.7651	279.2815
665	5014.1465	-2943.8181	3518.8322	2108.7651	279.6553
666	5023.3068	-2947.8292	3518.8322	2108.7651	280.0291
667	5032.4671	-2951.8403	3518.8322	2108.7651	280.4029
668	5041.6274	-2955.8514	3518.8322	2108.7651	280.7767
669	5050.7877	-2959.8625	3518.8322	2108.7651	281.1505
670	5059.9480	-2963.8736	3518.8322	2108.7651	281.5242
671	5069.1083	-2967.8847	3518.8322	2108.7651	281.8980
672	5078.2686	-2971.8958	3518.8322	2108.7651	282.2718
673	5087.4289	-2975.9070	3518.8322	2108.7651	282.6456
674	5096.5892	-2979.9181	3518.8322	2108.7651	283.0194
675	5105.7495	-2983.9292	3518.8322	2108.7651	283.3932
676	5114.9098	-2987.9403	3518.8322	2108.7651	283.7670
677	5124.0701	-2991.9514	3518.8322	2108.7651	284.1407
678	5133.2304	-2995.9625	3518.8322	2108.7651	284.5145
679	5142.3907	-2999.9736	3518.8322	2108.7651	284.8883
680	5151.5509	-3003.9847	3518.8322	2108.7651	285.2621
681	5160.7112	-3007.9958	3518.8322	2108.7651	285.6359
682	5169.8715	-3012.0070	3518.8322	2108.7651	286.0097
683	5179.0318	-3016.0181	3518.8322	2108.7651	286.3835
684	5188.1921	-3020.0292	3518.8322	2108.7651	286.7572
685	5197.3524	-3024.0403	3518.8322	2108.7651	287.1310
686	5206.5127	-3028.0514	3518.8322	2108.7651	287.5048
687	5215.6730	-3032.0625	3518.8322	2108.7651	287.8786
688	5224.8333	-3036.0736	3518.8322	2108.7651	288.2524
689	5233.9936	-3040.0847	3518.8322	2108.7651	288.6262
690	5243.1539	-3044.0958	3518.8322	2108.7651	289.0000
691	5252.3142	-3048.1070	3518.8322	2108.7651	289.3737
692	5261.4745	-3052.1181	3518.8322	2108.7651	289.7475
693	5270.6348	-3056.1292	3518.8322	2108.7651	290.1213
694	5279.7951	-3060.1403	3518.8322	2108.7651	290.4951
695	5288.9554	-3064.1514	3518.8322	2108.7651	290.8689
696	5298.1157	-3068.1625	3518.8322	2108.7651	291.2427
697	5307.2760	-3072.1736	3518.8322	2108.7651	291.6164
698	5316.4362	-3076.1847	3518.8322	2108.7651	291.9902
699	5325.5965	-3080.1958	3518.8322	2108.7651	292.3640
700	5334.7568	-3084.2070	3518.8322	2108.7651	292.7378
701	5343.9171	-3088.2181	3518.8322	2108.7651	293.1116
702	5353.0774	-3092.2292	3518.8322	2108.7651	293.4854
703	5362.2377	-3096.2403	3518.8322	2108.7651	293.8592
704	5371.3980	-3100.2514	3518.8322	2108.7651	294.2329
705	5380.5583	-3104.2625	3518.8322	2108.7651	294.6067
706	5389.7186	-3108.2736	3518.8322	2108.7651	294.9805
707	5398.8789	-3112.2847	3518.8322	2108.7651	295.3543
708	5408.0392	-3116.2958	3518.8322	2108.7651	295.7281
709	5417.1995	-3120.3069	3518.8322	2108.7651	296.1019
710	5426.3598	-3124.3181	3518.8322	2108.7651	296.4757
711	5435.5201	-3128.3292	3518.8322	2108.7651	296.8494
712	5444.6804	-3132.3403	3518.8322	2108.7651	297.2232
713	5453.8407	-3136.3514	3518.8322	2108.7651	297.5970
714	5463.0010	-3140.3625	3518.8322	2108.7651	297.9708
715	5472.1612	-3144.3736	3518.8322	2108.7651	298.3446
716	5481.3215	-3148.3847	3518.8322	2108.7651	298.7184
717	5490.4818	-3152.3958	3518.8322	2108.7651	299.0921
718	5499.6421	-3156.4069	3518.8322	2108.7651	299.4659
719	5508.8024	-3160.4181	3518.8322	2108.7651	299.8397
720	5517.9627	-3164.4292	3518.8322	2108.7651	300.2135
721	5527.1230	-3168.4403	3518.8322	2108.7651	300.5873
722	5536.2833	-3172.4514	3518.8322	2108.7651	300.9611
723	5545.4436	-3176.4625	3518.8322	2108.7651	301.3349
724	5554.6039	-3180.4736	3518.8322	2108.7651	301.7086
725	5563.7642	-3184.4847	3518.8322	2108.7651	302.0824
726	5572.9245	-3188.4958	3518.8322	2108.7651	302.4562
727	5582.0848	-3192.5069	3518.8322	2108.7651	302.8300
728	5591.2451	-3196.5181	3518.8322	2108.7651	303.2038
729	5600.4054	-3200.5292	3518.8322	2108.7651	303.5776
730	5609.5657	-3204.5403	3518.8322	2108.7651	303.9514
731	5618.7260	-3208.5514	3518.8322	2108.7651	304.3251
732	5627.8862	-3212.5625	3518.8322	2108.7651	304.6989
733	5637.0465	-3216.5736	3518.8322	2108.7651	305.0727
734	5646.2068	-3220.5847	3518.8322	2108.7651	305.4465
735	5655.3671	-3224.5958	3518.8322	2108.7651	305.8203
736	5664.5274	-3228.6069	3518.8322	2108.7651	306.1941
737	5673.6877	-3232.6181	3518.8322	2108.7651	306.5678
738	5682.8480	-3236.6292	3518.8322	2108.7651	306.9416
739	5692.0083	-3240.6403	3518.8322	2108.7651	307.3154
740	5701.1686	-3244.6514	3518.8322	2108.7651	307.6892
741	5710.3289	-3248.6625	3518.8322	2108.7651	308.0630
742	5719.4892	-3252.6736	3518.8322	2108.7651	308.4368
743	5728.6495	-3256.6847	3518.8322	2108.7651	308.8106
744	5737.8098	-3260.6958	3518.8322	2108.7651	309.1843
745	5746.9701	-3264.7069	3518.8322	2108.7651	309.5581
746	5756.1304	-3268.7181	3518.8322	2108.7651	309.9319
747	5765.2907	-3272.7292	3518.8322	2108.7651	310.3057
748	5774.4510	-3276.7403	3518.8322	2108.7651	310.6795
749	5783.6112	-3280.7514	3518.8322	2108.7651	311.0533
750	5792.7715	-3284.7625	3518.8322	2108.7651	311.4271
751	5801.9318	-3288.7736	3518.8322	2108.7651	311.8008
752	5811.0921	-3292.7847	3518.8322	2108.7651	312.1746
753	5820.2524	-3296.7958	3518.8322	2108.7651	312.5484
754	5829.4127	-3300.8069	3518.8322	2108.7651	312.9222
755	5838.5730	-3304.8180	3518.8322	2108.7651	313.2960
756	5847.7333	-3308.8292	3518.8322	2108.7651	313.6698
757	5856.8936	-3312.8403	3518.8322	2108.7651	314.0435
758	5866.0539	-3316.8514	3518.8322	2108.7651	314.4173
759	5875.2142	-3320.8625	3518.8322	2108.7651	314.7911
760	5884.3745	-3324.8736	3518.8322	2108.7651	315.1649
761	5893.5348	-3328.8847	3518.8322	2108.7651	315.5387
762	5902.6951	-3332.8958	3518.8322	2108.7651	315.9125
763	5911.8554	-3336.9069	3518.8322	2108.7651	316.2863
764	5921.0157	-3340.9180	3518.8322	2108.7651	316.6600
765	5930.1760	-3344.9292	3518.8322	2108.7651	317.0338
766	5939.3362	-3348.9403	3518.8322	2108.7651	317.4076
767	5948.4965	-3352.9514	3518.8322	2108.7651	317.7814
768	5957.6568	-3356.9625	3518.8322	2108.7651	318.1552
769	5966.8171	-3360.9736	3518.8322	2108.7651	318.5290
770	5975.9774	-3364.9847	3518.8322	2108.7651	318.9028
771	5985.1377	-3368.9958	3518.8322	2108.7651	319.2765
772	5994.2980	-3373.0069	3518.8322	2108.7651	319.6503
773	6003.4583	-3377.0180	3518.8322	2108.7651	320.0241
774	6012.6186	-3381.0292	3518.8322	2108.7651	320.3979
775	6021.7789	-3385.0403	3518.8322	2108.7651	320.7717
776	6030.9392	-3389.0514	3518.8322	2108.7651	321.1455
777	6040.0995	-3393.0625	3518.8322	2108.7651	321.5192
778	6049.2598	-3397.0736	3518.8322	2108.7651	321.8930
779	6058.4201	-3401.0847	3518.8322	2108.7651	322.2668
780	6067.5804	-3405.0958	3518.8322	2108.7651	322.6406
781	6076.7407	-3409.1069	3518.8322	2108.7651	323.0144
782	6085.9010	-3413.1180	3518.8322	2108.7651	323.3882
783	6095.0613	-3417.1292	3518.8322	2108.7651	323.7620
784	6104.2215	-3421.1403	3518.8322	2108.7651	324.1357
785	6113.3818	-3425.1514	3518.8322	2108.7651	324.5095
786	6122.5421	-3429.1625	3518.8322	2108.7651	324.8833
787	6131.7024	-3433.1736	3518.8322	2108.7651	325.2571
788	6140.8627	-3437.1847	3518.8322	2108.7651	325.6309
789	6150.0230	-3441.1958	3518.8322	2108.7651	326.0047
790	6159.1833	-3445.2069	3518.8322	2108.7651	326.3785
791	6168.3436	-3449.2180	3518.8322	2108.7651	326.7522
792	6177.5039	-3453.2292	3518.8322	2108.7651	327.1260
793	6186.6642	-3457.2403	3518.8322	2108.7651	327.4998
794	6195.8245	-3461.2514	3518.8322	2108.7651	327.8736
795	6204.9848	-3465.2625	3518.8322	2108.7651	328.2474
796	6214.1451	-3469.2736	3518.8322	2108.7651	328.6212
797	6223.3054	-3473.2847	3518.8322	2108.7651	328.9949
798	6232.4657	-3477.2958	3518.8322	2108.7651	329.3687
799	6241.6260	-3481.3069	3518.8322	2108.7651	329.7425
800	6250.7863	-3485.3180	3518.8322	2108.7651	330.1163
801	6259.9465	-3489.3291	3518.8322	2108.7651	330.4901
802	6269.1068	-3493.3403	3518.8322	2108.7651	330.8639
803	6278.2671	-3497.3514	3518.8322	2108.7651	331.2377
804	6287.4274	-3501.3625	3518.8322	2108.7651	331.6114
805	6296.5877	-3505.3736	3518.8322	2108.7651	331.9852
806	6305.7480	-3509.3847	3518.8322	2108.7651	332.3590
807	6314.9083	-3513.3958	3518.8322	2108.7651	332.7328
808	6324.0686	-3517.4069	3518.8322	2108.7651	333.1066
809	6333.2289	-3521.4180	3518.8322	2108.7651	333.4804
810	6342.3892	-3525.4291	3518.8322	2108.7651	333.8542
811	6351.5495	-3529.4403	3518.8322	2108.7651	334.2279
812	6360.7098	-3533.4514	3518.8322	2108.7651	334.6017
813	6369.8701	-3537.4625	3518.8322	2108.7651	334.9755
814	6379.0304	-3541.4736	3518.8322	2108.7651	335.3493
815	6388.1907	-3545.4847	3518.8322	2108.7651	335.7231
816	6397.3510	-3549.4958	3518.8322	2108.7651	336.0969
817	6406.5113	-3553.5069	3518.8322	2108.7651	336.4707
818	6415.6715	-3557.5180	3518.8322	2108.7651	336.8444
819	6424.8318	-3561.5291	3518.8322	2108.7651	337.2182
820	6433.9921	-3565.5403	3518.8322	2108.7651	337.5920
821	6443.1524	-3569.5514	3518.8322	2108.7651	337.9658
822	6452.3127	-3573.5625	3518.8322	2108.7651	338.3396
823	6461.4730	-3577.5736	3518.8322	2108.7651	338.7134
824	6470.6333	-3581.5847	3518.8322	2108.7651	339.0871
825	6479.7936	-3585.5958	3518.8322	2108.7651	339.4609
826	6488.9539	-3589.6069	3518.8322	2108.7651	339.8347
827	6498.1142	-3593.6180	3518.8322	2108.7651	340.2085
828	6507.2745	-3597.6291	3518.8322	2108.7651	340.5823
829	6516.4348	-3601.6403	3518.8322	2108.7651	340.9561
830	6525.5951	-3605.6514	3518.8322	2108.7651	341.3299
831	6534.7554	-3609.6625	3518.8322	2108.7651	341.7036
832	6543.9157	-3613.6736	3518.8322	2108.7651	342.0774
833	6553.0760	-3617.6847	3518.8322	2108.7651	342.4512
834	6562.2363	-3621.6958	3518.8322	2108.7651	342.8250
835	6571.3965	-3625.7069	3518.8322	2108.7651	343.1988
836	6580.5568	-3629.7180	3518.8322	2108.7651	343.5726
837	6589.7171	-3633.7291	3518.8322	2108.7651	343.9464
838	6598.8774	-3637.7403	3518.8322	2108.7651	344.3201
839	6608.0377	-3641.7514	3518.8322	2108.7651	344.6939
840	6617.1980	-3645.7625	3518.8322	2108.7651	345.0677
841	6626.3583	-3649.7736	3518.8322	2108.7651	345.4415
842	6635.5186	-3653.7847	3518.8322	2108.7651	345.8153
843	6644.6789	-3657.7958	3518.8322	2108.7651	346.1891
844	6653.8392	-3661.8069	3518.8322	2108.7651	346.5628
845	6662.9995	-3665.8180	3518.8322	2108.7651	346.9366
846	6672.1598	-3669.8291	3518.8322	2108.7651	347.3104
847	6681.3201	-3673.8402	3518.8322	2108.7651	347.6842
848	6690.4804	-3677.8514	3518.8322	2108.7651	348.0580
849	6699.6407	-3681.8625	3518.8322	2108.7651	348.4318
850	6708.8010	-3685.8736	3518.8322	2108.7651	348.8056
851	6717.9613	-3689.8847	3518.8322	2108.7651	349.1793
852	6727.1216	-3693.8958	3518.8322	2108.7651	349.5531
853	6736.2818	-3697.9069	3518.8322	2108.7651	349.9269
