massloading(kg/m2)	area(sqkm)	sqrtA(km)	dist_from_vent(m)	x(m)	y(m)	dir(deg)	Mean(phi)	F(percent)
8.3872e-01	640.7200	25.3124	63854.1991	51637.00	-37563.00	126.0	2.3725	100.0000
8.3493e-01	642.0800	25.3393	63929.2917	51437.00	-37963.00	126.4	2.4019	100.0000
8.3429e-01	642.3200	25.3440	63972.0559	51637.00	-37763.00	126.2	2.3853	100.0000
8.3076e-01	644.0400	25.3779	64016.0413	51837.00	-37563.00	125.9	2.3691	100.0000
8.2861e-01	645.1600	25.4000	64090.3202	51637.00	-37963.00	126.3	2.3983	100.0000
8.2702e-01	645.8000	25.4126	64133.6007	51837.00	-37763.00	126.1	2.3818	100.0000
8.2256e-01	647.9200	25.4543	64178.0986	52037.00	-37563.00	125.8	2.3658	100.0000
8.2203e-01	648.2000	25.4598	64251.5676	51837.00	-37963.00	126.2	2.3947	100.0000
8.1950e-01	649.4000	25.4833	64295.3617	52037.00	-37763.00	126.0	2.3784	100.0000
8.1582e-01	650.9200	25.5131	64369.9397	51837.00	-38163.00	126.4	2.4077	100.0000
8.1520e-01	651.2400	25.5194	64413.0324	52037.00	-37963.00	126.1	2.3911	100.0000
8.1175e-01	653.1600	25.5570	64457.3373	52237.00	-37763.00	125.9	2.3750	100.0000
8.0967e-01	654.0800	25.5750	64531.1083	52037.00	-38163.00	126.3	2.4041	100.0000
8.0812e-01	655.2400	25.5977	64574.7128	52237.00	-37963.00	126.0	2.3877	100.0000
8.0377e-01	657.4400	25.6406	64619.5260	52437.00	-37763.00	125.8	2.3717	100.0000
8.0327e-01	657.6000	25.6437	64692.4937	52237.00	-38163.00	126.2	2.4005	100.0000
8.0080e-01	658.7600	25.6663	64736.6074	52437.00	-37963.00	125.9	2.3842	100.0000
7.9723e-01	660.6400	25.7029	64810.6777	52237.00	-38363.00	126.3	2.4135	100.0000
7.9662e-01	660.9200	25.7084	64854.0942	52437.00	-38163.00	126.0	2.3970	100.0000
7.9325e-01	662.6000	25.7410	64898.7145	52637.00	-37963.00	125.8	2.3808	100.0000
7.9125e-01	663.5600	25.7597	64971.9843	52437.00	-38363.00	126.2	2.4099	100.0000
7.8973e-01	664.5600	25.7791	65015.9083	52637.00	-38163.00	125.9	2.3935	100.0000
7.8549e-01	666.9200	25.8248	65061.0324	52837.00	-37963.00	125.7	2.3775	100.0000
7.8501e-01	667.1600	25.8294	65133.5055	52637.00	-38363.00	126.1	2.4063	100.0000
7.8260e-01	668.0800	25.8472	65177.9344	52837.00	-38163.00	125.8	2.3901	100.0000
7.7913e-01	669.6000	25.8766	65251.5037	52637.00	-38563.00	126.2	2.4193	100.0000
7.7854e-01	670.0000	25.8844	65295.2398	52837.00	-38363.00	126.0	2.4028	100.0000
7.7526e-01	671.7200	25.9176	65340.1709	53037.00	-38163.00	125.7	2.3867	100.0000
7.7331e-01	672.6400	25.9353	65412.9463	52837.00	-38563.00	126.1	2.4157	100.0000
7.7184e-01	673.2400	25.9469	65457.1855	53037.00	-38363.00	125.9	2.3993	100.0000
7.6771e-01	675.3600	25.9877	65502.6163	53237.00	-38163.00	125.6	2.3834	100.0000
7.6726e-01	675.5200	25.9908	65574.6013	53037.00	-38563.00	126.0	2.4121	100.0000
7.6492e-01	676.8000	26.0154	65619.3412	53237.00	-38363.00	125.8	2.3959	100.0000
7.6153e-01	678.8000	26.0538	65692.4161	53037.00	-38763.00	126.2	2.4251	100.0000
7.6097e-01	679.2000	26.0615	65736.4673	53237.00	-38563.00	125.9	2.4086	100.0000
7.5778e-01	681.3200	26.1021	65781.7052	53437.00	-38363.00	125.7	2.3926	100.0000
7.5588e-01	682.4400	26.1236	65853.9926	53237.00	-38763.00	126.1	2.4215	100.0000
7.5445e-01	683.4400	26.1427	65898.5428	53437.00	-38563.00	125.8	2.4052	100.0000
7.5043e-01	685.1200	26.1748	65944.2760	53637.00	-38363.00	125.6	2.3893	100.0000
7.4999e-01	685.4000	26.1801	66015.7795	53437.00	-38763.00	126.0	2.4179	100.0000
7.4772e-01	686.4800	26.2008	66060.8260	53637.00	-38563.00	125.7	2.4018	100.0000
7.4441e-01	688.5200	26.2397	66133.4132	53437.00	-38963.00	126.1	2.4309	100.0000
7.4387e-01	688.8000	26.2450	66177.7753	53637.00	-38763.00	125.9	2.4144	100.0000
7.4077e-01	690.5600	26.2785	66223.3157	53837.00	-38563.00	125.6	2.3985	100.0000
7.3892e-01	691.3200	26.2930	66295.1215	53637.00	-38963.00	126.0	2.4273	100.0000
7.3754e-01	691.8400	26.3029	66339.9784	53837.00	-38763.00	125.8	2.4110	100.0000
7.3363e-01	693.9200	26.3424	66386.0101	54037.00	-38563.00	125.5	2.3952	100.0000
7.3320e-01	694.2400	26.3484	66457.0383	53837.00	-38963.00	125.9	2.4238	100.0000
7.3099e-01	695.4000	26.3704	66502.3875	54037.00	-38763.00	125.7	2.4076	100.0000
7.2776e-01	697.3200	26.4068	66574.4931	53837.00	-39163.00	126.0	2.4367	100.0000
7.2726e-01	697.6400	26.4129	66619.1619	54037.00	-38963.00	125.8	2.4203	100.0000
7.2424e-01	699.8400	26.4545	66665.0008	54237.00	-38763.00	125.6	2.4043	100.0000
7.2243e-01	701.0400	26.4772	66736.3315	54037.00	-39163.00	125.9	2.4331	100.0000
7.2110e-01	701.7200	26.4900	66781.4910	54237.00	-38963.00	125.7	2.4169	100.0000
7.1730e-01	703.6400	26.5262	66827.8171	54437.00	-38763.00	125.5	2.4011	100.0000
7.1687e-01	703.7200	26.5277	66898.3762	54237.00	-39163.00	125.8	2.4296	100.0000
7.1474e-01	705.2000	26.5556	66944.0239	54437.00	-38963.00	125.6	2.4135	100.0000
7.1157e-01	706.7200	26.5842	67015.6544	54237.00	-39363.00	126.0	2.4424	100.0000
7.1110e-01	707.0000	26.5895	67060.6258	54437.00	-39163.00	125.7	2.4261	100.0000
7.0817e-01	709.3200	26.6331	67106.7593	54637.00	-38963.00	125.5	2.4102	100.0000
7.0639e-01	710.1600	26.6488	67177.6208	54437.00	-39363.00	125.9	2.4389	100.0000
7.0511e-01	710.9600	26.6638	67223.0789	54637.00	-39163.00	125.6	2.4227	100.0000
7.0142e-01	712.6000	26.6946	67269.6955	54837.00	-38963.00	125.4	2.4070	100.0000
7.0099e-01	712.8800	26.6998	67339.7916	54637.00	-39363.00	125.8	2.4354	100.0000
6.9893e-01	714.1200	26.7230	67385.7339	54837.00	-39163.00	125.5	2.4194	100.0000
6.9583e-01	715.5200	26.7492	67456.8954	54637.00	-39563.00	125.9	2.4482	100.0000
6.9538e-01	716.0000	26.7582	67502.1654	54837.00	-39363.00	125.7	2.4320	100.0000
6.9255e-01	717.8000	26.7918	67548.5895	55037.00	-39163.00	125.4	2.4161	100.0000
6.9080e-01	718.8400	26.8112	67618.9880	54837.00	-39563.00	125.8	2.4447	100.0000
6.8957e-01	719.6800	26.8269	67664.7407	55037.00	-39363.00	125.6	2.4286	100.0000
6.8598e-01	721.6400	26.8634	67711.6440	55237.00	-39163.00	125.3	2.4129	100.0000
6.8555e-01	721.9200	26.8686	67781.2831	55037.00	-39563.00	125.7	2.4412	100.0000
6.8355e-01	722.8800	26.8864	67827.5161	55237.00	-39363.00	125.5	2.4253	100.0000
6.8052e-01	724.4400	26.9154	67898.2145	55037.00	-39763.00	125.8	2.4540	100.0000
6.8010e-01	724.8400	26.9229	67943.7792	55237.00	-39563.00	125.6	2.4378	100.0000
6.7735e-01	726.8800	26.9607	67990.4901	55437.00	-39363.00	125.4	2.4220	100.0000
6.7563e-01	728.0400	26.9822	68060.4315	55237.00	-39763.00	125.7	2.4505	100.0000
6.7445e-01	729.0000	27.0000	68106.4750	55437.00	-39563.00	125.5	2.4344	100.0000
6.7096e-01	730.6800	27.0311	68153.6612	55637.00	-39363.00	125.3	2.4188	100.0000
6.7053e-01	730.8400	27.0341	68222.8491	55437.00	-39763.00	125.7	2.4470	100.0000
6.6860e-01	731.8000	27.0518	68269.3690	55637.00	-39563.00	125.4	2.4311	100.0000
6.6562e-01	733.1600	27.0769	68339.6103	55437.00	-39963.00	125.8	2.4598	100.0000
6.6523e-01	733.6400	27.0858	68385.4658	55637.00	-39763.00	125.6	2.4436	100.0000
6.6257e-01	735.6400	27.1227	68432.4597	55837.00	-39563.00	125.3	2.4279	100.0000
6.6087e-01	736.7600	27.1433	68501.9499	55637.00	-39963.00	125.7	2.4563	100.0000
6.5974e-01	737.6400	27.1595	68548.2803	55837.00	-39763.00	125.5	2.4403	100.0000
6.5636e-01	739.9600	27.2022	68595.7458	56037.00	-39563.00	125.2	2.4247	100.0000
6.5592e-01	740.1600	27.2059	68664.4882	55837.00	-39963.00	125.6	2.4529	100.0000
6.5406e-01	741.6000	27.2323	68711.2912	56037.00	-39763.00	125.4	2.4370	100.0000
6.5113e-01	743.2400	27.2624	68781.0813	55837.00	-40163.00	125.7	2.4656	100.0000
6.5077e-01	743.6000	27.2690	68827.2238	56037.00	-39963.00	125.5	2.4495	100.0000
6.4819e-01	745.5600	27.3049	68874.4970	56237.00	-39763.00	125.3	2.4338	100.0000
6.4652e-01	746.8400	27.3284	68943.5417	56037.00	-40163.00	125.6	2.4621	100.0000
6.4543e-01	747.5200	27.3408	68990.1554	56237.00	-39963.00	125.4	2.4461	100.0000
6.4214e-01	749.7200	27.3810	69037.8964	56437.00	-39763.00	125.2	2.4306	100.0000
6.4170e-01	750.1600	27.3890	69106.1990	56237.00	-40163.00	125.5	2.4587	100.0000
6.3990e-01	751.2400	27.4088	69153.2815	56437.00	-39963.00	125.3	2.4429	100.0000
6.3703e-01	752.6400	27.4343	69222.6259	56237.00	-40363.00	125.7	2.4714	100.0000
6.3669e-01	752.9600	27.4401	69269.0518	56437.00	-40163.00	125.4	2.4553	100.0000
6.3419e-01	754.9600	27.4765	69316.6007	56637.00	-39963.00	125.2	2.4397	100.0000
6.3254e-01	756.1600	27.4984	69385.2055	56437.00	-40363.00	125.6	2.4679	100.0000
6.3150e-01	756.7600	27.5093	69432.0988	56637.00	-40163.00	125.3	2.4520	100.0000
6.2831e-01	758.9200	27.5485	69480.1118	56837.00	-39963.00	125.1	2.4365	100.0000
6.2786e-01	759.3600	27.5565	69547.9801	56637.00	-40363.00	125.5	2.4645	100.0000
6.2612e-01	760.4000	27.5754	69595.3385	56837.00	-40163.00	125.2	2.4487	100.0000
6.2330e-01	762.1600	27.6072	69664.2429	56637.00	-40563.00	125.6	2.4772	100.0000
6.2299e-01	762.3600	27.6109	69710.9485	56837.00	-40363.00	125.4	2.4611	100.0000
6.2057e-01	764.2400	27.6449	69758.7696	57037.00	-40163.00	125.2	2.4456	100.0000
6.1894e-01	765.5200	27.6680	69826.9399	56837.00	-40563.00	125.5	2.4737	100.0000
6.1794e-01	766.2000	27.6803	69874.1092	57037.00	-40363.00	125.3	2.4578	100.0000
6.1485e-01	768.0000	27.7128	69922.3908	57237.00	-40163.00	125.1	2.4424	100.0000
6.1439e-01	768.3600	27.7193	69989.8302	57037.00	-40563.00	125.4	2.4703	100.0000
6.1271e-01	769.2400	27.7352	70037.4610	57237.00	-40363.00	125.2	2.4546	100.0000
6.0993e-01	771.0800	27.7683	70105.9308	57037.00	-40763.00	125.6	2.4829	100.0000
6.0966e-01	771.2800	27.7719	70152.9125	57237.00	-40563.00	125.3	2.4670	100.0000
6.0731e-01	773.0000	27.8029	70201.0024	57437.00	-40363.00	125.1	2.4514	100.0000
6.0570e-01	774.2400	27.8252	70268.7437	57237.00	-40763.00	125.5	2.4795	100.0000
6.0474e-01	775.0400	27.8395	70316.1855	57437.00	-40563.00	125.2	2.4637	100.0000
6.0174e-01	777.0000	27.8747	70364.7322	57637.00	-40363.00	125.0	2.4483	100.0000
6.0127e-01	777.3200	27.8805	70431.7481	57437.00	-40763.00	125.4	2.4761	100.0000
5.9965e-01	778.6000	27.9034	70479.6477	57637.00	-40563.00	125.1	2.4605	100.0000
5.9692e-01	780.0400	27.9292	70547.6884	57437.00	-40963.00	125.5	2.4887	100.0000
5.9667e-01	780.2000	27.9321	70594.9427	57637.00	-40763.00	125.3	2.4728	100.0000
5.9440e-01	782.3600	27.9707	70643.2979	57837.00	-40563.00	125.0	2.4573	100.0000
5.9280e-01	783.6800	27.9943	70710.6155	57637.00	-40963.00	125.4	2.4852	100.0000
5.9189e-01	784.4800	28.0086	70758.3263	57837.00	-40763.00	125.2	2.4695	100.0000
5.8898e-01	786.8800	28.0514	70807.1348	58037.00	-40563.00	125.0	2.4542	100.0000
5.8849e-01	787.1600	28.0564	70873.7324	57837.00	-40963.00	125.3	2.4819	100.0000
5.8693e-01	788.1600	28.0742	70921.8975	58037.00	-40763.00	125.1	2.4663	100.0000
5.8424e-01	789.7200	28.1020	70989.5143	57837.00	-41163.00	125.4	2.4944	100.0000
5.8402e-01	789.9200	28.1055	71037.0378	58037.00	-40963.00	125.2	2.4786	100.0000
5.8182e-01	791.4400	28.1325	71085.6549	58237.00	-40763.00	125.0	2.4632	100.0000
5.8023e-01	792.7200	28.1553	71152.5540	58037.00	-41163.00	125.3	2.4910	100.0000
5.7936e-01	793.4000	28.1674	71200.5305	58237.00	-40963.00	125.1	2.4753	100.0000
5.7654e-01	796.0400	28.2142	71249.5975	58437.00	-40763.00	124.9	2.4601	100.0000
5.7605e-01	796.4400	28.2213	71315.7818	58237.00	-41163.00	125.3	2.4876	100.0000
5.7454e-01	797.4400	28.2390	71364.2091	58437.00	-40963.00	125.0	2.4721	100.0000
5.7189e-01	799.4400	28.2744	71431.4072	58237.00	-41363.00	125.4	2.5001	100.0000
5.7169e-01	799.5200	28.2758	71479.1965	58437.00	-41163.00	125.2	2.4843	100.0000
5.6956e-01	801.0400	28.3027	71528.0724	58637.00	-40963.00	124.9	2.4690	100.0000
5.6799e-01	802.0400	28.3203	71594.5580	58437.00	-41363.00	125.3	2.4967	100.0000
5.6716e-01	802.7200	28.3323	71642.7968	58637.00	-41163.00	125.1	2.4811	100.0000
5.6443e-01	804.9600	28.3718	71692.1191	58837.00	-40963.00	124.8	2.4659	100.0000
5.6392e-01	805.5600	28.3824	71757.8953	58637.00	-41363.00	125.2	2.4934	100.0000
5.6247e-01	806.4400	28.3979	71806.5814	58837.00	-41163.00	125.0	2.4779	100.0000
5.5985e-01	808.2000	28.4289	71873.3660	58637.00	-41563.00	125.3	2.5058	100.0000
5.5968e-01	808.3600	28.4317	71921.4178	58837.00	-41363.00	125.1	2.4901	100.0000
5.5762e-01	809.9600	28.4598	71970.5491	59037.00	-41163.00	124.9	2.4748	100.0000
5.5606e-01	811.1200	28.4802	72036.6264	58837.00	-41563.00	125.2	2.5024	100.0000
5.5527e-01	811.8400	28.4928	72085.1242	59037.00	-41363.00	125.0	2.4869	100.0000
5.5262e-01	814.2400	28.5349	72134.6986	59237.00	-41163.00	124.8	2.4718	100.0000
5.5210e-01	814.7600	28.5440	72200.0716	59037.00	-41563.00	125.1	2.4991	100.0000
5.5070e-01	815.6800	28.5601	72249.0134	59237.00	-41363.00	124.9	2.4837	100.0000
5.4812e-01	817.7600	28.5965	72315.3894	59037.00	-41763.00	125.3	2.5115	100.0000
5.4797e-01	817.8800	28.5986	72363.7004	59237.00	-41563.00	125.1	2.4958	100.0000
5.4598e-01	819.2000	28.6217	72413.0840	59437.00	-41363.00	124.8	2.4806	100.0000
5.4443e-01	820.7600	28.6489	72478.7578	59237.00	-41763.00	125.2	2.5081	100.0000
5.4368e-01	821.2800	28.6580	72527.5116	59437.00	-41563.00	125.0	2.4926	100.0000
5.4111e-01	823.6000	28.6984	72577.3349	59637.00	-41363.00	124.7	2.4776	100.0000
5.4058e-01	824.1200	28.7075	72642.3096	59437.00	-41763.00	125.1	2.5048	100.0000
5.3923e-01	825.2800	28.7277	72691.5039	59637.00	-41563.00	124.9	2.4895	100.0000
5.3668e-01	827.4400	28.7653	72757.4762	59437.00	-41963.00	125.2	2.5172	100.0000
5.3655e-01	827.5600	28.7673	72806.0433	59637.00	-41763.00	125.0	2.5016	100.0000
5.3463e-01	829.3600	28.7986	72855.6761	59837.00	-41563.00	124.8	2.4864	100.0000
5.3309e-01	830.7200	28.8222	72920.9513	59637.00	-41963.00	125.1	2.5138	100.0000
5.3238e-01	831.1200	28.8292	72969.9578	59837.00	-41763.00	124.9	2.4984	100.0000
5.2989e-01	833.0800	28.8631	73020.0270	60037.00	-41563.00	124.7	2.4834	100.0000
5.2934e-01	833.4800	28.8701	73084.6081	59837.00	-41963.00	125.0	2.5105	100.0000
5.2805e-01	834.6400	28.8901	73134.0518	60037.00	-41763.00	124.8	2.4952	100.0000
5.2553e-01	836.7600	28.9268	73199.6253	59837.00	-42163.00	125.2	2.5228	100.0000
5.2542e-01	837.0000	28.9310	73248.4453	60037.00	-41963.00	125.0	2.5073	100.0000
5.2357e-01	838.4400	28.9558	73298.3243	60237.00	-41763.00	124.7	2.4922	100.0000
5.2204e-01	839.6400	28.9765	73363.2056	60037.00	-42163.00	125.1	2.5195	100.0000
5.2136e-01	840.1600	28.9855	73412.4617	60237.00	-41963.00	124.9	2.5041	100.0000
5.1895e-01	842.6800	29.0290	73462.7738	60437.00	-41763.00	124.6	2.4892	100.0000
5.1838e-01	843.2000	29.0379	73526.9661	60237.00	-42163.00	125.0	2.5162	100.0000
5.1714e-01	844.0800	29.0531	73576.6562	60437.00	-41963.00	124.8	2.5010	100.0000
5.1465e-01	845.8000	29.0826	73641.8355	60237.00	-42363.00	125.1	2.5284	100.0000
5.1457e-01	845.8400	29.0833	73690.9054	60437.00	-42163.00	124.9	2.5129	100.0000
5.1277e-01	847.3600	29.1094	73741.0275	60637.00	-41963.00	124.7	2.4979	100.0000
5.1125e-01	848.5600	29.1301	73805.5197	60437.00	-42363.00	125.0	2.5251	100.0000
5.1060e-01	849.2800	29.1424	73855.0224	60637.00	-42163.00	124.8	2.5098	100.0000
5.0827e-01	851.3600	29.1781	73905.5745	60837.00	-41963.00	124.6	2.4949	100.0000
5.0769e-01	852.0400	29.1897	73969.3824	60637.00	-42363.00	124.9	2.5218	100.0000
5.0650e-01	853.0000	29.2062	74019.3160	60837.00	-42163.00	124.7	2.5067	100.0000
5.0404e-01	855.4800	29.2486	74084.1058	60637.00	-42563.00	125.1	2.5340	100.0000
5.0398e-01	855.5200	29.2493	74133.4225	60837.00	-42363.00	124.9	2.5186	100.0000
5.0224e-01	856.9600	29.2739	74183.7849	61037.00	-42163.00	124.6	2.5036	100.0000
5.0073e-01	858.2800	29.2964	74247.8925	60837.00	-42563.00	125.0	2.5307	100.0000
5.0012e-01	858.6400	29.3026	74297.6388	61037.00	-42363.00	124.8	2.5154	100.0000
4.9786e-01	860.6800	29.3373	74348.4279	61237.00	-42163.00	124.5	2.5006	100.0000
4.9726e-01	861.4400	29.3503	74411.8562	61037.00	-42563.00	124.9	2.5274	100.0000
4.9611e-01	862.5200	29.3687	74462.0302	61237.00	-42363.00	124.7	2.5123	100.0000
4.9369e-01	864.7600	29.4068	74526.4352	61037.00	-42763.00	125.0	2.5396	100.0000
4.9364e-01	864.8400	29.4082	74575.9957	61237.00	-42563.00	124.8	2.5242	100.0000
4.9197e-01	866.2000	29.4313	74626.5954	61437.00	-42363.00	124.6	2.5093	100.0000
4.9046e-01	867.3600	29.4510	74690.3229	61237.00	-42763.00	124.9	2.5363	100.0000
4.8988e-01	867.9200	29.4605	74740.3100	61437.00	-42563.00	124.7	2.5211	100.0000
4.8769e-01	870.2800	29.5005	74791.3333	61637.00	-42363.00	124.5	2.5063	100.0000
4.8708e-01	871.0400	29.5134	74854.3862	61437.00	-42763.00	124.8	2.5330	100.0000
4.8598e-01	872.3600	29.5357	74904.7978	61637.00	-42563.00	124.6	2.5180	100.0000
4.8358e-01	874.5200	29.5723	74968.8224	61437.00	-42963.00	125.0	2.5451	100.0000
4.8355e-01	874.6000	29.5736	75018.6239	61637.00	-42763.00	124.8	2.5298	100.0000
4.8194e-01	876.1600	29.6000	75069.4581	61837.00	-42563.00	124.5	2.5149	100.0000
4.8043e-01	877.1200	29.6162	75132.8100	61637.00	-42963.00	124.9	2.5418	100.0000
4.7989e-01	877.5600	29.6236	75183.0349	61837.00	-42763.00	124.7	2.5267	100.0000
4.7777e-01	879.7200	29.6601	75234.2896	62037.00	-42563.00	124.5	2.5120	100.0000
4.7714e-01	880.4400	29.6722	75296.9716	61837.00	-42963.00	124.8	2.5386	100.0000
4.7609e-01	881.6400	29.6924	75347.6180	62037.00	-42763.00	124.6	2.5236	100.0000
4.7371e-01	883.4400	29.7227	75411.2667	61837.00	-43163.00	124.9	2.5506	100.0000
4.7371e-01	883.5200	29.7241	75461.3062	62037.00	-42963.00	124.7	2.5354	100.0000
4.7215e-01	885.0400	29.7496	75512.3721	62237.00	-42763.00	124.5	2.5206	100.0000
4.7065e-01	886.3200	29.7711	75575.3527	62037.00	-43163.00	124.8	2.5473	100.0000
4.7014e-01	886.9200	29.7812	75625.8126	62237.00	-42963.00	124.6	2.5322	100.0000
4.6809e-01	888.9200	29.8148	75677.2961	62437.00	-42763.00	124.4	2.5176	100.0000
4.6744e-01	889.6800	29.8275	75739.6114	62237.00	-43163.00	124.7	2.5441	100.0000
4.6643e-01	890.8800	29.8476	75790.4898	62437.00	-42963.00	124.5	2.5292	100.0000
4.6410e-01	893.0000	29.8831	75904.0416	62437.00	-43163.00	124.7	2.5409	100.0000
4.6259e-01	894.2400	29.9038	75955.3365	62637.00	-42963.00	124.4	2.5262	100.0000
4.6110e-01	895.5200	29.9252	76017.9501	62437.00	-43363.00	124.8	2.5528	100.0000
4.6061e-01	895.9200	29.9319	76068.6423	62637.00	-43163.00	124.6	2.5378	100.0000
4.5863e-01	898.0000	29.9666	76120.3517	62837.00	-42963.00	124.4	2.5232	100.0000
4.5797e-01	898.6800	29.9780	76182.3046	62637.00	-43363.00	124.7	2.5496	100.0000
4.5700e-01	899.5600	29.9927	76233.4122	62837.00	-43163.00	124.5	2.5347	100.0000
4.5471e-01	901.9600	30.0326	76346.8293	62837.00	-43363.00	124.6	2.5464	100.0000
4.5326e-01	903.7200	30.0619	76398.3504	63037.00	-43163.00	124.4	2.5317	100.0000
4.5177e-01	905.2000	30.0865	76460.6012	62837.00	-43563.00	124.7	2.5582	100.0000
4.5131e-01	905.9200	30.0985	76511.5229	63037.00	-43363.00	124.5	2.5433	100.0000
4.4939e-01	907.5200	30.1251	76563.4556	63237.00	-43163.00	124.3	2.5288	100.0000
4.4872e-01	908.5200	30.1417	76625.0503	63037.00	-43563.00	124.6	2.5550	100.0000
4.4779e-01	909.6800	30.1609	76676.3845	63237.00	-43363.00	124.4	2.5402	100.0000
4.4554e-01	912.4000	30.2060	76789.6682	63237.00	-43563.00	124.6	2.5519	100.0000
4.4414e-01	913.8800	30.2304	76841.4129	63437.00	-43363.00	124.4	2.5372	100.0000
4.4265e-01	914.9600	30.2483	76903.3051	63237.00	-43763.00	124.7	2.5636	100.0000
4.4223e-01	915.7600	30.2615	76954.4537	63437.00	-43563.00	124.5	2.5488	100.0000
4.4037e-01	917.7600	30.2946	77006.6071	63637.00	-43363.00	124.3	2.5343	100.0000
4.3968e-01	918.8000	30.3117	77067.8476	63437.00	-43763.00	124.6	2.5604	100.0000
4.3879e-01	919.8800	30.3295	77119.4057	63637.00	-43563.00	124.4	2.5457	100.0000
4.3658e-01	921.9200	30.3631	77232.5575	63637.00	-43763.00	124.5	2.5573	100.0000
4.3523e-01	923.2400	30.3849	77284.5233	63837.00	-43563.00	124.3	2.5427	100.0000
4.3375e-01	924.7200	30.4092	77346.0609	63637.00	-43963.00	124.6	2.5690	100.0000
4.3335e-01	925.1200	30.4158	77397.4337	63837.00	-43763.00	124.4	2.5542	100.0000
4.3156e-01	927.5200	30.4552	77449.8053	64037.00	-43563.00	124.2	2.5398	100.0000
4.3085e-01	928.2400	30.4670	77510.6956	63837.00	-43963.00	124.6	2.5658	100.0000
4.3000e-01	929.1600	30.4821	77562.4751	64037.00	-43763.00	124.3	2.5512	100.0000
4.2783e-01	931.3200	30.5175	77675.4964	64037.00	-43963.00	124.5	2.5627	100.0000
4.2653e-01	933.0000	30.5450	77727.6806	64237.00	-43763.00	124.3	2.5482	100.0000
4.2505e-01	934.4800	30.5693	77788.8677	64037.00	-44163.00	124.6	2.5743	100.0000
4.2468e-01	934.9600	30.5771	77840.4621	64237.00	-43963.00	124.4	2.5596	100.0000
4.2294e-01	937.3600	30.6163	77893.0494	64437.00	-43763.00	124.2	2.5453	100.0000
4.2222e-01	938.1600	30.6294	77953.5935	64237.00	-44163.00	124.5	2.5712	100.0000
4.2141e-01	939.1200	30.6451	78005.5917	64437.00	-43963.00	124.3	2.5566	100.0000
4.1927e-01	941.4800	30.6835	78118.4840	64437.00	-44163.00	124.4	2.5680	100.0000
4.1802e-01	942.5200	30.7005	78170.8842	64637.00	-43963.00	124.2	2.5536	100.0000
4.1655e-01	944.0000	30.7246	78231.7246	64437.00	-44363.00	124.5	2.5796	100.0000
4.1620e-01	944.2400	30.7285	78283.5381	64637.00	-44163.00	124.3	2.5650	100.0000
4.1453e-01	946.9200	30.7721	78336.3386	64837.00	-43963.00	124.1	2.5507	100.0000
4.1379e-01	948.1200	30.7916	78396.5403	64637.00	-44363.00	124.5	2.5765	100.0000
4.1301e-01	949.1200	30.8078	78448.7549	64837.00	-44163.00	124.3	2.5619	100.0000
4.1092e-01	951.3600	30.8441	78501.9537	65037.00	-43963.00	124.1	2.5479	100.0000
4.1091e-01	951.4000	30.8448	78561.5194	64837.00	-44363.00	124.4	2.5733	100.0000
4.0971e-01	952.4400	30.8616	78614.1332	65037.00	-44163.00	124.2	2.5590	100.0000
4.0824e-01	954.0000	30.8869	78674.6308	64837.00	-44563.00	124.5	2.5849	100.0000
4.0792e-01	954.6400	30.8972	78726.6609	65037.00	-44363.00	124.3	2.5703	100.0000
4.0630e-01	956.7200	30.9309	78779.6721	65237.00	-44163.00	124.1	2.5561	100.0000
4.0555e-01	957.7200	30.9471	78839.5354	65037.00	-44563.00	124.4	2.5817	100.0000
4.0481e-01	958.8400	30.9651	78891.9637	65237.00	-44363.00	124.2	2.5673	100.0000
4.0278e-01	961.4800	31.0077	78945.3706	65437.00	-44163.00	124.0	2.5533	100.0000
4.0274e-01	961.5200	31.0084	79004.6020	65237.00	-44563.00	124.3	2.5786	100.0000
4.0158e-01	962.4400	31.0232	79057.4268	65437.00	-44363.00	124.1	2.5643	100.0000
4.0011e-01	964.5200	31.0567	79117.5855	65237.00	-44763.00	124.5	2.5901	100.0000
3.9982e-01	964.9600	31.0638	79169.8297	65437.00	-44563.00	124.3	2.5756	100.0000
3.9825e-01	966.8000	31.0934	79223.0493	65637.00	-44363.00	124.1	2.5615	100.0000
3.9749e-01	967.6000	31.1063	79282.5778	65437.00	-44763.00	124.4	2.5870	100.0000
3.9678e-01	968.5200	31.1211	79335.2175	65637.00	-44563.00	124.2	2.5726	100.0000
3.9482e-01	970.8800	31.1589	79388.8301	65837.00	-44363.00	124.0	2.5586	100.0000
3.9475e-01	971.0800	31.1622	79447.7309	65637.00	-44763.00	124.3	2.5839	100.0000
3.9364e-01	972.3600	31.1827	79500.7644	65837.00	-44563.00	124.1	2.5696	100.0000
3.9217e-01	974.0400	31.2096	79560.5878	65637.00	-44963.00	124.4	2.5953	100.0000
3.9190e-01	974.4000	31.2154	79613.0438	65837.00	-44763.00	124.2	2.5808	100.0000
3.9039e-01	976.5200	31.2493	79666.4693	66037.00	-44563.00	124.0	2.5668	100.0000
3.8961e-01	977.3200	31.2621	79725.6667	65837.00	-44963.00	124.3	2.5922	100.0000
3.8894e-01	978.5200	31.2813	79778.5155	66037.00	-44763.00	124.1	2.5778	100.0000
3.8704e-01	981.0400	31.3216	79832.3314	66237.00	-44563.00	123.9	2.5640	100.0000
