s	phi0.0	phi-0.1	phi-0.2	phi-0.3	phi-0.4	phi-0.5	phi-0.6	phi-0.7	phi-0.8	phi-0.9
315	1803.0720	1159.8255	717.5476	425.8441	241.7543	130.8929	57.5067	39.8276	27.1441	18.1963
316	1763.0697	1132.2693	699.2915	414.2427	234.7024	126.8050	55.5533	38.4278	26.1571	17.5118
317	1723.9548	1105.3678	681.4999	402.9573	227.8561	122.8448	53.6662	37.0773	25.2059	16.8530
318	1685.7078	1079.1055	664.1610	391.9794	221.2096	119.0083	51.8433	35.7742	24.2894	16.2190
319	1648.3093	1053.4671	647.2632	381.3006	214.7570	115.2917	50.0823	34.5169	23.4062	15.6088
320	1611.7405	1028.4379	630.7953	370.9127	208.4925	111.6910	48.3810	33.3038	22.5551	15.0217
321	1575.9830	1004.0033	614.7464	360.8079	202.4108	108.2029	46.7376	32.1334	21.7350	14.4565
322	1541.0188	980.1492	599.1059	350.9783	196.5065	104.8237	45.1500	31.0040	20.9447	13.9127
323	1506.8303	956.8619	583.8632	341.4165	190.7745	101.5500	43.6163	29.9144	20.1831	13.3893
324	1473.4003	934.1279	569.0084	332.1152	185.2096	98.3785	42.1348	28.8631	19.4492	12.8856
325	1440.7119	911.9341	554.5315	323.0672	179.8071	95.3061	40.7035	27.8487	18.7420	12.4009
326	1408.7488	890.2675	540.4229	314.2658	174.5621	92.3297	39.3209	26.8699	18.0605	11.9344
327	1377.4948	869.1157	526.6733	305.7042	169.4702	89.4462	37.9852	25.9256	17.4038	11.4854
328	1346.9342	848.4664	513.2736	297.3758	164.5267	86.6527	36.6949	25.0144	16.7710	11.0533
329	1317.0516	828.3078	500.2147	289.2743	159.7275	83.9465	35.4485	24.1353	16.1612	10.6375
330	1287.8320	808.6281	487.4881	281.3935	155.0683	81.3248	34.2443	23.2871	15.5735	10.2373
331	1259.2606	789.4160	475.0852	273.7274	150.5450	78.7850	33.0811	22.4686	15.0072	9.8522
332	1231.3231	770.6603	462.9980	266.2702	146.1536	76.3245	31.9574	21.6790	14.4615	9.4816
333	1204.0054	752.3502	451.2182	259.0161	141.8903	73.9409	30.8718	20.9171	13.9357	9.1249
334	1177.2937	734.4752	439.7382	251.9597	137.7514	71.6317	29.8232	20.1819	13.4290	8.7816
335	1151.1747	717.0249	428.5503	245.0954	133.7332	69.3946	28.8101	19.4726	12.9407	8.4512
336	1125.6352	699.9891	417.6469	238.4182	129.8322	67.2274	27.8315	18.7883	12.4701	8.1333
337	1100.6622	683.3581	407.0210	231.9229	126.0451	65.1278	26.8861	18.1280	12.0167	7.8273
338	1076.2433	667.1223	396.6655	225.6046	122.3683	63.0938	25.9728	17.4909	11.5798	7.5329
339	1052.3662	651.2722	386.5734	219.4584	118.7989	61.1234	25.0906	16.8761	11.1587	7.2495
340	1029.0187	635.7986	376.7381	213.4796	115.3335	59.2145	24.2383	16.2830	10.7529	6.9768
341	1006.1893	620.6928	367.1530	207.6637	111.9693	57.3652	23.4150	15.7108	10.3620	6.7143
342	983.8663	605.9458	357.8118	202.0063	108.7031	55.5737	22.6196	15.1586	9.9852	6.4617
343	962.0386	591.5491	348.7082	196.5030	105.5323	53.8381	21.8512	14.6259	9.6221	6.2186
344	940.6952	577.4946	339.8363	191.1496	102.4539	52.1567	21.1090	14.1118	9.2722	5.9847
345	919.8253	563.7739	331.1901	185.9420	99.4654	50.5278	20.3919	13.6159	8.9351	5.7596
346	899.4183	550.3793	322.7638	180.8764	96.5640	48.9498	19.6993	13.1373	8.6102	5.5429
347	879.4642	537.3028	314.5520	175.9487	93.7472	47.4211	19.0301	12.6756	8.2971	5.3344
348	859.9527	524.5371	306.5490	171.1553	91.0126	45.9401	18.3837	12.2302	7.9954	5.1337
349	840.8741	512.0747	298.7497	166.4924	88.3578	44.5054	17.7592	11.8003	7.7047	4.9406
350	822.2187	499.9083	291.1488	161.9566	85.7804	43.1154	17.1560	11.3856	7.4245	4.7547
351	803.9773	488.0310	283.7413	157.5444	83.2782	41.7689	16.5732	10.9855	7.1546	4.5758
352	786.1405	476.4360	276.5223	153.2524	80.8490	40.4645	16.0102	10.5994	6.8944	4.4037
353	768.6995	465.1164	269.4869	149.0773	78.4906	39.2007	15.4664	10.2269	6.6437	4.2380
354	751.6454	454.0657	262.6306	145.0159	76.2011	37.9765	14.9410	9.8674	6.4021	4.0786
355	734.9697	443.2776	255.9486	141.0652	73.9783	36.7905	14.4335	9.5206	6.1693	3.9252
356	718.6639	432.7458	249.4367	137.2221	71.8204	35.6415	13.9432	9.1860	5.9450	3.7775
357	702.7199	422.4642	243.0905	133.4837	69.7254	34.5284	13.4696	8.8632	5.7289	3.6354
358	687.1296	412.4269	236.9057	129.8472	67.6915	33.4500	13.0121	8.5517	5.5205	3.4986
359	671.8852	402.6281	230.8783	126.3097	65.7170	32.4054	12.5701	8.2511	5.3198	3.3670
360	656.9790	393.0621	225.0042	122.8686	63.8000	31.3933	12.1431	7.9612	5.1264	3.2403
361	642.4035	383.7234	219.2795	119.5213	61.9390	30.4129	11.7306	7.6814	4.9400	3.1184
362	628.1513	374.6065	213.7006	116.2651	60.1322	29.4631	11.3321	7.4114	4.7603	3.0011
363	614.2154	365.7063	208.2635	113.0977	58.3782	28.5430	10.9472	7.1509	4.5872	2.8882
364	600.5886	357.0175	202.9648	110.0165	56.6753	27.6516	10.5753	6.8996	4.4204	2.7796
365	587.2642	348.5351	197.8009	107.0193	55.0221	26.7880	10.2161	6.6571	4.2597	2.6750
366	574.2353	340.2543	192.7684	104.1038	53.4171	25.9514	9.8691	6.4232	4.1048	2.5744
367	561.4956	332.1702	187.8639	101.2676	51.8589	25.1409	9.5338	6.1974	3.9556	2.4775
368	549.0384	324.2782	183.0843	98.5088	50.3462	24.3557	9.2100	5.9796	3.8117	2.3843
369	536.8576	316.5737	178.4262	95.8251	48.8776	23.5951	8.8971	5.7695	3.6731	2.2946
370	524.9471	309.0523	173.8866	93.2145	47.4519	22.8582	8.5949	5.5667	3.5396	2.2083
371	513.3008	301.7095	169.4625	90.6750	46.0677	22.1443	8.3030	5.3710	3.4109	2.1252
372	501.9129	294.5412	165.1510	88.2047	44.7239	21.4528	8.0209	5.1823	3.2868	2.0453
373	490.7776	287.5432	160.9492	85.8017	43.4193	20.7828	7.7485	5.0002	3.1673	1.9683
374	479.8894	280.7115	156.8543	83.4642	42.1528	20.1337	7.4853	4.8244	3.0522	1.8943
375	469.2428	274.0421	152.8635	81.1904	40.9232	19.5049	7.2310	4.6549	2.9412	1.8230
376	458.8323	267.5312	148.9743	78.9785	39.7295	18.8958	6.9854	4.4913	2.8342	1.7545
377	448.6528	261.1749	145.1841	76.8268	38.5706	18.3057	6.7481	4.3334	2.7312	1.6884
378	438.6992	254.9697	141.4903	74.7338	37.4455	17.7340	6.5189	4.1811	2.6319	1.6249
379	428.9664	248.9119	137.8904	72.6978	36.3532	17.1801	6.2974	4.0342	2.5362	1.5638
380	419.4495	242.9980	134.3822	70.7173	35.2928	16.6436	6.0835	3.8924	2.4439	1.5050
381	410.1437	237.2246	130.9632	68.7907	34.2633	16.1238	5.8769	3.7556	2.3551	1.4484
382	401.0444	231.5884	127.6312	66.9166	33.2638	15.6203	5.6773	3.6236	2.2694	1.3939
383	392.1470	226.0861	124.3839	65.0936	32.2935	15.1324	5.4844	3.4963	2.1869	1.3414
384	383.4469	220.7146	121.2193	63.3202	31.3515	14.6598	5.2981	3.3734	2.1074	1.2910
385	374.9399	215.4706	118.1352	61.5952	30.4370	14.2020	5.1181	3.2548	2.0308	1.2424
386	366.6216	210.3513	115.1296	59.9171	29.5492	13.7585	4.9443	3.1404	1.9569	1.1957
387	358.4879	205.3536	112.2004	58.2848	28.6872	13.3288	4.7763	3.0301	1.8858	1.1507
388	350.5346	200.4746	109.3458	56.6969	27.8504	12.9125	4.6141	2.9236	1.8172	1.1074
389	342.7578	195.7115	106.5638	55.1523	27.0380	12.5093	4.4574	2.8208	1.7511	1.0657
390	335.1535	191.0616	103.8525	53.6498	26.2493	12.1186	4.3059	2.7217	1.6875	1.0256
391	327.7179	186.5222	101.2103	52.1882	25.4836	11.7401	4.1597	2.6260	1.6261	0.9871
392	320.4472	182.0906	98.6353	50.7664	24.7403	11.3735	4.0184	2.5337	1.5670	0.9499
393	313.3379	177.7644	96.1258	49.3834	24.0186	11.0183	3.8819	2.4447	1.5100	0.9142
394	306.3863	173.5409	93.6801	48.0380	23.3180	10.6742	3.7500	2.3588	1.4551	0.8798
395	299.5889	169.4177	91.2967	46.7293	22.6378	10.3408	3.6226	2.2759	1.4022	0.8467
396	292.9424	165.3925	88.9739	45.4562	21.9775	10.0179	3.4996	2.1959	1.3512	0.8149
397	286.4432	161.4630	86.7102	44.2179	21.3364	9.7050	3.3807	2.1187	1.3021	0.7842
398	280.0883	157.6268	84.5041	43.0132	20.7140	9.4019	3.2659	2.0443	1.2547	0.7547
399	273.8744	153.8818	82.3541	41.8414	20.1098	9.1083	3.1549	1.9724	1.2091	0.7263
400	267.7983	150.2257	80.2588	40.7015	19.5232	8.8238	3.0478	1.9031	1.1651	0.6990
401	261.8570	146.6565	78.2168	39.5926	18.9537	8.5483	2.9442	1.8362	1.1228	0.6727
402	256.0476	143.1721	76.2268	38.5140	18.4008	8.2813	2.8442	1.7717	1.0819	0.6474
403	250.3670	139.7705	74.2874	37.4648	17.8641	8.0227	2.7476	1.7094	1.0426	0.6230
404	244.8124	136.4497	72.3974	36.4441	17.3430	7.7721	2.6543	1.6493	1.0047	0.5996
405	239.3811	133.2078	70.5554	35.4512	16.8371	7.5294	2.5641	1.5914	0.9682	0.5770
406	234.0703	130.0429	68.7603	34.4854	16.3460	7.2942	2.4770	1.5354	0.9330	0.5553
407	228.8773	126.9532	67.0109	33.5459	15.8691	7.0664	2.3929	1.4815	0.8990	0.5344
408	223.7995	123.9370	65.3060	32.6320	15.4062	6.8457	2.3116	1.4294	0.8663	0.5143
409	218.8343	120.9924	63.6445	31.7430	14.9568	6.6319	2.2331	1.3792	0.8348	0.4950
410	213.9794	118.1177	62.0252	30.8782	14.5206	6.4248	2.1572	1.3307	0.8045	0.4764
411	209.2321	115.3114	60.4471	30.0370	14.0970	6.2242	2.0839	1.2839	0.7752	0.4584
412	204.5901	112.5717	58.9092	29.2187	13.6858	6.0298	2.0132	1.2388	0.7470	0.4412
413	200.0512	109.8971	57.4104	28.4227	13.2866	5.8415	1.9448	1.1953	0.7199	0.4246
414	195.6129	107.2861	55.9498	27.6484	12.8990	5.6591	1.8787	1.1533	0.6937	0.4086
415	191.2731	104.7371	54.5263	26.8951	12.5227	5.4823	1.8149	1.1127	0.6685	0.3932
416	187.0296	102.2486	53.1390	26.1624	12.1575	5.3111	1.7532	1.0736	0.6442	0.3785
417	182.8802	99.8193	51.7870	25.4497	11.8028	5.1452	1.6937	1.0359	0.6207	0.3642
418	178.8229	97.4477	50.4695	24.7563	11.4585	4.9845	1.6362	0.9995	0.5982	0.3505
419	174.8556	95.1325	49.1854	24.0819	11.1243	4.8289	1.5806	0.9644	0.5764	0.3373
420	170.9763	92.8722	47.9340	23.4258	10.7998	4.6781	1.5269	0.9305	0.5555	0.3246
421	167.1831	90.6657	46.7145	22.7876	10.4848	4.5320	1.4750	0.8978	0.5353	0.3124
422	163.4740	88.5116	45.5259	22.1668	10.1789	4.3904	1.4249	0.8662	0.5158	0.3007
423	159.8473	86.4086	44.3676	21.5629	9.8820	4.2533	1.3765	0.8358	0.4970	0.2894
424	156.3010	84.3556	43.2388	20.9755	9.5938	4.1205	1.3298	0.8064	0.4790	0.2785
425	152.8333	82.3514	42.1387	20.4040	9.3139	3.9918	1.2846	0.7781	0.4616	0.2680
426	149.4426	80.3949	41.0666	19.8482	9.0422	3.8671	1.2410	0.7507	0.4448	0.2579
427	146.1271	78.4848	40.0218	19.3074	8.7785	3.7464	1.1988	0.7243	0.4286	0.2482
428	142.8852	76.6200	39.0036	18.7814	8.5224	3.6294	1.1581	0.6989	0.4130	0.2389
429	139.7152	74.7996	38.0112	18.2698	8.2738	3.5160	1.1187	0.6743	0.3980	0.2299
430	136.6155	73.0225	37.0441	17.7720	8.0325	3.4062	1.0807	0.6506	0.3835	0.2212
431	133.5846	71.2875	36.1016	17.2879	7.7982	3.2998	1.0440	0.6277	0.3696	0.2129
432	130.6210	69.5938	35.1831	16.8169	7.5707	3.1968	1.0086	0.6057	0.3561	0.2049
433	127.7231	67.9404	34.2880	16.3587	7.3498	3.0969	0.9743	0.5844	0.3432	0.1972
434	124.8894	66.3262	33.4156	15.9131	7.1355	3.0002	0.9412	0.5639	0.3307	0.1898
435	122.1187	64.7503	32.5654	15.4796	6.9273	2.9065	0.9092	0.5440	0.3187	0.1826
436	119.4094	63.2119	31.7369	15.0578	6.7252	2.8158	0.8784	0.5249	0.3071	0.1758
437	116.7602	61.7101	30.9294	14.6476	6.5291	2.7278	0.8485	0.5065	0.2959	0.1692
438	114.1698	60.2439	30.1425	14.2486	6.3386	2.6426	0.8197	0.4887	0.2852	0.1628
439	111.6369	58.8126	29.3756	13.8604	6.1537	2.5601	0.7919	0.4715	0.2748	0.1567
440	109.1602	57.4153	28.6282	13.4828	5.9742	2.4801	0.7650	0.4549	0.2648	0.1508
441	106.7384	56.0511	27.8999	13.1155	5.8000	2.4027	0.7390	0.4389	0.2552	0.1451
442	104.3703	54.7194	27.1900	12.7582	5.6308	2.3276	0.7139	0.4235	0.2459	0.1396
443	102.0548	53.4193	26.4983	12.4106	5.4665	2.2550	0.6896	0.4086	0.2370	0.1344
444	99.7906	52.1502	25.8241	12.0725	5.3071	2.1845	0.6662	0.3943	0.2283	0.1293
445	97.5767	50.9111	25.1671	11.7436	5.1523	2.1163	0.6436	0.3804	0.2200	0.1245
446	95.4119	49.7015	24.5268	11.4237	5.0020	2.0502	0.6217	0.3670	0.2120	0.1198
447	93.2951	48.5207	23.9027	11.1124	4.8561	1.9862	0.6006	0.3541	0.2043	0.1153
448	91.2253	47.3679	23.2946	10.8097	4.7144	1.9242	0.5802	0.3417	0.1969	0.1109
449	89.2014	46.2425	22.7019	10.5152	4.5769	1.8641	0.5605	0.3297	0.1897	0.1068
450	87.2224	45.1438	22.1243	10.2287	4.4434	1.8058	0.5414	0.3181	0.1828	0.1028
451	85.2874	44.0712	21.5614	9.9501	4.3138	1.7494	0.5230	0.3069	0.1762	0.0989
452	83.3952	43.0241	21.0129	9.6790	4.1879	1.6948	0.5053	0.2961	0.1698	0.0952
453	81.5450	42.0019	20.4783	9.4153	4.0658	1.6419	0.4881	0.2857	0.1636	0.0916
454	79.7359	41.0040	19.9572	9.1588	3.9472	1.5906	0.4715	0.2757	0.1577	0.0881
455	77.9669	40.0298	19.4495	8.9093	3.8320	1.5409	0.4555	0.2660	0.1519	0.0848
456	76.2372	39.0787	18.9546	8.6666	3.7203	1.4928	0.4400	0.2566	0.1464	0.0816
457	74.5458	38.1503	18.4724	8.4305	3.6117	1.4462	0.4251	0.2476	0.1411	0.0786
458	72.8919	37.2439	18.0024	8.2008	3.5064	1.4010	0.4107	0.2389	0.1360	0.0756
459	71.2748	36.3590	17.5444	7.9774	3.4041	1.3573	0.3967	0.2305	0.1310	0.0728
460	69.6935	35.4951	17.0980	7.7600	3.3048	1.3149	0.3832	0.2224	0.1262	0.0700
461	68.1473	34.6518	16.6630	7.5486	3.2084	1.2738	0.3702	0.2146	0.1217	0.0674
462	66.6354	33.8285	16.2391	7.3430	3.1148	1.2340	0.3576	0.2071	0.1172	0.0649
463	65.1571	33.0248	15.8259	7.1429	3.0240	1.1955	0.3455	0.1998	0.1130	0.0624
464	63.7115	32.2402	15.4233	6.9483	2.9358	1.1582	0.3338	0.1928	0.1089	0.0601
465	62.2980	31.4742	15.0309	6.7590	2.8501	1.1220	0.3224	0.1860	0.1049	0.0578
466	60.9159	30.7264	14.6484	6.5749	2.7670	1.0869	0.3115	0.1795	0.1011	0.0556
467	59.5645	29.9964	14.2757	6.3958	2.6863	1.0530	0.3009	0.1731	0.0974	0.0535
468	58.2430	29.2837	13.9125	6.2215	2.6079	1.0201	0.2907	0.1671	0.0939	0.0515
469	56.9508	28.5879	13.5586	6.0520	2.5318	0.9883	0.2808	0.1612	0.0905	0.0496
470	55.6873	27.9087	13.2136	5.8872	2.4580	0.9574	0.2713	0.1555	0.0872	0.0477
471	54.4519	27.2456	12.8774	5.7268	2.3863	0.9275	0.2620	0.1501	0.0840	0.0459
472	53.2438	26.5983	12.5498	5.5708	2.3167	0.8985	0.2531	0.1448	0.0809	0.0442
473	52.0626	25.9663	12.2305	5.4190	2.2491	0.8705	0.2445	0.1397	0.0780	0.0425
474	50.9075	25.3494	11.9193	5.2714	2.1835	0.8433	0.2362	0.1348	0.0752	0.0409
475	49.7781	24.7471	11.6161	5.1278	2.1198	0.8169	0.2282	0.1301	0.0724	0.0394
476	48.6738	24.1592	11.3205	4.9881	2.0580	0.7914	0.2205	0.1255	0.0698	0.0379
477	47.5939	23.5852	11.0325	4.8522	1.9979	0.7667	0.2130	0.1211	0.0673	0.0365
478	46.5380	23.0248	10.7518	4.7200	1.9397	0.7428	0.2057	0.1168	0.0648	0.0351
479	45.5055	22.4778	10.4783	4.5914	1.8831	0.7196	0.1987	0.1127	0.0625	0.0338
480	44.4960	21.9437	10.2117	4.4663	1.8281	0.6971	0.1920	0.1087	0.0602	0.0325
481	43.5088	21.4224	9.9519	4.3446	1.7748	0.6753	0.1855	0.1049	0.0580	0.0313
482	42.5435	20.9134	9.6987	4.2263	1.7230	0.6542	0.1792	0.1012	0.0559	0.0301
483	41.5997	20.4165	9.4519	4.1111	1.6728	0.6338	0.1731	0.0977	0.0539	0.0290
484	40.6767	19.9314	9.2114	3.9991	1.6240	0.6140	0.1672	0.0942	0.0519	0.0279
485	39.7743	19.4579	8.9771	3.8902	1.5766	0.5948	0.1615	0.0909	0.0500	0.0269
486	38.8919	18.9956	8.7487	3.7842	1.5306	0.5763	0.1560	0.0877	0.0482	0.0258
487	38.0290	18.5443	8.5261	3.6811	1.4860	0.5583	0.1507	0.0847	0.0464	0.0249
488	37.1853	18.1037	8.3092	3.5808	1.4426	0.5408	0.1456	0.0817	0.0448	0.0239
489	36.3604	17.6736	8.0978	3.4833	1.4006	0.5239	0.1407	0.0788	0.0431	0.0230
490	35.5537	17.2537	7.8917	3.3884	1.3597	0.5076	0.1359	0.0760	0.0416	0.0222
491	34.7649	16.8437	7.6910	3.2961	1.3200	0.4917	0.1313	0.0734	0.0400	0.0213
492	33.9936	16.4435	7.4953	3.2063	1.2815	0.4764	0.1268	0.0708	0.0386	0.0205
493	33.2394	16.0529	7.3046	3.1189	1.2442	0.4615	0.1225	0.0683	0.0372	0.0198
494	32.5020	15.6715	7.1187	3.0339	1.2079	0.4471	0.1183	0.0659	0.0358	0.0190
495	31.7809	15.2991	6.9376	2.9513	1.1726	0.4331	0.1143	0.0636	0.0345	0.0183
496	31.0759	14.9356	6.7611	2.8709	1.1384	0.4196	0.1104	0.0614	0.0333	0.0176
497	30.3864	14.5808	6.5891	2.7927	1.1052	0.4065	0.1067	0.0592	0.0321	0.0169
498	29.7123	14.2344	6.4214	2.7166	1.0730	0.3938	0.1031	0.0571	0.0309	0.0163
499	29.0531	13.8962	6.2581	2.6426	1.0417	0.3815	0.0996	0.0551	0.0298	0.0157
500	28.4085	13.5660	6.0989	2.5706	1.0113	0.3696	0.0962	0.0532	0.0287	0.0151
501	27.7783	13.2437	5.9437	2.5006	0.9818	0.3580	0.0929	0.0513	0.0277	0.0145
502	27.1620	12.9290	5.7925	2.4324	0.9532	0.3469	0.0898	0.0495	0.0266	0.0140
503	26.5594	12.6219	5.6451	2.3662	0.9253	0.3360	0.0867	0.0478	0.0257	0.0135
504	25.9701	12.3220	5.5015	2.3017	0.8984	0.3255	0.0838	0.0461	0.0247	0.0130
505	25.3940	12.0292	5.3615	2.2390	0.8722	0.3154	0.0809	0.0445	0.0238	0.0125
506	24.8306	11.7434	5.2251	2.1780	0.8467	0.3055	0.0782	0.0429	0.0230	0.0120
507	24.2797	11.4644	5.0921	2.1187	0.8220	0.2960	0.0755	0.0414	0.0221	0.0115
508	23.7411	11.1920	4.9626	2.0609	0.7980	0.2867	0.0730	0.0399	0.0213	0.0111
509	23.2143	10.9261	4.8363	2.0048	0.7748	0.2778	0.0705	0.0385	0.0206	0.0107
510	22.6993	10.6665	4.7133	1.9502	0.7522	0.2691	0.0681	0.0372	0.0198	0.0103
511	22.1957	10.4131	4.5934	1.8971	0.7302	0.2607	0.0658	0.0359	0.0191	0.0099
512	21.7033	10.1657	4.4765	1.8454	0.7089	0.2526	0.0635	0.0346	0.0184	0.0095
513	21.2218	9.9242	4.3626	1.7951	0.6882	0.2447	0.0614	0.0334	0.0177	0.0092
514	20.7510	9.6884	4.2516	1.7462	0.6682	0.2370	0.0593	0.0322	0.0171	0.0088
515	20.2906	9.4582	4.1434	1.6986	0.6487	0.2296	0.0573	0.0311	0.0165	0.0085
516	19.8404	9.2335	4.0380	1.6523	0.6298	0.2225	0.0553	0.0300	0.0159	0.0082
517	19.4003	9.0141	3.9353	1.6073	0.6114	0.2155	0.0535	0.0289	0.0153	0.0079
518	18.9699	8.7999	3.8352	1.5635	0.5935	0.2088	0.0516	0.0279	0.0147	0.0076
519	18.5490	8.5909	3.7376	1.5209	0.5762	0.2023	0.0499	0.0269	0.0142	0.0073
520	18.1375	8.3867	3.6425	1.4795	0.5594	0.1959	0.0482	0.0260	0.0137	0.0070
521	17.7351	8.1875	3.5498	1.4392	0.5431	0.1898	0.0466	0.0251	0.0132	0.0068
522	17.3416	7.9930	3.4595	1.4000	0.5273	0.1839	0.0450	0.0242	0.0127	0.0065
523	16.9569	7.8031	3.3715	1.3619	0.5119	0.1781	0.0434	0.0234	0.0122	0.0063
524	16.5807	7.6177	3.2857	1.3248	0.4970	0.1726	0.0420	0.0225	0.0118	0.0060
525	16.2128	7.4367	3.2021	1.2887	0.4825	0.1672	0.0405	0.0217	0.0114	0.0058
526	15.8531	7.2600	3.1206	1.2536	0.4684	0.1620	0.0392	0.0210	0.0110	0.0056
527	15.5014	7.0875	3.0412	1.2194	0.4547	0.1569	0.0378	0.0202	0.0106	0.0054
528	15.1575	6.9191	2.9639	1.1862	0.4415	0.1520	0.0365	0.0195	0.0102	0.0052
529	14.8212	6.7547	2.8885	1.1539	0.4286	0.1473	0.0353	0.0188	0.0098	0.0050
530	14.4924	6.5942	2.8150	1.1224	0.4161	0.1427	0.0341	0.0182	0.0094	0.0048
531	14.1709	6.4376	2.7434	1.0919	0.4039	0.1382	0.0329	0.0175	0.0091	0.0046
532	13.8565	6.2846	2.6736	1.0621	0.3922	0.1339	0.0318	0.0169	0.0088	0.0044
533	13.5491	6.1353	2.6055	1.0332	0.3807	0.1297	0.0307	0.0163	0.0085	0.0043
534	13.2485	5.9895	2.5392	1.0050	0.3696	0.1257	0.0297	0.0158	0.0081	0.0041
535	12.9546	5.8472	2.4746	0.9776	0.3588	0.1217	0.0287	0.0152	0.0078	0.0039
536	12.6672	5.7083	2.4117	0.9510	0.3484	0.1179	0.0277	0.0147	0.0076	0.0038
537	12.3861	5.5727	2.3503	0.9251	0.3382	0.1143	0.0268	0.0142	0.0073	0.0037
538	12.1113	5.4403	2.2905	0.8999	0.3283	0.1107	0.0259	0.0137	0.0070	0.0035
539	11.8426	5.3110	2.2322	0.8754	0.3188	0.1072	0.0250	0.0132	0.0068	0.0034
540	11.5799	5.1848	2.1755	0.8515	0.3095	0.1039	0.0241	0.0127	0.0065	0.0033
541	11.3230	5.0617	2.1201	0.8283	0.3004	0.1006	0.0233	0.0123	0.0063	0.0031
542	11.0718	4.9414	2.0662	0.8058	0.2917	0.0975	0.0225	0.0118	0.0061	0.0030
543	10.8262	4.8240	2.0136	0.7838	0.2832	0.0944	0.0218	0.0114	0.0058	0.0029
544	10.5860	4.7094	1.9624	0.7625	0.2749	0.0915	0.0210	0.0110	0.0056	0.0028
545	10.3511	4.5975	1.9124	0.7417	0.2669	0.0886	0.0203	0.0106	0.0054	0.0027
546	10.1215	4.4883	1.8638	0.7215	0.2591	0.0859	0.0196	0.0103	0.0052	0.0026
547	9.8969	4.3816	1.8164	0.7018	0.2515	0.0832	0.0190	0.0099	0.0050	0.0025
548	9.6773	4.2775	1.7702	0.6827	0.2442	0.0806	0.0183	0.0095	0.0048	0.0024
549	9.4626	4.1759	1.7251	0.6641	0.2371	0.0781	0.0177	0.0092	0.0047	0.0023
550	9.2527	4.0767	1.6812	0.6460	0.2302	0.0756	0.0171	0.0089	0.0045	0.0022
551	9.0474	3.9798	1.6384	0.6284	0.2235	0.0733	0.0165	0.0086	0.0043	0.0021
552	8.8467	3.8853	1.5968	0.6113	0.2169	0.0710	0.0159	0.0083	0.0042	0.0021
553	8.6504	3.7929	1.5561	0.5946	0.2106	0.0688	0.0154	0.0080	0.0040	0.0020
554	8.4585	3.7028	1.5165	0.5784	0.2045	0.0666	0.0149	0.0077	0.0039	0.0019
555	8.2709	3.6149	1.4780	0.5627	0.1985	0.0645	0.0144	0.0074	0.0037	0.0018
556	8.0874	3.5290	1.4404	0.5474	0.1927	0.0625	0.0139	0.0072	0.0036	0.0018
557	7.9080	3.4451	1.4037	0.5324	0.1871	0.0606	0.0134	0.0069	0.0035	0.0017
558	7.7325	3.3633	1.3680	0.5179	0.1816	0.0587	0.0130	0.0067	0.0033	0.0016
559	7.5610	3.2834	1.3332	0.5038	0.1763	0.0568	0.0125	0.0064	0.0032	0.0016
560	7.3932	3.2054	1.2993	0.4901	0.1712	0.0551	0.0121	0.0062	0.0031	0.0015
561	7.2292	3.1292	1.2662	0.4768	0.1662	0.0534	0.0117	0.0060	0.0030	0.0015
